MAE_0_12h,MAE_0_24h,MAE_0_36h,MAE_0_6h,MAE_24_36h,RMSE_0_36h,absolute_energy_error_MWh_36h,area_code,bias_0_36h,energy_error_percent_36h,forecast_origin_local,forecast_origin_utc,forecast_rows,mean_actual_mw,mode,model_name,origin_id,origin_month,origin_weekday,p90_absolute_error,p95_absolute_error,signed_energy_error_MWh_36h,train_rows,weather_protocol,weather_source_package
69.30013904190893,60.49768922255956,71.08757530336717,65.16161068077797,92.26734746498242,91.27058482882562,605.9943449836792,SE1,-16.833176249546472,1.5933382719840117,2025-07-26T06:00:00+02:00,2025-07-26T04:00:00Z,36,1056.4722222222222,L1_origin_known_fallback,P0056H_HGB_no_price,20250726T060000+0200,7,5,162.10810689050527,178.74245739041953,-605.9943449836792,8224,actual_weather_proxy_LABB,P0056D
43.18765311573609,39.99685232633528,51.14873406274655,23.407228551531414,73.45249753556908,71.9271232606951,27.100868622954295,SE1,-0.7528019061934401,0.07125619494374436,2025-07-26T06:00:00+02:00,2025-07-26T04:00:00Z,36,1056.4722222222222,L2_recursive_lags,P0056H_HGB_no_price,20250726T060000+0200,7,5,93.40997274223264,118.58768451869884,-27.100868622954295,8224,actual_weather_proxy_LABB,P0056D
68.36067455919176,97.00580023618734,95.07876609583587,68.40033147535269,91.22469781513291,126.06509589660628,443.41002004656184,SE1,12.3169450012932,1.1979198164164848,2025-07-31T06:00:00+02:00,2025-07-31T04:00:00Z,36,1028.1944444444443,L1_origin_known_fallback,P0056H_HGB_no_price,20250731T060000+0200,7,3,185.6432775058821,304.19303687765733,443.41002004656184,8260,actual_weather_proxy_LABB,P0056D
61.63363812900794,84.30458337605849,71.32267277657982,77.64834572475975,45.358851577622424,105.99323027718627,35.01883504164289,SE1,-0.9727454178232525,0.09460714586422501,2025-07-31T06:00:00+02:00,2025-07-31T04:00:00Z,36,1028.1944444444443,L2_recursive_lags,P0056H_HGB_no_price,20250731T060000+0200,7,3,145.19999182788797,172.40468243949613,-35.01883504164289,8260,actual_weather_proxy_LABB,P0056D
120.19425372172088,120.47673040633124,110.21293948445553,99.83449533362334,89.68535764070414,136.34493161216454,2755.6465754574383,SE1,76.54573820715088,7.776184709364332,2025-08-05T06:00:00+02:00,2025-08-05T04:00:00Z,36,984.3611111111111,L1_origin_known_fallback,P0056H_HGB_no_price,20250805T060000+0200,8,1,201.68321188311575,243.36494047648716,2755.6465754574383,8296,actual_weather_proxy_LABB,P0056D
170.60367126831218,146.91973698269976,169.00725633670987,174.06240137045066,213.18229504472995,188.68063445247466,5863.587472414387,SE1,162.87742978928878,16.54651204225636,2025-08-05T06:00:00+02:00,2025-08-05T04:00:00Z,36,984.3611111111111,L2_recursive_lags,P0056H_HGB_no_price,20250805T060000+0200,8,1,310.97822154190294,326.1530275925832,5863.587472414387,8296,actual_weather_proxy_LABB,P0056D
51.63526435527806,94.18085963896341,96.73110216942528,50.97202507022488,101.83158723034909,125.81057372274115,1015.4991615527179,SE1,-28.208310043131096,2.5509926686915136,2025-08-10T06:00:00+02:00,2025-08-10T04:00:00Z,36,1105.7777777777778,L1_origin_known_fallback,P0056H_HGB_no_price,20250810T060000+0200,8,6,224.17633968511308,271.21317484657396,-1015.4991615527179,8332,actual_weather_proxy_LABB,P0056D
50.95760423867879,63.73744942114816,96.69558218044739,57.00131774340571,162.61184769904574,128.77922075858558,2417.294866824079,SE1,-67.14707963400225,6.072384613203575,2025-08-10T06:00:00+02:00,2025-08-10T04:00:00Z,36,1105.7777777777778,L2_recursive_lags,P0056H_HGB_no_price,20250810T060000+0200,8,6,191.06579951477534,280.03904825849827,-2417.294866824079,8332,actual_weather_proxy_LABB,P0056D
118.2410252419366,142.68865912784418,142.60283282679552,111.05694644685076,142.43118022469812,177.21012336920035,834.8505825878237,SE1,-23.19029396077294,2.1283634992678744,2025-08-15T06:00:00+02:00,2025-08-15T04:00:00Z,36,1089.5833333333333,L1_origin_known_fallback,P0056H_HGB_no_price,20250815T060000+0200,8,4,322.93843621192343,345.2087533292635,-834.8505825878237,8368,actual_weather_proxy_LABB,P0056D
102.72190172087578,123.02861665607863,125.9526139766881,114.98509538924036,131.80060861790702,161.8976613465081,462.9700960073387,SE1,-12.86028044464821,1.1802934251302455,2025-08-15T06:00:00+02:00,2025-08-15T04:00:00Z,36,1089.5833333333333,L2_recursive_lags,P0056H_HGB_no_price,20250815T060000+0200,8,4,243.60922930461982,332.23152906999843,-462.9700960073387,8368,actual_weather_proxy_LABB,P0056D
152.73864200118655,139.36381517886159,143.41025764989212,158.41886396315488,151.5031425919532,172.51079436280853,4137.077646221987,SE1,-114.91882350616658,10.001880052757265,2025-08-20T06:00:00+02:00,2025-08-20T04:00:00Z,36,1148.9722222222222,L1_origin_known_fallback,P0056H_HGB_no_price,20250820T060000+0200,8,2,280.8542631465099,293.09256976176204,-4137.077646221987,8404,actual_weather_proxy_LABB,P0056D
123.55006858140814,86.88605597314124,85.71360049109813,140.50682948374802,83.36868952701197,116.91123503251606,1860.4753042520679,SE1,-51.67986956255736,4.497921582699678,2025-08-20T06:00:00+02:00,2025-08-20T04:00:00Z,36,1148.9722222222222,L2_recursive_lags,P0056H_HGB_no_price,20250820T060000+0200,8,2,212.3939637346574,245.25547072608123,-1860.4753042520679,8404,actual_weather_proxy_LABB,P0056D
105.45999378161872,212.97134021879825,195.4808277393379,110.520505752304,160.4998027804172,279.7367128515204,897.6632917848619,SE1,-24.935091438468714,2.157118498065223,2025-08-25T06:00:00+02:00,2025-08-25T04:00:00Z,36,1155.9444444444443,L1_origin_known_fallback,P0056H_HGB_no_price,20250825T060000+0200,8,0,554.9064288664342,602.8928397495122,-897.6632917848619,8440,actual_weather_proxy_LABB,P0056D
72.41738413509609,187.05089294053857,188.56478862058495,39.028308705171604,191.59257998067756,277.699864546398,357.4031611092141,SE1,-9.927865586367425,0.8588531770779404,2025-08-25T06:00:00+02:00,2025-08-25T04:00:00Z,36,1155.9444444444443,L2_recursive_lags,P0056H_HGB_no_price,20250825T060000+0200,8,0,555.964883355418,595.425071148754,-357.4031611092141,8440,actual_weather_proxy_LABB,P0056D
106.3917696870028,119.67282446340607,109.62923450937764,140.908456905663,89.54205460132071,129.42746736309223,1404.4626559577373,SE1,-39.012851554381754,3.324093289999615,2025-08-30T06:00:00+02:00,2025-08-30T04:00:00Z,36,1173.638888888889,L1_origin_known_fallback,P0056H_HGB_no_price,20250830T060000+0200,8,5,204.81766381994623,221.03923626491652,-1404.4626559577373,8476,actual_weather_proxy_LABB,P0056D
51.051140474170325,57.362859290513626,49.10107326589169,53.06543405032676,32.57750121664782,59.52744704185943,929.6309787906939,SE1,-25.8230827441857,2.2002579318612434,2025-08-30T06:00:00+02:00,2025-08-30T04:00:00Z,36,1173.638888888889,L2_recursive_lags,P0056H_HGB_no_price,20250830T060000+0200,8,5,105.28172664534452,112.50146401501979,-929.6309787906939,8476,actual_weather_proxy_LABB,P0056D
113.9301060358909,105.84297508200602,123.40074362663599,90.38716935800812,158.516280715896,158.78703602539755,2265.9362059387495,SE1,-62.942672387187564,5.028374067280806,2025-09-04T06:00:00+02:00,2025-09-04T04:00:00Z,36,1251.75,L1_origin_known_fallback,P0056H_HGB_no_price,20250904T060000+0200,9,3,294.1061810609575,311.8342546750978,-2265.9362059387495,8512,actual_weather_proxy_LABB,P0056D
100.22088005576211,99.31581326577718,112.29404557821593,76.00687284589533,138.25051020309334,148.4676509415699,1618.479436680267,SE1,-44.957762130007374,3.5915927405638044,2025-09-04T06:00:00+02:00,2025-09-04T04:00:00Z,36,1251.75,L2_recursive_lags,P0056H_HGB_no_price,20250904T060000+0200,9,3,246.53333223044683,283.0606289054291,-1618.479436680267,8512,actual_weather_proxy_LABB,P0056D
136.53055942204549,119.82452214049039,151.61604623467156,157.4437123454629,215.19909442303393,197.26135542242085,3763.046231937333,SE1,104.52906199825937,9.092338734233776,2025-09-09T06:00:00+02:00,2025-09-09T04:00:00Z,36,1149.638888888889,L1_origin_known_fallback,P0056H_HGB_no_price,20250909T060000+0200,9,1,263.2760240964783,386.78179328045223,3763.046231937333,8548,actual_weather_proxy_LABB,P0056D
78.1784044244608,71.7563966847387,89.70252157065849,119.61019316666618,125.59477134249799,126.51058169253301,2318.683427376229,SE1,64.40787298267315,5.602443828681056,2025-09-09T06:00:00+02:00,2025-09-09T04:00:00Z,36,1149.638888888889,L2_recursive_lags,P0056H_HGB_no_price,20250909T060000+0200,9,1,195.4377607004344,256.83246068842357,2318.683427376229,8548,actual_weather_proxy_LABB,P0056D
76.50117063970673,107.84512120856705,132.88537502347398,79.60462808780922,182.96588265328788,167.52707336465397,1857.0544355721868,SE1,51.58484543256047,4.842889572764269,2025-09-14T06:00:00+02:00,2025-09-14T04:00:00Z,36,1065.1666666666667,L1_origin_known_fallback,P0056H_HGB_no_price,20250914T060000+0200,9,6,290.6645577088972,333.92543471972544,1857.0544355721868,8584,actual_weather_proxy_LABB,P0056D
75.34933914565342,100.20585479194246,127.95892457533422,90.19875842136939,183.46506414211777,153.6830008306967,2185.025004072326,SE1,60.695139002009256,5.698182350368555,2025-09-14T06:00:00+02:00,2025-09-14T04:00:00Z,36,1065.1666666666667,L2_recursive_lags,P0056H_HGB_no_price,20250914T060000+0200,9,6,259.0713116139599,288.45629703315905,2185.025004072326,8584,actual_weather_proxy_LABB,P0056D
69.44409455054232,109.70887684536683,133.1897479593427,48.12143182974711,180.15149018729448,166.63244116546318,1214.0247595687179,SE1,33.72290998801991,3.320455006752141,2025-09-19T06:00:00+02:00,2025-09-19T04:00:00Z,36,1015.6111111111111,L1_origin_known_fallback,P0056H_HGB_no_price,20250919T060000+0200,9,4,282.3968212142947,312.64918202028935,1214.0247595687179,8620,actual_weather_proxy_LABB,P0056D
104.88918607750526,127.99999124343314,159.73876159224932,116.29958758529858,223.2163022898817,204.16034140537076,3735.938916212537,SE1,103.77608100590383,10.218092325946438,2025-09-19T06:00:00+02:00,2025-09-19T04:00:00Z,36,1015.6111111111111,L2_recursive_lags,P0056H_HGB_no_price,20250919T060000+0200,9,4,374.3533867256026,392.7679457440326,3735.938916212537,8620,actual_weather_proxy_LABB,P0056D
154.9099763424936,128.2111468709435,149.701966469233,162.1120362953276,192.68360566581205,193.89194416357515,1499.8321646693003,SE1,41.66200457414708,3.9258511272885044,2025-09-24T06:00:00+02:00,2025-09-24T04:00:00Z,36,1061.2222222222222,L1_origin_known_fallback,P0056H_HGB_no_price,20250924T060000+0200,9,2,369.62218213256415,388.56599069557217,1499.8321646693003,8656,actual_weather_proxy_LABB,P0056D
165.70742645246116,117.11520141612228,137.27903873040967,169.58331689324567,177.60671335898442,187.38447433375825,2186.4650807814833,SE1,60.735141132818804,5.723131297197893,2025-09-24T06:00:00+02:00,2025-09-24T04:00:00Z,36,1061.2222222222222,L2_recursive_lags,P0056H_HGB_no_price,20250924T060000+0200,9,2,364.82607983770527,420.3987945922832,2186.4650807814833,8656,actual_weather_proxy_LABB,P0056D
88.17641139036745,106.66079945860686,105.88572606574817,83.54349788483141,104.33557928003076,123.68534835440063,879.6603237983873,SE1,-24.435008994399567,2.103142360728703,2025-09-29T06:00:00+02:00,2025-09-29T04:00:00Z,36,1161.8333333333333,L1_origin_known_fallback,P0056H_HGB_no_price,20250929T060000+0200,9,0,183.27873956998133,194.09220026781173,-879.6603237983873,8692,actual_weather_proxy_LABB,P0056D
68.07357512987001,86.02414946563935,77.86616045689914,82.5469266784645,61.5501824394186,100.30638506483614,427.22100218467676,SE1,11.867250060685478,1.0214244780392023,2025-09-29T06:00:00+02:00,2025-09-29T04:00:00Z,36,1161.8333333333333,L2_recursive_lags,P0056H_HGB_no_price,20250929T060000+0200,9,0,154.3730986985097,183.59616489462945,427.22100218467676,8692,actual_weather_proxy_LABB,P0056D
172.70812573475612,159.79286000113828,189.817498900939,164.66236569759386,249.8667767005404,227.10923052207664,852.1861262907405,SE1,-23.671836841409725,1.8516527090601234,2025-10-09T06:00:00+02:00,2025-10-09T04:00:00Z,36,1278.4166666666667,L1_origin_known_fallback,P0056H_HGB_no_price,20251009T060000+0200,10,3,353.57835472214424,436.75929404820715,-852.1861262907405,8763,actual_weather_proxy_LABB,P0056D
117.37234886782142,117.26242887750948,121.5970108618497,108.76868044282458,130.26617483053008,150.48026257414804,716.3350807740717,SE1,-19.898196688168905,1.556471939625995,2025-10-09T06:00:00+02:00,2025-10-09T04:00:00Z,36,1278.4166666666667,L2_recursive_lags,P0056H_HGB_no_price,20251009T060000+0200,10,3,229.91619739231612,286.89210834096326,-716.3350807740717,8763,actual_weather_proxy_LABB,P0056D
106.78655022663973,160.94489113138488,193.67511732884088,76.35319687035307,259.13556972375295,240.18319298275108,6834.123345891989,SE1,-189.8367596081108,13.787369564824056,2025-10-14T06:00:00+02:00,2025-10-14T04:00:00Z,36,1376.888888888889,L1_origin_known_fallback,P0056H_HGB_no_price,20251014T060000+0200,10,1,381.1661416686252,439.8505257620649,-6834.123345891989,8799,actual_weather_proxy_LABB,P0056D
54.04597068333319,99.04890598528517,131.2412911450613,58.15774260746275,195.6260614646136,174.58100279752153,4345.373877681093,SE1,-120.70482993558602,8.766490230957661,2025-10-14T06:00:00+02:00,2025-10-14T04:00:00Z,36,1376.888888888889,L2_recursive_lags,P0056H_HGB_no_price,20251014T060000+0200,10,1,291.3238923111644,324.3240943761664,-4345.373877681093,8799,actual_weather_proxy_LABB,P0056D
242.85269301422673,202.11829350870937,171.81500250043803,328.50798168227396,111.20842048389535,203.949821090604,3543.728825413491,SE1,-98.43691181704145,7.623217367408448,2025-10-19T06:00:00+02:00,2025-10-19T04:00:00Z,36,1291.2777777777778,L1_origin_known_fallback,P0056H_HGB_no_price,20251019T060000+0200,10,6,344.5419239687909,392.31770063796193,-3543.728825413491,8835,actual_weather_proxy_LABB,P0056D
139.34182571803782,138.15262477895098,124.26746714910551,138.03143948506101,96.49715188941452,157.15189944184363,2817.2515435470486,SE1,78.25698732075185,6.060430115619861,2025-10-19T06:00:00+02:00,2025-10-19T04:00:00Z,36,1291.2777777777778,L2_recursive_lags,P0056H_HGB_no_price,20251019T060000+0200,10,6,214.19160705399895,309.0292895338327,2817.2515435470486,8835,actual_weather_proxy_LABB,P0056D
185.4087813281178,246.65434630846525,237.8686024035227,274.5855821021399,220.29711459363776,293.73819304744524,7489.5257803284185,SE1,208.04238278690048,19.607628296275674,2025-10-24T06:00:00+02:00,2025-10-24T04:00:00Z,36,1061.0277777777778,L1_origin_known_fallback,P0056H_HGB_no_price,20251024T060000+0200,10,4,476.3811216237458,526.5385833048296,7489.5257803284185,8871,actual_weather_proxy_LABB,P0056D
145.58312347572937,220.83776784624604,231.30427239974344,172.19636183674038,252.23728150673819,280.26993143487925,6167.980341298055,SE1,171.3327872582796,16.14781354896472,2025-10-24T06:00:00+02:00,2025-10-24T04:00:00Z,36,1061.0277777777778,L2_recursive_lags,P0056H_HGB_no_price,20251024T060000+0200,10,4,452.83033188302966,497.052177701174,6167.980341298055,8871,actual_weather_proxy_LABB,P0056D
62.3700500694215,94.03100870317235,78.34810803539946,44.590055364042335,46.98230669985372,99.24452013554875,415.01456662173587,SE1,11.528182406159097,0.9808204727193437,2025-10-29T06:00:00+01:00,2025-10-29T05:00:00Z,36,1175.361111111111,L1_origin_known_fallback,P0056H_HGB_no_price,20251029T060000+0100,10,2,141.8516823393353,198.3137508847406,415.01456662173587,8907,actual_weather_proxy_LABB,P0056D
65.0623429370904,84.93550615254189,75.45625536097717,80.03561094049489,56.497753777847755,96.64798330338859,146.9033085586998,SE1,4.080647459963946,0.34718244643182894,2025-10-29T06:00:00+01:00,2025-10-29T05:00:00Z,36,1175.361111111111,L2_recursive_lags,P0056H_HGB_no_price,20251029T060000+0100,10,2,156.80917772334192,166.85031548287697,146.9033085586998,8907,actual_weather_proxy_LABB,P0056D
64.03789514224754,133.19371060154847,125.40161539293825,54.890332724153645,109.81742497571786,161.17188773416854,1414.1017788109457,SE1,-39.28060496697037,3.2028759910555724,2025-11-03T06:00:00+01:00,2025-11-03T05:00:00Z,36,1226.4166666666667,L1_origin_known_fallback,P0056H_HGB_no_price,20251103T060000+0100,11,0,259.22757543914776,307.11959366323043,-1414.1017788109457,8943,actual_weather_proxy_LABB,P0056D
37.629340747793606,63.10837033010625,68.82107042056757,47.21275569049351,80.24647060149022,90.41901191432821,1300.3381555387823,SE1,-36.12050432052159,2.945206576382828,2025-11-03T06:00:00+01:00,2025-11-03T05:00:00Z,36,1226.4166666666667,L2_recursive_lags,P0056H_HGB_no_price,20251103T060000+0100,11,0,159.29677984810678,185.64853890467805,-1300.3381555387823,8943,actual_weather_proxy_LABB,P0056D
97.02145663067132,172.09164808423796,181.4550103046058,80.13822952032665,200.18173474534146,218.98978189420455,5590.484645897668,SE1,-155.2912401638244,11.705860056739537,2025-11-08T06:00:00+01:00,2025-11-08T05:00:00Z,36,1326.611111111111,L1_origin_known_fallback,P0056H_HGB_no_price,20251108T060000+0100,11,5,351.9185793268938,385.3326902454611,-5590.484645897668,8979,actual_weather_proxy_LABB,P0056D
74.08022331518849,100.4391009322576,90.39165838558338,47.13829040077451,70.29677329223495,118.02095349888478,310.14504137934273,SE1,-8.615140038315372,0.6494096096556445,2025-11-08T06:00:00+01:00,2025-11-08T05:00:00Z,36,1326.611111111111,L2_recursive_lags,P0056H_HGB_no_price,20251108T060000+0100,11,5,185.00934137156355,238.55986247697996,-310.14504137934273,8979,actual_weather_proxy_LABB,P0056D
224.76161131687672,199.59063783397426,210.29436364702738,259.7505410084347,231.70181527313366,243.97568814621795,4778.233944473286,SE1,-132.72872067981325,8.973377799532923,2025-11-13T06:00:00+01:00,2025-11-13T05:00:00Z,36,1479.138888888889,L1_origin_known_fallback,P0056H_HGB_no_price,20251113T060000+0100,11,3,377.48028635448077,405.66590338266207,-4778.233944473286,9015,actual_weather_proxy_LABB,P0056D
114.61037164107124,186.53094414727465,188.20084800485327,81.9858981584863,191.5406557200105,247.07677676707814,2772.307581039051,SE1,77.00854391775188,5.2063091908562615,2025-11-13T06:00:00+01:00,2025-11-13T05:00:00Z,36,1479.138888888889,L2_recursive_lags,P0056H_HGB_no_price,20251113T060000+0100,11,3,459.5089098526754,495.9121562575791,2772.307581039051,9015,actual_weather_proxy_LABB,P0056D
116.23911165318594,161.1425636391243,156.73443298058626,92.76995831007726,147.91817166351015,176.3856821710153,4748.6361003055645,SE1,-131.90655834182175,8.054542540717764,2025-11-18T06:00:00+01:00,2025-11-18T05:00:00Z,36,1637.6666666666667,L1_origin_known_fallback,P0056H_HGB_no_price,20251118T060000+0100,11,1,255.4787057389401,267.30581864847517,-4748.6361003055645,9051,actual_weather_proxy_LABB,P0056D
44.19258489224696,61.91666467227819,54.71863540101096,36.076866317213295,40.32257685847649,66.36609205089619,193.94513602500956,SE1,-5.3873648895840285,0.32896590003563597,2025-11-18T06:00:00+01:00,2025-11-18T05:00:00Z,36,1637.6666666666667,L2_recursive_lags,P0056H_HGB_no_price,20251118T060000+0100,11,1,106.5298046663861,126.46259443679594,-193.94513602500956,9051,actual_weather_proxy_LABB,P0056D
46.047615901523955,65.1234046520526,96.3375569071504,59.02961439929421,158.76586141734603,135.91970898345278,1647.5908947107891,SE1,-45.76641374196632,2.782575694905996,2025-11-23T06:00:00+01:00,2025-11-23T05:00:00Z,36,1644.75,L1_origin_known_fallback,P0056H_HGB_no_price,20251123T060000+0100,11,6,220.54590761564748,273.5951093305164,-1647.5908947107891,9087,actual_weather_proxy_LABB,P0056D
114.35404239502749,88.4877881245315,108.50781315800805,101.50879168668648,148.54786322496116,128.45499980310538,23.05284773222229,SE1,-0.640356881451055,0.038933386925102245,2025-11-23T06:00:00+01:00,2025-11-23T05:00:00Z,36,1644.75,L2_recursive_lags,P0056H_HGB_no_price,20251123T060000+0100,11,6,200.8148157622752,253.5192471366799,-23.05284773222229,9087,actual_weather_proxy_LABB,P0056D
161.93498929919224,142.88567433938036,146.72015943163169,268.7578891069343,154.38912961613445,188.63892339784266,4038.405319690588,SE1,112.1779255469604,7.681519638770068,2025-11-28T06:00:00+01:00,2025-11-28T05:00:00Z,36,1460.361111111111,L1_origin_known_fallback,P0056H_HGB_no_price,20251128T060000+0100,11,4,275.6945593783545,308.21903734414997,4038.405319690588,9123,actual_weather_proxy_LABB,P0056D
181.99516626850118,145.46108635776937,150.37037991561215,215.3666738078332,160.18896703129772,174.04619975408048,797.8428665012616,SE1,22.1623018472574,1.5175905246062837,2025-11-28T06:00:00+01:00,2025-11-28T05:00:00Z,36,1460.361111111111,L2_recursive_lags,P0056H_HGB_no_price,20251128T060000+0100,11,4,237.48159504017553,263.53192700705426,797.8428665012616,9123,actual_weather_proxy_LABB,P0056D
143.9424530290232,217.26880477126068,195.70588711934258,172.9873152328129,152.5800518155064,236.64740139684065,176.6734082175608,SE1,-4.907594672710287,0.3134999302948753,2025-12-03T06:00:00+01:00,2025-12-03T05:00:00Z,36,1565.4212962962965,L1_origin_known_fallback,P0056H_HGB_no_price,20251203T060000+0100,12,2,370.5483907412553,425.02305952973467,-176.6734082175608,9159,actual_weather_proxy_LABB,P0056D
316.6048966052131,259.26082422896565,199.29627271587185,299.09708468023916,79.36716968968437,259.36954862543195,5419.786807352451,SE1,-150.54963353756835,9.617195951898733,2025-12-03T06:00:00+01:00,2025-12-03T05:00:00Z,36,1565.4212962962965,L2_recursive_lags,P0056H_HGB_no_price,20251203T060000+0100,12,2,453.5404258166178,478.5449279433162,-5419.786807352451,9159,actual_weather_proxy_LABB,P0056D
79.35457576722365,89.4087395566986,85.1454622472025,58.34712259596063,76.61890762821031,107.82567928672496,128.57838522587554,SE1,3.5716218118302296,0.23546387599603014,2025-12-08T06:00:00+01:00,2025-12-08T05:00:00Z,36,1516.8449074074074,L1_origin_known_fallback,P0056H_HGB_no_price,20251208T060000+0100,12,0,191.5328267861819,220.59506600844645,128.57838522587554,9195,actual_weather_proxy_LABB,P0056D
46.66802789222263,57.512640446826445,65.4115127172004,45.806882959714244,81.2092572579483,78.75490869477268,432.05004868633114,SE1,12.00139024128699,0.7912074716854054,2025-12-08T06:00:00+01:00,2025-12-08T05:00:00Z,36,1516.8449074074074,L2_recursive_lags,P0056H_HGB_no_price,20251208T060000+0100,12,0,124.22439862161468,127.96975454332676,432.05004868633114,9195,actual_weather_proxy_LABB,P0056D
