area_code,forbidden_future_actual,known_actual_at_origin,known_actual_before_origin,mode,origin_id,requires_recursive_forecast
FI,0,6,150,L2_recursive_lags,20260313T060000+0100,168
FI,0,6,150,L1_origin_known_fallback,20260318T060000+0100,168
FI,0,6,150,L2_recursive_lags,20260318T060000+0100,168
FI,0,6,150,L1_origin_known_fallback,20260323T060000+0100,168
FI,0,6,150,L2_recursive_lags,20260323T060000+0100,168
FI,0,6,150,L1_origin_known_fallback,20260328T060000+0100,168
FI,0,6,150,L2_recursive_lags,20260328T060000+0100,168
FI,0,6,150,L1_origin_known_fallback,20260402T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260402T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260407T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260407T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260412T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260412T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260417T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260417T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260422T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260422T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260427T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260427T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260502T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260502T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260507T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260507T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260512T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260512T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260517T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260517T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260522T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260522T060000+0200,168
FI,0,6,150,L1_origin_known_fallback,20260527T060000+0200,168
FI,0,6,150,L2_recursive_lags,20260527T060000+0200,168
