area_code,available_forecast_rows,elapsed_seconds,expected_forecast_rows,forecast_origin_utc,forecast_rows,mode,note,origin,phase,reason,shared_model,status,timestamp
SE1,,0.0,,,36,L2_recursive_lags,,2026-02-06T06:00:00+01:00,test,,,done,2026-06-08T10:48:37Z
SE1,,2.0,,,,L1_origin_known_fallback,shared model fit reused,2026-02-11T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:39Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-02-11T06:00:00+01:00,test,,,done,2026-06-08T10:48:39Z
SE1,,2.0,,,,L2_recursive_lags,shared model fit reused,2026-02-11T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:39Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-02-11T06:00:00+01:00,test,,,done,2026-06-08T10:48:39Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-02-16T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:40Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-02-16T06:00:00+01:00,test,,,done,2026-06-08T10:48:40Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-02-16T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:40Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-02-16T06:00:00+01:00,test,,,done,2026-06-08T10:48:40Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-02-21T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:41Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-02-21T06:00:00+01:00,test,,,done,2026-06-08T10:48:41Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-02-21T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:41Z
SE1,,1.0,,,36,L2_recursive_lags,,2026-02-21T06:00:00+01:00,test,,,done,2026-06-08T10:48:42Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-02-26T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:43Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-02-26T06:00:00+01:00,test,,,done,2026-06-08T10:48:43Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-02-26T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:43Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-02-26T06:00:00+01:00,test,,,done,2026-06-08T10:48:43Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-03-03T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:44Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-03-03T06:00:00+01:00,test,,,done,2026-06-08T10:48:44Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-03-03T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:44Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-03-03T06:00:00+01:00,test,,,done,2026-06-08T10:48:44Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-03-08T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:45Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-03-08T06:00:00+01:00,test,,,done,2026-06-08T10:48:45Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-03-08T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:45Z
SE1,,1.0,,,36,L2_recursive_lags,,2026-03-08T06:00:00+01:00,test,,,done,2026-06-08T10:48:46Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-03-13T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:47Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-03-13T06:00:00+01:00,test,,,done,2026-06-08T10:48:47Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-03-13T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:47Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-03-13T06:00:00+01:00,test,,,done,2026-06-08T10:48:47Z
SE1,,2.0,,,,L1_origin_known_fallback,shared model fit reused,2026-03-18T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:49Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-03-18T06:00:00+01:00,test,,,done,2026-06-08T10:48:49Z
SE1,,2.0,,,,L2_recursive_lags,shared model fit reused,2026-03-18T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:49Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-03-18T06:00:00+01:00,test,,,done,2026-06-08T10:48:49Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-03-23T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:50Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-03-23T06:00:00+01:00,test,,,done,2026-06-08T10:48:50Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-03-23T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:50Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-03-23T06:00:00+01:00,test,,,done,2026-06-08T10:48:50Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-03-28T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:51Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-03-28T06:00:00+01:00,test,,,done,2026-06-08T10:48:51Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-03-28T06:00:00+01:00,train,,HGB_no_price,done,2026-06-08T10:48:51Z
SE1,,1.0,,,36,L2_recursive_lags,,2026-03-28T06:00:00+01:00,test,,,done,2026-06-08T10:48:52Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-04-02T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:53Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-04-02T06:00:00+02:00,test,,,done,2026-06-08T10:48:53Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-04-02T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:53Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-04-02T06:00:00+02:00,test,,,done,2026-06-08T10:48:53Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-04-07T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:54Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-04-07T06:00:00+02:00,test,,,done,2026-06-08T10:48:54Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-04-07T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:54Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-04-07T06:00:00+02:00,test,,,done,2026-06-08T10:48:54Z
SE1,,2.0,,,,L1_origin_known_fallback,shared model fit reused,2026-04-12T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:56Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-04-12T06:00:00+02:00,test,,,done,2026-06-08T10:48:56Z
SE1,,2.0,,,,L2_recursive_lags,shared model fit reused,2026-04-12T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:56Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-04-12T06:00:00+02:00,test,,,done,2026-06-08T10:48:56Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-04-17T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:57Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-04-17T06:00:00+02:00,test,,,done,2026-06-08T10:48:57Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-04-17T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:57Z
SE1,,1.0,,,36,L2_recursive_lags,,2026-04-17T06:00:00+02:00,test,,,done,2026-06-08T10:48:58Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-04-22T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:59Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-04-22T06:00:00+02:00,test,,,done,2026-06-08T10:48:59Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-04-22T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:48:59Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-04-22T06:00:00+02:00,test,,,done,2026-06-08T10:48:59Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-04-27T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:00Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-04-27T06:00:00+02:00,test,,,done,2026-06-08T10:49:00Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-04-27T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:00Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-04-27T06:00:00+02:00,test,,,done,2026-06-08T10:49:00Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-05-02T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:01Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-05-02T06:00:00+02:00,test,,,done,2026-06-08T10:49:01Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-05-02T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:01Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-05-02T06:00:00+02:00,test,,,done,2026-06-08T10:49:01Z
SE1,,2.0,,,,L1_origin_known_fallback,shared model fit reused,2026-05-07T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:03Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-05-07T06:00:00+02:00,test,,,done,2026-06-08T10:49:03Z
SE1,,2.0,,,,L2_recursive_lags,shared model fit reused,2026-05-07T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:03Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-05-07T06:00:00+02:00,test,,,done,2026-06-08T10:49:03Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-05-12T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:04Z
SE1,,1.0,,,36,L1_origin_known_fallback,,2026-05-12T06:00:00+02:00,test,,,done,2026-06-08T10:49:05Z
SE1,,2.0,,,,L2_recursive_lags,shared model fit reused,2026-05-12T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:05Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-05-12T06:00:00+02:00,test,,,done,2026-06-08T10:49:05Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-05-17T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:06Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-05-17T06:00:00+02:00,test,,,done,2026-06-08T10:49:06Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-05-17T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:06Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-05-17T06:00:00+02:00,test,,,done,2026-06-08T10:49:06Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-05-22T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:07Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-05-22T06:00:00+02:00,test,,,done,2026-06-08T10:49:07Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-05-22T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:07Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-05-22T06:00:00+02:00,test,,,done,2026-06-08T10:49:07Z
SE1,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2026-05-27T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:08Z
SE1,,0.0,,,36,L1_origin_known_fallback,,2026-05-27T06:00:00+02:00,test,,,done,2026-06-08T10:49:08Z
SE1,,1.0,,,,L2_recursive_lags,shared model fit reused,2026-05-27T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:08Z
SE1,,0.0,,,36,L2_recursive_lags,,2026-05-27T06:00:00+02:00,test,,,done,2026-06-08T10:49:08Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-06-01T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:16Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-06-01T06:00:00+02:00,test,,,done,2026-06-08T10:49:16Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-06-01T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:16Z
SE2,,1.0,,,36,L2_recursive_lags,,2025-06-01T06:00:00+02:00,test,,,done,2026-06-08T10:49:17Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-06-06T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:18Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-06-06T06:00:00+02:00,test,,,done,2026-06-08T10:49:18Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-06-06T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:18Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-06-06T06:00:00+02:00,test,,,done,2026-06-08T10:49:18Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-06-11T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:19Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-06-11T06:00:00+02:00,test,,,done,2026-06-08T10:49:19Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-06-11T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:19Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-06-11T06:00:00+02:00,test,,,done,2026-06-08T10:49:19Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-06-16T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:20Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-06-16T06:00:00+02:00,test,,,done,2026-06-08T10:49:20Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-06-16T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:20Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-06-16T06:00:00+02:00,test,,,done,2026-06-08T10:49:20Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-06-21T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:21Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-06-21T06:00:00+02:00,test,,,done,2026-06-08T10:49:21Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-06-21T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:21Z
SE2,,1.0,,,36,L2_recursive_lags,,2025-06-21T06:00:00+02:00,test,,,done,2026-06-08T10:49:22Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-06-26T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:23Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-06-26T06:00:00+02:00,test,,,done,2026-06-08T10:49:23Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-06-26T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:23Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-06-26T06:00:00+02:00,test,,,done,2026-06-08T10:49:23Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-01T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:24Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-01T06:00:00+02:00,test,,,done,2026-06-08T10:49:24Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-07-01T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:24Z
SE2,,1.0,,,36,L2_recursive_lags,,2025-07-01T06:00:00+02:00,test,,,done,2026-06-08T10:49:25Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-06T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:26Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-06T06:00:00+02:00,test,,,done,2026-06-08T10:49:26Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-07-06T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:26Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-07-06T06:00:00+02:00,test,,,done,2026-06-08T10:49:26Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-11T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:27Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-11T06:00:00+02:00,test,,,done,2026-06-08T10:49:27Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-07-11T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:27Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-07-11T06:00:00+02:00,test,,,done,2026-06-08T10:49:27Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-16T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:28Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-16T06:00:00+02:00,test,,,done,2026-06-08T10:49:28Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-07-16T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:28Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-07-16T06:00:00+02:00,test,,,done,2026-06-08T10:49:28Z
SE2,,2.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-21T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:30Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-21T06:00:00+02:00,test,,,done,2026-06-08T10:49:30Z
SE2,,2.0,,,,L2_recursive_lags,shared model fit reused,2025-07-21T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:30Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-07-21T06:00:00+02:00,test,,,done,2026-06-08T10:49:30Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-26T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:31Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-26T06:00:00+02:00,test,,,done,2026-06-08T10:49:31Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-07-26T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:31Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-07-26T06:00:00+02:00,test,,,done,2026-06-08T10:49:31Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-07-31T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:32Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-07-31T06:00:00+02:00,test,,,done,2026-06-08T10:49:32Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-07-31T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:32Z
SE2,,1.0,,,36,L2_recursive_lags,,2025-07-31T06:00:00+02:00,test,,,done,2026-06-08T10:49:33Z
SE2,35,,36,2025-08-05T04:00:00Z,,L1_origin_known_fallback,,2025-08-05T06:00:00+02:00,test,incomplete target/weather coverage for strict 36h origin window,,skipped,2026-06-08T10:49:33Z
SE2,35,,36,2025-08-05T04:00:00Z,,L2_recursive_lags,,2025-08-05T06:00:00+02:00,test,incomplete target/weather coverage for strict 36h origin window,,skipped,2026-06-08T10:49:33Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-08-10T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:34Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-08-10T06:00:00+02:00,test,,,done,2026-06-08T10:49:34Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-08-10T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:34Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-08-10T06:00:00+02:00,test,,,done,2026-06-08T10:49:34Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-08-15T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:35Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-08-15T06:00:00+02:00,test,,,done,2026-06-08T10:49:35Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-08-15T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:35Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-08-15T06:00:00+02:00,test,,,done,2026-06-08T10:49:35Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-08-20T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:36Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-08-20T06:00:00+02:00,test,,,done,2026-06-08T10:49:36Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-08-20T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:36Z
SE2,,1.0,,,36,L2_recursive_lags,,2025-08-20T06:00:00+02:00,test,,,done,2026-06-08T10:49:37Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-08-25T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:38Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-08-25T06:00:00+02:00,test,,,done,2026-06-08T10:49:38Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-08-25T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:38Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-08-25T06:00:00+02:00,test,,,done,2026-06-08T10:49:38Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-08-30T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:39Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-08-30T06:00:00+02:00,test,,,done,2026-06-08T10:49:39Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-08-30T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:39Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-08-30T06:00:00+02:00,test,,,done,2026-06-08T10:49:39Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-09-04T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:40Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-09-04T06:00:00+02:00,test,,,done,2026-06-08T10:49:40Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-09-04T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:40Z
SE2,,1.0,,,36,L2_recursive_lags,,2025-09-04T06:00:00+02:00,test,,,done,2026-06-08T10:49:41Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-09-09T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:42Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-09-09T06:00:00+02:00,test,,,done,2026-06-08T10:49:42Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-09-09T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:42Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-09-09T06:00:00+02:00,test,,,done,2026-06-08T10:49:42Z
SE2,35,,36,2025-09-14T04:00:00Z,,L1_origin_known_fallback,,2025-09-14T06:00:00+02:00,test,incomplete target/weather coverage for strict 36h origin window,,skipped,2026-06-08T10:49:42Z
SE2,35,,36,2025-09-14T04:00:00Z,,L2_recursive_lags,,2025-09-14T06:00:00+02:00,test,incomplete target/weather coverage for strict 36h origin window,,skipped,2026-06-08T10:49:42Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-09-19T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:43Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-09-19T06:00:00+02:00,test,,,done,2026-06-08T10:49:43Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-09-19T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:43Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-09-19T06:00:00+02:00,test,,,done,2026-06-08T10:49:43Z
SE2,,2.0,,,,L1_origin_known_fallback,shared model fit reused,2025-09-24T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:45Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-09-24T06:00:00+02:00,test,,,done,2026-06-08T10:49:45Z
SE2,,2.0,,,,L2_recursive_lags,shared model fit reused,2025-09-24T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:45Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-09-24T06:00:00+02:00,test,,,done,2026-06-08T10:49:45Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-09-29T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:46Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-09-29T06:00:00+02:00,test,,,done,2026-06-08T10:49:46Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-09-29T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:46Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-09-29T06:00:00+02:00,test,,,done,2026-06-08T10:49:46Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-10-04T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:47Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-10-04T06:00:00+02:00,test,,,done,2026-06-08T10:49:47Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-10-04T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:47Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-10-04T06:00:00+02:00,test,,,done,2026-06-08T10:49:47Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-10-09T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:48Z
SE2,,1.0,,,36,L1_origin_known_fallback,,2025-10-09T06:00:00+02:00,test,,,done,2026-06-08T10:49:49Z
SE2,,2.0,,,,L2_recursive_lags,shared model fit reused,2025-10-09T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:49Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-10-09T06:00:00+02:00,test,,,done,2026-06-08T10:49:49Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-10-14T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:50Z
SE2,,0.0,,,36,L1_origin_known_fallback,,2025-10-14T06:00:00+02:00,test,,,done,2026-06-08T10:49:50Z
SE2,,1.0,,,,L2_recursive_lags,shared model fit reused,2025-10-14T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:50Z
SE2,,0.0,,,36,L2_recursive_lags,,2025-10-14T06:00:00+02:00,test,,,done,2026-06-08T10:49:50Z
SE2,,1.0,,,,L1_origin_known_fallback,shared model fit reused,2025-10-19T06:00:00+02:00,train,,HGB_no_price,done,2026-06-08T10:49:51Z
