forecast_origin_timestamp_utc,row_count,pred_HGB_no_price_MAE,pred_HGB_with_p0054h_price_forecast_MAE,pred_ExtraTrees_no_price_MAE,pred_ExtraTrees_with_p0054h_price_forecast_MAE,pred_LightGBM_no_price_MAE,pred_LightGBM_with_p0054h_price_forecast_MAE,pred_XGBoost_no_price_MAE,pred_XGBoost_with_p0054h_price_forecast_MAE
2025-09-14T23:00:00Z,168,10.718274713585874,10.912771232801239,10.710528543033112,11.0034070135056,10.758756254729683,11.171943948407105,10.719799205432707,11.354162906191867
2025-09-21T23:00:00Z,168,10.909467357641313,11.098831938622729,12.066861207885362,11.788889284866446,10.944986086089571,11.065858855797496,12.087093150878909,11.697992922491169
2025-09-28T23:00:00Z,168,9.64398631286331,9.555979423305924,10.334390059696938,10.205380457546584,10.703327361796394,10.53057676057207,9.16777519355701,9.517917815778455
2025-10-05T23:00:00Z,168,11.762487341700211,11.520127438053525,11.49851689187456,10.910598164157408,11.093129154931802,10.161792126896179,11.072066582391647,10.32288711496698
2025-10-12T23:00:00Z,168,8.733494536411072,8.676482183260324,9.180137246630883,9.27269501564272,8.040347300931321,8.840562427530257,7.633122741024927,7.996673333391461
2025-10-19T23:00:00Z,168,12.547528622667176,12.06559942735735,11.59174051094104,11.832700543850697,10.29780119841668,10.008413124535142,10.987396504650295,10.764901259126205
2025-10-26T23:00:00Z,168,10.439562531571783,10.241882187086722,12.420401497479196,12.094515435927988,11.748963182985673,10.956579464511039,9.797519839239207,9.758617394880023
2025-11-02T23:00:00Z,168,16.94614544677816,16.201944314820928,17.635697905370257,17.271276311987737,15.75840103084502,15.07477273086121,14.44704753558641,13.715268497919002
2025-11-09T23:00:00Z,168,15.683463900836003,15.064338534028861,19.45441618000288,19.41878930520888,15.925270064725785,16.562402765482435,14.772090657761344,13.571103728631883
2025-11-16T23:00:00Z,168,11.458752268551288,11.434218026722796,19.28196174249641,18.747890132094348,13.790164693585734,14.611688414600488,12.911973515938891,15.66313261071196
2025-11-23T23:00:00Z,168,19.650076637778962,20.525252227045996,21.303677872495832,21.206284929493833,20.359563492030805,21.850729774475308,19.098255370093938,20.19070880543154
2025-11-30T23:00:00Z,168,12.575638918399529,12.672884375013759,13.840776708248953,13.28476169459542,12.790156587885743,11.979581358330892,13.233108547712055,12.10878404553804
2025-12-07T23:00:00Z,168,15.72952536339145,15.571391254252804,14.875766552079638,14.75463273498199,14.853951245074809,14.807752510726903,16.169137643112915,14.815510353341246
2025-12-14T23:00:00Z,168,15.32174432590891,15.68565937788921,17.988130678813565,17.54557196249092,14.983373319240936,14.32982290401272,14.205749993733713,13.405015419294081
2025-12-21T23:00:00Z,168,17.528543432893198,18.15979215483766,17.39564684074838,16.46743100317639,15.888885760843461,16.167390781799686,13.828091643287289,13.626722725202288
2025-12-28T23:00:00Z,168,17.147727492609093,16.790691301484664,18.49371864437618,15.67007430697996,18.298271005790273,18.72909206184912,12.696256621733168,13.478127347179603
2026-01-04T23:00:00Z,168,18.658367486657333,18.59750461399836,20.09570757147706,20.131423997157817,17.743505575290552,18.818412991511092,15.126737574114129,16.01198394566127
2026-01-11T23:00:00Z,168,25.614199327879014,22.546178776372745,22.971960922511478,23.022828752932874,40.125624284289586,45.40126375746879,24.711885835042317,25.37611367858305
2026-01-18T23:00:00Z,168,14.037636416435083,14.86671861333042,14.084952632753094,13.88050176029342,14.093390635376718,14.470928913448759,12.90247324781436,13.285992801746184
2026-01-25T23:00:00Z,168,15.392206889321253,14.265556248115905,14.990777289208525,16.290851791334816,18.328974540471847,17.727416994183397,17.93643136745489,20.577068448753717
2026-02-01T23:00:00Z,168,10.990594776363778,10.893989955810486,11.314252690472518,10.8621703598944,13.665068674655014,11.497015024261119,10.51272427863421,10.105897704520089
2026-02-08T23:00:00Z,168,21.26410005091068,18.358655294960368,18.516385128792265,20.982917603577665,25.08776297979686,21.857813614878882,27.43286529821197,22.3614674404762
2026-02-15T23:00:00Z,168,27.717733301912215,22.192847190763043,20.258494506506228,20.95861204743283,33.519775229366225,26.744493654117832,30.030745969366173,24.298124277692516
2026-02-22T23:00:00Z,168,15.990355107513478,17.221538665013377,14.0292383499004,14.104057062144912,13.773841957787392,13.234269621738779,17.02764777937825,18.15026897126116
2026-03-01T23:00:00Z,168,13.567684993689552,14.173922872020295,13.092828883957726,12.857220075500456,12.316056256362314,11.285597440368676,13.49693387718564,13.94176957581148
2026-03-08T23:00:00Z,168,16.871074521672192,17.568898251448744,16.744928105689226,16.51557397332359,20.477564014443715,20.041834027174513,18.170282399553564,17.34926394949776
2026-03-15T23:00:00Z,168,41.1843413392739,43.05388401486274,38.87988216891842,38.43295795674581,41.579452383605506,48.50328128320846,43.81151310299246,42.11480587701125
2026-03-22T23:00:00Z,168,18.57761191869809,17.77133550789629,24.63308583438796,23.927935216121192,18.657317109182507,20.529049665778025,18.051111749069943,16.345205791643416
2026-03-29T23:00:00Z,168,9.166851834566847,9.445395080285353,10.37272902736817,10.498605474734447,10.060694043259874,10.694561582782725,8.082055444707967,8.287669078741168
2026-04-05T23:00:00Z,168,17.883826187494087,18.377561438690286,15.229316128813625,15.043823983737411,16.09580355248169,17.698724930555116,19.660721032935733,19.2125738768485
2026-04-12T23:00:00Z,168,12.426868161770388,13.042094150697876,8.170863931743773,8.494428191504195,12.778665035295996,15.425598732339703,11.445611747802728,11.353006188232413
2026-04-19T23:00:00Z,168,8.167769663865155,8.463787266813007,9.72886125548356,9.719878254123268,10.951342536341643,10.743435619623913,7.5268023309616785,7.272030729120166
2026-04-26T23:00:00Z,168,16.57205213523715,16.054555997534553,13.392208667034433,13.84278253066372,11.751673203662737,10.957407278158966,16.919240290597095,13.341870874058316
2026-05-03T23:00:00Z,168,8.53507446448975,8.491984685164036,8.510515524627877,8.69671690094344,9.815657217423663,10.380548019115698,7.766433774332683,7.4118630630231515
2026-05-10T23:00:00Z,168,14.31857629202053,15.318278029799952,12.644986137621519,12.539380522152673,11.651680246494148,11.593420250370338,12.102829051246282,12.89920644496373
2026-05-17T23:00:00Z,168,13.168839766069901,12.90058302304414,7.35754034695869,7.404880254126635,7.976081580283427,7.645097795260651,10.065869225661514,8.69138330945406
