regime,prediction_column,row_count,MAE,RMSE,bias,R2
weekday,pred_XGBoost_with_p0054h_price_forecast,6120,12.798376821698776,16.858198490312763,1.447341376466769,0.9021546956280873
weekend,pred_HGB_no_price,2448,16.29163897474401,20.724801510845232,4.51521122262035,0.842363172059376
weekend,pred_HGB_with_p0054h_price_forecast,2448,16.11835611408278,20.54919758813458,5.199212950915155,0.8450232091415752
weekend,pred_ExtraTrees_no_price,2448,15.290966533113846,19.272075024926394,2.1958549282167437,0.8636880649991063
weekend,pred_ExtraTrees_with_p0054h_price_forecast,2448,15.225278141362129,19.18792138264377,2.8846802235861997,0.8648759081130506
weekend,pred_LightGBM_no_price,2448,16.697820212809148,21.71246906035675,4.7308058330551725,0.8269803804697623
weekend,pred_LightGBM_with_p0054h_price_forecast,2448,16.7651113265397,22.71652433521102,5.744736239548783,0.8106084073353622
weekend,pred_XGBoost_no_price,2448,15.844458437499972,20.248876883531924,5.361431797334569,0.8495199914955274
weekend,pred_XGBoost_with_p0054h_price_forecast,2448,15.780255013144465,20.104151672607628,5.521983516750766,0.8516633620169389
holiday,pred_HGB_no_price,384,13.465388636384153,16.293399725478668,-0.5136628511636255,0.9277995578367687
holiday,pred_HGB_with_p0054h_price_forecast,384,14.54559791636185,17.464999182873974,0.5021689700207106,0.9170428979856438
holiday,pred_ExtraTrees_no_price,384,13.118244204367192,16.49073624246339,-2.950110366529047,0.9260400644707578
holiday,pred_ExtraTrees_with_p0054h_price_forecast,384,12.45062497265191,15.607878687478406,-1.7642075704283462,0.9337472065203762
holiday,pred_LightGBM_no_price,384,12.538817157322233,15.659838320821514,-0.7118502117414099,0.9333053526298128
holiday,pred_LightGBM_with_p0054h_price_forecast,384,13.478312445540269,16.231944712758136,0.28259332799650166,0.9283431781170786
holiday,pred_XGBoost_no_price,384,12.028896906842554,15.009052629124762,2.5600764168065386,0.9387335108757039
holiday,pred_XGBoost_with_p0054h_price_forecast,384,12.956378204254152,15.705065440087626,1.2698844882609044,0.9329195552102513
morning_ramp,pred_HGB_no_price,1428,14.342109525014266,18.30941860878943,-2.0373515487501814,0.8862134179769277
morning_ramp,pred_HGB_with_p0054h_price_forecast,1428,13.99242992113539,18.03790699615333,-1.2179174549542442,0.8895630940773582
morning_ramp,pred_ExtraTrees_no_price,1428,14.008838199433894,17.83566018735046,-5.015312386958164,0.8920257185197984
morning_ramp,pred_ExtraTrees_with_p0054h_price_forecast,1428,13.764244850753366,17.607226565234956,-4.205099422708446,0.8947738091863817
morning_ramp,pred_LightGBM_no_price,1428,13.896551729288312,18.2281087820173,-0.2495391103840486,0.8872217977686219
morning_ramp,pred_LightGBM_with_p0054h_price_forecast,1428,14.134650992776223,19.37746834265982,-0.15745138797744004,0.8725511221442487
morning_ramp,pred_XGBoost_no_price,1428,13.322900680959496,17.673096333393474,4.544172491189058,0.8939850205777425
morning_ramp,pred_XGBoost_with_p0054h_price_forecast,1428,13.13735130249093,17.373995376488413,3.674099092566911,0.8975430679939057
evening_peak,pred_HGB_no_price,1785,16.16742285232324,19.898143033719474,-9.506731733540978,0.8630786559841349
evening_peak,pred_HGB_with_p0054h_price_forecast,1785,15.609210216272475,19.401723487220995,-8.792791987971356,0.8698252721959783
evening_peak,pred_ExtraTrees_no_price,1785,16.52387475091714,20.210173060874013,-11.859933295181916,0.85875075940066
evening_peak,pred_ExtraTrees_with_p0054h_price_forecast,1785,16.283493298431704,19.862021069533764,-11.328198259513009,0.8635753233014742
evening_peak,pred_LightGBM_no_price,1785,15.800345712214325,19.69915185118385,-7.535478831821543,0.865803523599831
