MAE_0_12h,MAE_0_24h,MAE_0_6h,MAE_24_36h,MAE_full_36h,MAE_percent_of_mean_actual,RMSE_full_36h,absolute_daily_energy_error_MWh,bias_delivery_day,bias_full_36h,coverage_label,daily_energy_error_percent_of_actual,duration_seconds,evening_peak_MAE,hourly_MAE_delivery_day,hourly_MAE_percent_of_mean_actual,hourly_MAE_percent_of_median_actual,hourly_RMSE_delivery_day,model,morning_ramp_MAE,offpeak_MAE,p90_absolute_error,p95_absolute_error,peak_hour_error_MW,peak_hour_timing_error_hours,prediction_column,price_mode,seed,signed_daily_energy_error_MWh,weather_mode
697.8556709126601,652.182454042588,717.8367102455979,722.9877578111972,675.7842219654564,6.90021615651955,926.5932510297353,14103.624819014916,-291.7217635705757,-345.51777808810726,matched_price_coverage_diagnostic,5.725686363815356,6.166,794.7106988294736,664.2175874898787,6.875152244283019,7.189474631198796,914.9575054121647,M1_HorizonBiasCorrectedWeightedEnsemble,728.5227032211458,522.9509995747359,1627.4204407870784,2084.8213866972214,860.5916371428583,3.3688760806916425,pred_HorizonBiasCorrected_WeightedEnsemble_P0_noPrice_matchedPriceCoverage,P0_noPrice_matchedPriceCoverage,1004,-7001.322325693816,W1_tempNoise2C
697.8556709126601,652.182454042588,717.8367102455979,722.9877578111972,675.7842219654564,6.90021615651955,926.5932510297353,14103.624819014916,-291.7217635705757,-345.51777808810726,matched_price_coverage_diagnostic,5.725686363815356,6.6,794.7106988294736,664.2175874898787,6.875152244283019,7.189474631198796,914.9575054121647,M2_WeightedEnsemble,728.5227032211458,522.9509995747359,1627.4204407870784,2084.8213866972214,860.5916371428583,3.3688760806916425,pred_WeightedEnsemble_P0_noPrice_matchedPriceCoverage,P0_noPrice_matchedPriceCoverage,1004,-7001.322325693816,W1_tempNoise2C
710.8793974404942,667.7591524624786,716.3014919704859,731.8737369948925,689.1306806399498,7.036492569588523,941.3577372601525,14521.912716794996,-341.60826438686405,-383.3837456728269,matched_price_coverage_diagnostic,5.825623099091921,7.022,791.2979277362513,677.114893082354,7.008649069960886,7.329074745851484,930.3067286096878,M3_XGBoost,736.5888664839247,558.9270411774474,1671.469921875,2121.6433105468745,840.4440315239252,3.2795389048991352,pred_XGBoost_P0_noPrice_matchedPriceCoverage,P0_noPrice_matchedPriceCoverage,1004,-8198.598345284736,W1_tempNoise2C
698.3371609488878,640.3308400166422,749.9297796944779,725.4007144387252,668.6874648240021,6.827753443282569,912.7612628098778,13527.366545500427,-298.31928816212155,-353.37078521624363,safe_p0054l2_price_forecast_coverage,5.480401726358885,6.691,789.3407091529699,652.9415336489734,6.75843659517784,7.067422905143807,898.7585387508284,M1_HorizonBiasCorrectedWeightedEnsemble,699.3175709984544,478.12644629249553,1576.7973462473253,2067.123772429728,860.6221025116362,3.2593659942363113,pred_HorizonBiasCorrected_WeightedEnsemble_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,,-7159.662915890918,W0_weatherProxy
698.3371609488878,640.3308400166422,749.9297796944779,725.4007144387252,668.6874648240021,6.827753443282569,912.7612628098778,13527.366545500427,-298.31928816212155,-353.37078521624363,safe_p0054l2_price_forecast_coverage,5.480401726358885,7.098,789.3407091529699,652.9415336489734,6.75843659517784,7.067422905143807,898.7585387508284,M2_WeightedEnsemble,699.3175709984544,478.12644629249553,1576.7973462473253,2067.123772429728,860.6221025116362,3.2593659942363113,pred_WeightedEnsemble_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,,-7159.662915890918,W0_weatherProxy
714.942035275765,654.6397216993446,770.6662341328248,739.8058216727684,683.0284216904856,6.974184358734037,930.5004543928844,13843.741293021285,-318.9029273461579,-370.5880635808759,safe_p0054l2_price_forecast_coverage,5.601152758762247,7.499,805.0927685593781,665.7937728388355,6.89146694964973,7.2065352221765435,912.9792595507204,M3_XGBoost,710.177049444457,485.0900816170787,1592.4969726562501,2124.329394531249,854.0519867089937,3.0922190201729105,pred_XGBoost_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,,-7653.6702563077915,W0_weatherProxy
723.9705278319536,673.382110980474,764.1086686229653,760.8088047565548,702.524342239168,7.173250956597159,963.6707017155121,14944.35909057294,-333.03241760356246,-380.8790894300788,safe_p0054l2_price_forecast_coverage,6.021055015954538,6.68,815.7786758427809,691.4165933380468,7.156682438034699,7.483875993376234,955.7704766561632,M1_HorizonBiasCorrectedWeightedEnsemble,738.2300178801132,534.3095724043258,1713.430354641735,2172.1346461495077,881.4097315775844,3.1729106628242074,pred_HorizonBiasCorrected_WeightedEnsemble_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,1000,-7992.778022485498,W1_tempNoise2C
723.9705278319536,673.382110980474,764.1086686229653,760.8088047565548,702.524342239168,7.173250956597159,963.6707017155121,14944.35909057294,-333.03241760356246,-380.8790894300788,safe_p0054l2_price_forecast_coverage,6.021055015954538,7.105,815.7786758427809,691.4165933380468,7.156682438034699,7.483875993376234,955.7704766561632,M2_WeightedEnsemble,738.2300178801132,534.3095724043258,1713.430354641735,2172.1346461495077,881.4097315775844,3.1729106628242074,pred_WeightedEnsemble_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,1000,-7992.778022485498,W1_tempNoise2C
745.9127683581171,690.1067827258516,795.3967480940518,779.5067429596294,719.9067694704438,7.350737351399235,969.849474902566,15354.6598068076,-369.7157722153117,-412.664049106993,safe_p0054l2_price_forecast_coverage,6.178902326701116,7.508,831.5328906437621,706.2697113066425,7.310423394702678,7.644645772497823,960.7318525403294,M3_XGBoost,747.2390242255043,544.8014250213888,1700.2862304687505,2131.7374999999993,878.1441958791125,3.1815561959654177,pred_XGBoost_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,1000,-8873.17853316748,W1_tempNoise2C
730.9949243503146,678.1221241521787,766.3325790945726,771.141845598434,709.1286979675948,7.240685916780384,967.4348807137078,15113.024496202454,-334.3021399935732,-383.1086941044047,safe_p0054l2_price_forecast_coverage,6.11216029264718,6.727,827.7989009090562,697.8399102096784,7.223168604973799,7.553401815285383,959.5566994015189,M1_HorizonBiasCorrectedWeightedEnsemble,749.1172964573356,534.9798742462904,1717.1533782775987,2177.453115433232,882.4351136018514,3.2795389048991352,pred_HorizonBiasCorrected_WeightedEnsemble_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,1001,-8023.2513598457435,W1_tempNoise2C
730.9949243503146,678.1221241521787,766.3325790945726,771.141845598434,709.1286979675948,7.240685916780384,967.4348807137078,15113.024496202454,-334.3021399935732,-383.1086941044047,safe_p0054l2_price_forecast_coverage,6.11216029264718,7.135,827.7989009090562,697.8399102096784,7.223168604973799,7.553401815285383,959.5566994015189,M2_WeightedEnsemble,749.1172964573356,534.9798742462904,1717.1533782775987,2177.453115433232,882.4351136018514,3.2795389048991352,pred_WeightedEnsemble_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,1001,-8023.2513598457435,W1_tempNoise2C
740.7920874849035,678.4539372295188,780.1900822293929,772.934101177222,709.9473252120863,7.2490446572703275,952.2822861728471,15077.098564800215,-351.25590356343696,-396.43633529327263,safe_p0054l2_price_forecast_coverage,6.112416868056077,7.538,829.7219866339458,693.7530788259173,7.180866822411472,7.509166054129805,940.0331389015486,M3_XGBoost,737.5633407724694,522.4943777298722,1668.9781250000003,2098.5479492187496,856.8175891945845,3.2420749279538903,pred_XGBoost_P1_p0054l2Price_matchedCoverage,P1_p0054l2Price_matchedCoverage,1001,-8430.141685522487,W1_tempNoise2C
