base_MAE_full_36h,base_daily_energy_error_MWh,base_hourly_MAE_delivery_day,current_MAE_full_36h,current_daily_energy_error_MWh,current_hourly_MAE_delivery_day,delta_hourly_MAE_delivery_day,group,kind,model,relative_delta_percent
243.6766689353728,4381.407120292001,253.70062353819173,239.30336371098133,4284.8191486997175,249.7844297821013,-3.916193756090422,P0_noPrice_fullCoverage,weather_w1_minus_w0,M1_HorizonBiasCorrectedWeightedEnsemble,-1.5436279586048727
668.6874648240021,13527.366545500427,652.9415336489734,707.9766131299776,15053.404395573021,695.9028477296208,42.96131408064741,P1_p0054l2Price_matchedCoverage,weather_w1_minus_w0,M1_HorizonBiasCorrectedWeightedEnsemble,6.579657115784545
255.7199266127539,4676.027979885131,264.5816478952422,251.2795184098599,4552.450422937167,260.67828861453125,-3.9033592807109585,P0_noPrice_fullCoverage,weather_w1_minus_w0,M2_WeightedEnsemble,-1.475294795297535
668.6874648240021,13527.366545500427,652.9415336489734,707.9766131299776,15053.404395573021,695.9028477296208,42.96131408064741,P1_p0054l2Price_matchedCoverage,weather_w1_minus_w0,M2_WeightedEnsemble,6.579657115784545
258.2239223929479,4656.51095268491,266.7441123806121,253.2130044633132,4528.333631303102,261.4202913706973,-5.323821009914752,P0_noPrice_fullCoverage,weather_w1_minus_w0,M3_XGBoost,-1.9958532401713498
683.0284216904856,13843.741293021285,665.7937728388355,722.2074147958391,15340.824534045532,706.8153112484176,41.02153840958215,P1_p0054l2Price_matchedCoverage,weather_w1_minus_w0,M3_XGBoost,6.1612979999306745
