base_MAE_full_36h,base_daily_energy_error_MWh,base_hourly_MAE_delivery_day,current_MAE_full_36h,current_daily_energy_error_MWh,current_hourly_MAE_delivery_day,delta_hourly_MAE_delivery_day,group,kind,model,relative_delta_percent
646.264733083452,12847.4395823269,631.6443950386898,668.6874648240021,13527.366545500427,652.9415336489734,21.297138610283582,W0_weatherProxy,price_p1_minus_matched_p0,M1_HorizonBiasCorrectedWeightedEnsemble,3.3716975528578983
675.1887748488335,14046.093465740047,663.7600236565931,707.9766131299776,15053.404395573021,695.9028477296208,32.14282407302767,W1_tempNoise2C,price_p1_minus_matched_p0,M1_HorizonBiasCorrectedWeightedEnsemble,4.842536900001268
646.264733083452,12847.4395823269,631.6443950386898,668.6874648240021,13527.366545500427,652.9415336489734,21.297138610283582,W0_weatherProxy,price_p1_minus_matched_p0,M2_WeightedEnsemble,3.3716975528578983
675.1887748488335,14046.093465740047,663.7600236565931,707.9766131299776,15053.404395573021,695.9028477296208,32.14282407302767,W1_tempNoise2C,price_p1_minus_matched_p0,M2_WeightedEnsemble,4.842536900001268
648.0211775938925,13096.229517047164,634.078904190088,683.0284216904856,13843.741293021285,665.7937728388355,31.714868648747483,W0_weatherProxy,price_p1_minus_matched_p0,M3_XGBoost,5.001722725542657
684.2147861469655,14384.534627536621,672.6889872252617,722.2074147958391,15340.824534045532,706.8153112484176,34.12632402315592,W1_tempNoise2C,price_p1_minus_matched_p0,M3_XGBoost,5.07312066515638
