forecast_origin_timestamp_utc,row_count,pred_HGB_no_price_MAE,pred_HGB_with_p0054l2_ensemble_price_forecast_MAE,pred_ExtraTrees_no_price_MAE,pred_ExtraTrees_with_p0054l2_ensemble_price_forecast_MAE,pred_LightGBM_no_price_MAE,pred_LightGBM_with_p0054l2_ensemble_price_forecast_MAE,pred_XGBoost_no_price_MAE,pred_XGBoost_with_p0054l2_ensemble_price_forecast_MAE
2026-01-04T23:00:00Z,168,539.8266838397869,525.1056419980252,427.605591385857,425.5751526556679,549.1042322300657,566.3213730274775,348.4791301832217,324.2722336062128
2026-01-11T23:00:00Z,168,381.0111913616537,368.5291249548844,363.92929586601394,359.1101826797661,380.6606058182989,395.6330442058562,304.5387366993119,285.8813470611981
2026-01-18T23:00:00Z,168,386.5009466161136,376.85899515768847,323.71447049313235,319.27707166163054,384.23439996955034,411.11927966314414,254.66677164639137,243.263120642299
2026-01-25T23:00:00Z,168,579.3280962157994,563.4981065040658,483.05864359144533,483.36143633838003,570.2368677738772,599.9189773110875,402.3512415854725,378.5659277179129
2026-02-01T23:00:00Z,168,657.288232855714,654.1885584655641,557.5210264321447,559.306482895684,648.5332710684282,685.8114319518471,475.59736394661473,468.53671825279014
2026-02-08T23:00:00Z,168,683.8224295649749,670.9969007083118,575.8151923460406,574.110760327077,675.1170501693382,705.413458631439,504.0520256422063,495.8079416927085
2026-02-15T23:00:00Z,168,592.7573248098591,597.4655088641864,503.31539484450104,516.8459822944772,583.5084756310073,628.5314709488931,442.8402331939172,431.89781986383906
2026-02-22T23:00:00Z,168,286.50833327604573,272.5996851678912,258.92034244575706,255.64935623140133,266.1894342376976,289.9102593815483,217.2864482421875,209.86557673074788
2026-03-01T23:00:00Z,168,165.14406164243948,152.02009885353687,167.36542785097166,149.83386699114322,139.05150018095378,151.2732718288108,153.79191886997782,153.31396537193092
2026-03-08T23:00:00Z,168,157.7276408156776,156.8617681599892,170.43632807078387,163.89509197496233,155.21970133231136,162.3642625549191,140.29466191164437,159.21725409691211
2026-03-15T23:00:00Z,168,129.82940696717475,113.69725106937588,145.36832262884573,116.21675188100625,118.68875954188375,115.99758790523165,125.08814623297998,103.19104777418163
2026-03-22T23:00:00Z,168,170.74584967091036,157.00755597731438,160.95961511969557,144.0626234070402,174.63149060812836,160.68507618704123,116.77457579510796,111.5664824130395
2026-03-29T23:00:00Z,168,168.3505103835036,157.930005529398,179.2276843372136,165.65095462819846,167.4397018548894,161.77894816172528,107.3191269261532,111.28100664518223
2026-04-05T23:00:00Z,168,102.25688360138481,89.40380348723173,132.58339925527298,128.62878197800325,97.1944925774453,96.37229214139187,93.07907133356588,98.25779467168898
2026-04-12T23:00:00Z,168,105.05608113083103,93.49008706213752,117.93361654772919,115.62428633469202,108.04691652474541,96.23062222509543,84.42512210277157,83.05787399558224
2026-04-19T23:00:00Z,168,84.66361820714708,77.77816200900344,105.74535819593571,111.13343552748422,90.98303066410774,75.88480881947578,82.04626989034598,80.73804383496095
2026-04-26T23:00:00Z,168,123.0403870482372,120.04410241356297,122.74486835536324,122.22600474717655,123.69667811784386,123.15961825674722,98.38948341848031,108.72368167908297
2026-05-03T23:00:00Z,168,102.35075670255681,107.56477975598389,123.48779554276913,126.70973594299028,116.68233193277266,97.19469151078646,82.1599328541202,89.2085261807571
2026-05-10T23:00:00Z,168,126.35908796710204,138.0052343276619,168.98216131924153,168.91943589226594,172.23140648099033,150.69303422689154,120.32361088806735,124.56885726288135
2026-05-17T23:00:00Z,168,93.84791910644743,93.45784991189052,115.86950831597419,118.55373925946644,119.78120003411628,98.80401972385737,77.13154910932846,72.279559914481
