forecast_origin_timestamp_utc,target_timestamp_utc,horizon_h,split,target_consumption_se3_mw,weather_proxy_label,price_forecast_source,forecast_se3_price_target_hour,pred_HGB_no_price,pred_HGB_with_p0054k_se3_price_forecast,pred_ExtraTrees_no_price,pred_ExtraTrees_with_p0054k_se3_price_forecast,pred_LightGBM_no_price,pred_LightGBM_with_p0054k_se3_price_forecast,pred_XGBoost_no_price,pred_XGBoost_with_p0054k_se3_price_forecast
2022-06-15T23:00:00Z,2022-06-20T22:00:00Z,120,train_fit,7085.628842,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.1393,,,,,,,,
2022-06-15T23:00:00Z,2022-06-21T22:00:00Z,144,train_fit,6893.440223,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.51021,,,,,,,,
2022-06-15T23:00:00Z,2022-06-22T22:00:00Z,168,train_fit,6922.288988,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.13319,,,,,,,,
2022-06-16T23:00:00Z,2022-06-16T23:00:00Z,1,train_fit,6714.294538,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,1.38497,,,,,,,,
2022-06-16T23:00:00Z,2022-06-17T01:00:00Z,3,train_fit,6444.359544,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,1.18078,,,,,,,,
2022-06-16T23:00:00Z,2022-06-17T04:00:00Z,6,train_fit,7215.916629,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,1.41622,,,,,,,,
2022-06-16T23:00:00Z,2022-06-17T10:00:00Z,12,train_fit,8489.567228,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,1.61745,,,,,,,,
2022-06-16T23:00:00Z,2022-06-17T22:00:00Z,24,train_fit,6452.322208,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.2916,,,,,,,,
2022-06-16T23:00:00Z,2022-06-18T22:00:00Z,48,train_fit,6571.583054,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.11276,,,,,,,,
2022-06-16T23:00:00Z,2022-06-19T22:00:00Z,72,train_fit,6888.841325,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.17538,,,,,,,,
2022-06-16T23:00:00Z,2022-06-20T22:00:00Z,96,train_fit,7085.628842,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.1393,,,,,,,,
2022-06-16T23:00:00Z,2022-06-21T22:00:00Z,120,train_fit,6893.440223,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.51021,,,,,,,,
2022-06-16T23:00:00Z,2022-06-22T22:00:00Z,144,train_fit,6922.288988,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.13319,,,,,,,,
2022-06-16T23:00:00Z,2022-06-23T22:00:00Z,168,train_fit,6518.569272,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.55941,,,,,,,,
2022-06-17T23:00:00Z,2022-06-17T23:00:00Z,1,train_fit,6250.894561,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.2067,,,,,,,,
2022-06-17T23:00:00Z,2022-06-18T01:00:00Z,3,train_fit,6095.250373,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.14287,,,,,,,,
2022-06-17T23:00:00Z,2022-06-18T04:00:00Z,6,train_fit,6199.559784,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.26739,,,,,,,,
2022-06-17T23:00:00Z,2022-06-18T10:00:00Z,12,train_fit,7714.622309,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.11593,,,,,,,,
2022-06-17T23:00:00Z,2022-06-18T22:00:00Z,24,train_fit,6571.583054,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.11276,,,,,,,,
2022-06-17T23:00:00Z,2022-06-19T22:00:00Z,48,train_fit,6888.841325,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.17538,,,,,,,,
2022-06-17T23:00:00Z,2022-06-20T22:00:00Z,72,train_fit,7085.628842,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.1393,,,,,,,,
2022-06-17T23:00:00Z,2022-06-21T22:00:00Z,96,train_fit,6893.440223,weather_actual_as_forecast_proxy,P0054K_origin_local_history_baseline_not_m4,0.51021,,,,,,,,
