exact_origin_target_intersection_row_count,horizon_distribution_rolling,horizon_distribution_static,local_hour_distribution_rolling,local_hour_distribution_static,month_distribution_rolling,month_distribution_static,reconstructed_exact_intersection_row_count,rolling_only_rows_vs_persisted_static,row_count_rolling,row_count_static_persisted,row_count_static_reconstructed_full36_selected,static_only_rows,target_aligned_reconstructed_row_count,target_timestamp_intersection_count,weekday_distribution_rolling,weekday_distribution_static
0,"{""0"": 71, ""1"": 71, ""10"": 71, ""11"": 71, ""12"": 71, ""13"": 71, ""14"": 71, ""15"": 71, ""16"": 71, ""17"": 71, ""18"": 71, ""19"": 71, ""2"": 71, ""20"": 71, ""21"": 71, ""22"": 71, ""23"": 71, ""24"": 71, ""25"": 71, ""26"": 71, ""27"": 71, ""28"": 71, ""29"": 71, ""3"": 71, ""30"": 71, ""31"": 71, ""32"": 71, ""33"": 71, ""34"": 71, ""35"": 71, ""4"": 71, ""5"": 71, ""6"": 71, ""7"": 71, ""8"": 71, ""9"": 71}","{""0"": 336, ""1"": 336, ""10"": 336, ""11"": 336, ""12"": 342, ""13"": 342, ""14"": 342, ""15"": 342, ""16"": 342, ""17"": 342, ""18"": 342, ""19"": 342, ""2"": 336, ""20"": 342, ""21"": 342, ""22"": 342, ""23"": 342, ""24"": 342, ""25"": 342, ""26"": 342, ""27"": 342, ""28"": 342, ""29"": 342, ""3"": 336, ""30"": 342, ""31"": 342, ""32"": 342, ""33"": 342, ""34"": 342, ""35"": 342, ""4"": 336, ""5"": 336, ""6"": 336, ""7"": 336, ""8"": 336, ""9"": 336}","{""0"": 71, ""1"": 71, ""10"": 142, ""11"": 142, ""12"": 142, ""13"": 142, ""14"": 142, ""15"": 142, ""16"": 142, ""17"": 142, ""18"": 72, ""19"": 71, ""2"": 70, ""20"": 71, ""21"": 71, ""22"": 71, ""23"": 71, ""3"": 71, ""4"": 71, ""5"": 71, ""6"": 142, ""7"": 142, ""8"": 142, ""9"": 142}","{""0"": 343, ""1"": 342, ""10"": 342, ""11"": 342, ""12"": 678, ""13"": 678, ""14"": 678, ""15"": 678, ""16"": 678, ""17"": 678, ""18"": 678, ""19"": 678, ""2"": 342, ""20"": 678, ""21"": 678, ""22"": 678, ""23"": 677, ""3"": 342, ""4"": 342, ""5"": 342, ""6"": 342, ""7"": 342, ""8"": 342, ""9"": 342}","{""1"": 216, ""10"": 216, ""11"": 216, ""12"": 216, ""2"": 216, ""3"": 216, ""4"": 216, ""5"": 216, ""6"": 216, ""7"": 234, ""8"": 198, ""9"": 180}","{""1"": 1116, ""10"": 972, ""11"": 876, ""12"": 1116, ""2"": 1008, ""3"": 1116, ""4"": 1080, ""5"": 1068, ""6"": 1020, ""7"": 996, ""8"": 888, ""9"": 984}",0,2556,2556,12240,12096,12240,2556,2544,"{""0"": 360, ""1"": 342, ""2"": 360, ""3"": 378, ""4"": 378, ""5"": 378, ""6"": 360}","{""0"": 1681, ""1"": 1680, ""2"": 1776, ""3"": 1800, ""4"": 1788, ""5"": 1800, ""6"": 1715}"
