timestamp_utc,model_cet_date,model_cet_hour,se1_price,se3_price,se3_minus_se1,spread_regime,lag1_spread,wind_south_minus_north_actual,solar_south_minus_north_actual,temperature_south_minus_north_actual
2026-03-09T18:00:00+00:00,2026-03-09,19,0.24254250000000002,1.42478,1.1822374999999998,spike_positive,1.9554224999999998,0.0,0.0,4.101
2026-03-19T16:00:00+00:00,2026-03-19,17,0.2076925,1.3781824999999999,1.1704899999999998,spike_positive,0.9702200000000001,0.0,-34.961726249999984,5.327999999999999
2026-03-20T16:00:00+00:00,2026-03-20,17,0.29353749999999995,1.462245,1.1687075,spike_positive,1.0426675,-0.1267340723379624,48.25281750000002,3.321999999999999
2026-03-19T07:00:00+00:00,2026-03-19,8,0.146685,1.2979625000000001,1.1512775000000002,spike_positive,1.3460400000000003,0.0,-61.91565,1.9749999999999996
2026-01-08T10:00:00+00:00,2026-01-08,11,0.31376,1.46451,1.15075,spike_positive,1.119915,0.0,74.2143125,15.021000000000004
2026-04-30T03:00:00+00:00,2026-04-30,4,0.0398325,1.187945,1.1481125,spike_positive,0.7122225,0.0,-8.148485,1.847999999999999
2026-03-17T07:00:00+00:00,2026-03-17,8,0.38138999999999995,1.525315,1.143925,spike_positive,1.314705,-0.9987285879629629,31.251455,1.7129999999999999
2026-03-18T06:00:00+00:00,2026-03-18,7,0.06306,1.200615,1.1375549999999999,spike_positive,0.7064849999999999,0.0,-10.310190000000002,0.38899999999999935
2026-03-19T20:00:00+00:00,2026-03-19,21,0.21045999999999998,1.3430299999999997,1.1325699999999999,spike_positive,1.2883399999999998,0.0,0.0,3.2889999999999997
2026-04-09T05:00:00+00:00,2026-04-09,6,0.2748825,1.400155,1.1252725000000001,spike_positive,1.0075874999999996,0.0,-23.46112750000001,1.37
2026-04-29T21:00:00+00:00,2026-04-29,22,0.04702,1.171035,1.124015,spike_positive,1.204365,0.0,0.0,4.247999999999999
2026-01-08T09:00:00+00:00,2026-01-08,10,0.33607999999999993,1.455995,1.119915,spike_positive,0.7963775000000002,0.0,35.59722625,14.974000000000002
2026-04-08T05:00:00+00:00,2026-04-08,6,0.5848975,1.6849474999999998,1.10005,spike_positive,0.8370825,0.0,-34.8189625,2.681
2026-04-27T04:00:00+00:00,2026-04-27,5,0.09317249999999999,1.1849700000000003,1.0917975000000002,spike_positive,0.4542150000000001,0.0,-56.47834,2.6450000000000005
2026-03-06T17:00:00+00:00,2026-03-06,18,0.13981749999999998,1.2208774999999998,1.08106,spike_positive,0.8252025000000002,0.0,16.6339625,3.166
2026-03-19T21:00:00+00:00,2026-03-19,22,0.19412000000000001,1.2661675000000001,1.0720475,spike_positive,1.1325699999999999,0.0,0.0,2.5980000000000003
