climate_zone_id,row_count,min_timestamp,max_timestamp,missing_hour_count,coverage_ratio,mean_temperature,p05_temperature,p95_temperature,winter_mean_temperature,summer_mean_temperature,correlation_with_broad_proxy,mean_delta_vs_broad_proxy,p95_abs_delta_vs_broad_proxy
SE3_BROAD_PROXY,35062,2022-06-01T00:00Z,2026-05-31T21:00Z,0,1.0,8.030487536364156,-5.070850000000001,20.288999999999998,-0.8712846260387812,17.100104959239133,1.0000000000000002,0.0,0.0
SE3_EAST_COAST_MALARDALEN_STOCKHOLM,35062,2022-06-01T00:00Z,2026-05-31T21:00Z,0,1.0,8.033504791512179,-5.129749999999999,20.65,-0.9386241920590951,17.346387567934784,0.9978047718146733,0.003017255148023184,1.1059999999999999
SE3_NORTHERN_INLAND,35062,2022-06-01T00:00Z,2026-05-31T21:00Z,0,1.0,7.207695225600365,-7.28,20.4,-2.5546872114496764,16.94520889945652,0.9927439062715196,-0.8227923107637908,3.0139499999999977
SE3_SOUTHERN_INLAND_SMALAND_NORTH_GOTALAND,35062,2022-06-01T00:00Z,2026-05-31T21:00Z,0,1.0,8.445310450059893,-3.55,20.2,0.18464046629732225,16.946860846920288,0.9922996717182209,0.4148229136957384,2.361
SE3_WEST_COAST_GOTHENBURG,35062,2022-06-01T00:00Z,2026-05-31T21:00Z,0,1.0,8.52379470651988,-4.059749999999998,20.07,0.05999018928901207,16.88473788496377,0.9921111130821096,0.4933071701557227,2.328
