forecast_origin_timestamp_utc,row_count,pred_HGB_no_price_MAE_full_36h,pred_HGB_with_p0054n_exact_dayahead_advanced_price_MAE_full_36h,pred_ExtraTrees_no_price_MAE_full_36h,pred_ExtraTrees_with_p0054n_exact_dayahead_advanced_price_MAE_full_36h,pred_LightGBM_no_price_MAE_full_36h,pred_LightGBM_with_p0054n_exact_dayahead_advanced_price_MAE_full_36h,pred_XGBoost_no_price_MAE_full_36h,pred_XGBoost_with_p0054n_exact_dayahead_advanced_price_MAE_full_36h
2025-06-01T10:00:00Z,36,52.9569599960917,65.59216857968153,69.17266075803074,72.12290752657276,64.48807129590588,60.689469236745175,39.86561549913196,52.22450008485245
2025-06-02T10:00:00Z,36,63.195140088508005,67.29037628257849,38.51618363836306,55.80747104002073,78.18130384624277,70.54919209934029,44.7393840141059,68.05642061653647
2025-06-03T10:00:00Z,36,55.83975140822093,59.349315779307744,42.67086932709668,59.78417922429104,69.88859455125551,71.79477163164964,35.76021367795144,51.681522481336835
2025-06-04T10:00:00Z,36,45.52712222875789,58.537991791986286,39.51630058372727,48.45414658824755,60.03105764450988,64.86901648466348,35.67076549457466,48.18084542144096
2025-06-05T10:00:00Z,36,44.79419221982219,50.37424501707489,62.98894943780184,69.90349585252466,49.40603384390798,58.23118889934355,48.41245068424476,44.226354763454836
2025-06-06T10:00:00Z,36,48.52101202853359,59.33820231002042,74.93293659063161,74.65734754537165,44.93712458703492,52.92249837242046,45.92714249110242,49.44964348394098
2025-06-07T10:00:00Z,36,47.51043253056453,53.35569286850996,69.07351283998294,64.77110253539912,49.52922033049735,49.589111892830225,42.87311239952258,44.52456215190973
2025-06-08T10:00:00Z,36,40.26051000131872,49.23811067019479,51.595311535045276,57.79947215572733,51.64070592947693,50.60062993746355,30.098201864800348,30.38777367860245
2025-06-09T10:00:00Z,36,45.84733374069294,49.52374136200426,37.38947482426542,49.50458479032722,57.45175251425909,47.53488264202293,26.803014469401052,38.28881975325521
2025-06-10T10:00:00Z,36,60.98480383859172,55.28160566489205,45.53529921152829,64.79066928599866,63.92397684988686,62.27888432575022,41.78541339040796,42.80671843988708
2025-06-11T10:00:00Z,36,85.42229073665163,95.47036180575083,38.27713159419273,54.50622436768755,88.00018387584961,97.32342456739292,62.70400662847218,80.88844130729163
2025-06-12T10:00:00Z,36,56.324933127842336,67.91961156330733,55.09448244940849,54.821128826600564,58.650679958490805,80.95644006114324,66.5425057892795,74.3745358841146
2025-06-13T10:00:00Z,36,50.13074118691896,48.08948525125019,68.47347602636256,73.88259002609644,61.04759288039395,48.802262738719364,52.46099861697047,56.56976834331597
2025-06-14T10:00:00Z,36,64.49057066030926,62.19727083171475,79.98672276026792,78.86631296647225,70.91079091793105,66.13632435239921,66.82475568012154,70.14304045659723
2025-06-15T10:00:00Z,36,48.03280864691647,47.590524757740376,57.893252269440154,66.30601348162674,50.24792965123091,52.96455225473847,52.17569174262151,59.813595017795166
2025-06-16T10:00:00Z,36,40.42783757674277,36.432623358984685,53.37683627743296,54.605482857613225,41.637951184252785,40.64646465454975,41.15754115538197,35.687511748046944
2025-06-17T10:00:00Z,36,34.49135476585097,31.536678487031168,49.86827330618532,45.9799337950757,35.56289634772108,35.414602047386424,32.62278186393232,34.841217640190976
2025-06-18T10:00:00Z,36,42.433565389798964,48.05069636044362,66.15409241959793,63.38513146389247,52.8639988124132,51.02872676485218,45.40003450976557,47.021286890407914
2025-06-19T10:00:00Z,36,165.68847674776814,159.53666579474884,158.07050324717736,162.69966446699087,177.18338413838308,171.22722141796197,160.9164853489583,166.7588688396267
2025-06-20T10:00:00Z,36,220.70855548812318,216.88366291636842,218.9749784133239,227.584830252183,235.0913438407109,226.50243550413643,211.7957462356771,222.5564375605469
2025-06-21T10:00:00Z,36,161.12484548087954,153.3272976902021,157.3061921477103,162.52827841441766,172.47414896055528,172.03891836339534,152.86000685091142,156.1819503459201
2025-06-22T10:00:00Z,36,79.76792271088883,74.07380710932847,75.1421352871543,89.16895879801638,82.2834866535856,84.4620254491501,91.97462098676218,86.3884485269097
2025-06-23T10:00:00Z,36,42.82547172651186,41.27358084245736,47.01685452276246,60.55207478179497,49.83262098759912,46.6222608257602,37.47638231749134,47.06855923025172
2025-06-24T10:00:00Z,36,31.56738982764925,26.43169796869718,37.1808651357443,51.05177329073714,40.41961812100425,36.842966340553986,21.552747033203147,29.237360813151067
2025-06-25T10:00:00Z,36,36.84117665236312,35.83481243587948,42.14533812240751,51.46639961690971,39.08933828074324,46.03169377198063,47.689097232204816,46.60032056814231
2025-06-26T10:00:00Z,36,48.44068794327194,43.09621539821755,62.65414854448122,64.77237755443123,48.29425607613,54.57800878894293,54.937985322048604,49.7310543016493
2025-06-27T10:00:00Z,36,63.23163171686737,53.495981773776535,78.58409399516833,82.49047301394158,65.44239616853687,65.4528116376615,71.50891054470486,68.46334777278646
2025-06-28T10:00:00Z,36,66.0372932154181,56.61375333514068,78.36740084548074,77.0136045768996,80.47179370596207,79.3595359556228,81.63649882617185,69.14069071180552
2025-06-29T10:00:00Z,36,43.63693621086164,37.04653528053589,52.37271207478507,50.11014917482183,49.01700388752538,45.14574128740715,54.818620482855884,47.80084026519094
2025-06-30T10:00:00Z,36,50.83378871207581,45.923992195032874,60.33264825280038,56.077291092351174,49.812564654087424,49.49996911012254,46.700078476128446,50.94729156315101
2025-07-01T10:00:00Z,36,62.091902081605845,55.24533824823213,74.08982875338414,76.00776669066585,60.828861712038055,59.65770757102304,65.7350021121962,71.22600804730905
2025-07-02T10:00:00Z,36,44.06511964982971,38.691111108256706,65.2522764491336,62.87511540101296,43.48970901834818,42.45030645187575,46.24074809331601,55.02531311328128
2025-07-03T10:00:00Z,36,60.313374684546034,52.868503136333715,95.20309668939531,86.78466768672921,58.19989623740316,44.42185008006801,56.616358602213566,53.58211807769098
2025-07-04T10:00:00Z,36,83.75044747623139,73.92833949760322,102.46492212673287,103.42902231612314,85.28559651300401,79.67479683427646,77.84241262651909,79.56942279427084
2025-07-05T10:00:00Z,36,103.06494729382315,84.9524414945486,94.56619139820128,93.23448742629073,97.13983509658425,92.52314980315622,109.02988488020834,100.05131284526911
