completed_period_count,loaded_max_timestamp,loaded_mga_count,loaded_min_timestamp,loaded_row_count,remaining_period_count,result_kind,status
10550,2026-06-05T23:45:00Z,170,2023-10-31T23:00:00Z,14875628,0,full_fetch_complete,PASS
