aggregation_method,avg_entsoe_mw,avg_mga_hour_mwh,avg_ratio,comparison,interpretation,joined_hours,max_mga_count_per_hour,max_ratio,max_timestamp,min_mga_count_per_hour,min_ratio,min_timestamp
15m source MWh summed to hourly MWh; numeric value is comparable to average MW over one hour,9807.542648289225,2345.319130910388,0.23219546472003358,sum(-eSett_MGA_LoadProfile_MWh_per_hour) versus ENTSO-E SE3 actual_total_load MW,"EXP18 LoadProfile is materially below ENTSO-E SE3 actual total load; treat it as profiled/load-profile component, not total SE3 consumption.",22709,170,0.39485972977851835,2026-06-05T10:00:00Z,132,0.0,2023-10-31T23:00:00Z
