area_code,cold_MAE_162h,feature_count,forecast_origin_local,forecast_origin_timestamp_utc,forecast_rows_162h,forecast_rows_168h,high_load_MAE_162h,input_data_cutoff_utc,mean_actual_mw_162h,mean_actual_mw_168h,model_id,model_name,p90_absolute_error,p95_absolute_error,ramp_MAE_162h,target_max_utc,target_min_utc,train_rows,training_cutoff_local,weather_protocol,weather_source_package,week_id,week_start_local,weekday_MAE_162h,weekend_MAE_162h,weekly_MAE_162h,weekly_MAE_168h,weekly_RMSE_162h,weekly_RMSE_168h,weekly_bias_162h,weekly_bias_168h,weekly_energy_abs_error_MWh,weekly_energy_error_percent,weekly_energy_signed_error_MWh
SE1,,48,2025-09-08T06:00:00+02:00,2025-09-08T04:00:00Z,162,168,78.79492948789753,2025-09-07T22:00:00Z,1081.3950617283951,1081.1130952380952,B_weekly_HGB_no_price,Weekly_HGB_no_price,237.0308073837814,270.9471821949428,117.15161373554172,2025-09-14T21:00:00Z,2025-09-07T22:00:00Z,28256,2025-09-08T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W37,2025-09-08,114.16480876776232,124.45975355032095,117.15161373554172,115.3502258529609,143.7403968469548,141.94092017208104,96.29076375630595,95.0638139286439,15970.720740012126,8.79314239623631,15970.720740012126
SE1,,48,2025-09-15T06:00:00+02:00,2025-09-15T04:00:00Z,162,168,242.6285341987854,2025-09-14T22:00:00Z,1053.6851851851852,1047.3988095238096,B_weekly_HGB_no_price,Weekly_HGB_no_price,301.60566593982617,366.1230614639678,121.72149145070374,2025-09-21T21:00:00Z,2025-09-14T22:00:00Z,28424,2025-09-15T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W38,2025-09-15,105.0429765135793,162.53062374366792,121.72149145070374,123.67353358473684,162.96089394857736,164.06085672938124,38.97385571017315,43.881170549225175,7372.036652269831,4.1895379439256155,7372.036652269831
SE1,,48,2025-09-22T06:00:00+02:00,2025-09-22T04:00:00Z,162,168,282.49839257280155,2025-09-21T22:00:00Z,1114.8333333333333,1110.3630952380952,B_weekly_HGB_no_price,Weekly_HGB_no_price,252.1561224401414,318.64493204585585,112.63046805293665,2025-09-28T21:00:00Z,2025-09-21T22:00:00Z,28592,2025-09-22T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W39,2025-09-22,107.29232791401996,125.69187477581785,112.63046805293665,111.29316051082701,146.47085682221564,144.87074013667657,-38.45063016821964,-35.426679492642315,5951.682154763956,3.1905490775561165,-5951.682154763956
SE1,,48,2025-09-29T06:00:00+02:00,2025-09-29T04:00:00Z,160,166,418.3581226434117,2025-09-28T22:00:00Z,1219.09375,1211.0180722891566,B_weekly_HGB_no_price,Weekly_HGB_no_price,313.8186479112568,356.3595445985765,156.18210150260344,2025-10-05T21:00:00Z,2025-09-28T22:00:00Z,28760,2025-09-29T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W40,2025-09-29,141.78791404467282,192.96724722842595,156.18210150260344,155.2696150270491,204.01879415605947,202.01413042189932,-118.22105606070927,-111.84846863070788,18566.84579269748,9.235904169397193,-18566.84579269748
SE1,,48,2025-10-06T06:00:00+02:00,2025-10-06T04:00:00Z,160,166,269.5973347585917,2025-10-05T22:00:00Z,1199.74375,1200.0722891566265,B_weekly_HGB_no_price,Weekly_HGB_no_price,227.3634683907685,313.271981414772,114.32803894860857,2025-10-12T21:00:00Z,2025-10-05T22:00:00Z,28926,2025-10-06T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W41,2025-10-06,109.88623388861636,125.33599061902382,114.32803894860857,113.29448444956094,149.70333235785776,148.08168050709085,4.588161857303758,1.9601228733146487,325.3803969701403,0.16333373339464505,325.3803969701403
SE1,,48,2025-10-13T06:00:00+02:00,2025-10-13T04:00:00Z,161,167,365.50640168312566,2025-10-12T22:00:00Z,1298.695652173913,1289.8383233532934,B_weekly_HGB_no_price,Weekly_HGB_no_price,329.08519657359693,372.3526208746266,147.97516033150956,2025-10-19T21:00:00Z,2025-10-12T22:00:00Z,29092,2025-10-13T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W42,2025-10-13,138.26442909859344,171.5288488539018,147.97516033150956,144.3621140550884,188.6423320368613,185.59745515450058,-113.4869203303983,-108.27827693045651,18082.472247386235,8.39471699437159,-18082.472247386235
SE1,,48,2025-10-20T06:00:00+02:00,2025-10-20T04:00:00Z,161,167,60.07237940858621,2025-10-19T22:00:00Z,1162.6149068322982,1166.2814371257484,B_weekly_HGB_no_price,Weekly_HGB_no_price,387.2804880971364,501.97729589606047,193.15763311757667,2025-10-26T22:00:00Z,2025-10-19T22:00:00Z,29259,2025-10-20T00:00:00+02:00,actual_weather_proxy,P0056D,2025-W43,2025-10-20,171.16938207722424,246.49083776864404,193.15763311757667,187.36523923939927,239.70613201141475,235.46830414435942,181.42600878422274,175.9440489543514,29382.656175376702,15.085899796875632,29382.656175376702
SE1,,48,2025-10-27T06:00:00+01:00,2025-10-27T05:00:00Z,161,167,74.17949279711057,2025-10-26T23:00:00Z,1157.9565217391305,1160.7185628742516,B_weekly_HGB_no_price,Weekly_HGB_no_price,201.3740428858746,252.85338337986036,99.25299679914433,2025-11-02T22:00:00Z,2025-10-26T23:00:00Z,29426,2025-10-27T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W44,2025-10-27,97.64344160453078,103.15702429246228,99.25299679914433,99.66613239799605,122.94524329672508,122.89920251446453,73.99598300524232,67.3583331619216,11248.841638040874,5.803158088134995,11248.841638040874
SE1,128.73070926015706,48,2025-11-03T06:00:00+01:00,2025-11-03T05:00:00Z,162,168,209.38358577563687,2025-11-02T23:00:00Z,1246.351851851852,1243.7916666666667,B_weekly_HGB_no_price,Weekly_HGB_no_price,190.29954697069286,234.99157117647388,102.09312657019946,2025-11-09T22:00:00Z,2025-11-02T23:00:00Z,29593,2025-11-03T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W45,2025-11-03,95.47603161408851,117.80872709096307,102.09312657019946,100.68640080016836,123.98153525388996,122.51870464850703,-13.556595483956581,-14.492174037385857,2434.6852382808283,1.1651608887382707,-2434.6852382808283
SE1,125.88694479971517,48,2025-11-10T06:00:00+01:00,2025-11-10T05:00:00Z,160,166,323.47486133401975,2025-11-09T23:00:00Z,1478.75,1478.9277108433735,B_weekly_HGB_no_price,Weekly_HGB_no_price,263.929270418057,353.70380951153766,126.88303814841257,2025-11-16T22:00:00Z,2025-11-09T23:00:00Z,29761,2025-11-10T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W46,2025-11-10,135.65339178790109,105.7968687598553,126.88303814841257,128.60694408432812,170.26257466504188,170.75473537271927,-76.99436629537152,-80.52147723802346,13366.565221511992,5.444585063059361,-13366.565221511992
SE1,121.14402504138175,48,2025-11-17T06:00:00+01:00,2025-11-17T05:00:00Z,161,167,246.57099648771515,2025-11-16T23:00:00Z,1621.8260869565217,1619.6347305389222,B_weekly_HGB_no_price,Weekly_HGB_no_price,231.94813352024585,319.844962675322,121.14402504138175,2025-11-23T22:00:00Z,2025-11-16T23:00:00Z,29927,2025-11-17T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W47,2025-11-17,111.38815038535897,144.11097996076893,121.14402504138175,118.73705475181511,165.9811588792187,163.37266965511975,-56.499019795418434,-55.25395707541533,9227.410831594403,3.4115073006016745,-9227.410831594403
SE1,134.57240754638246,48,2025-11-24T06:00:00+01:00,2025-11-24T05:00:00Z,162,168,259.01239390445926,2025-11-23T23:00:00Z,1535.5987654320988,1539.1666666666667,B_weekly_HGB_no_price,Weekly_HGB_no_price,249.04417554697915,326.5702155072681,125.14776344373766,2025-11-30T22:00:00Z,2025-11-23T23:00:00Z,30094,2025-11-24T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W48,2025-11-24,132.5516575522375,107.56351493605048,125.14776344373766,122.54474743036792,162.57745962286188,160.1431579871774,-0.2768375012760771,-1.5136922255831171,254.3002938978898,0.09834491990791625,-254.3002938978898
SE1,162.63890063621852,48,2025-12-01T06:00:00+01:00,2025-12-01T05:00:00Z,162,168,370.1977677206626,2025-11-30T23:00:00Z,1520.5853909465022,1514.076388888889,B_weekly_HGB_no_price,Weekly_HGB_no_price,351.740321628418,416.7443451126009,164.12452304902064,2025-12-07T22:00:00Z,2025-11-30T23:00:00Z,30262,2025-12-01T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W49,2025-12-01,139.73313188673018,222.05407705946075,164.12452304902064,160.56939846740894,208.43342256346364,205.14588224617228,-76.85941143230913,-72.47169645726099,12175.245004819968,4.78652840696138,-12175.245004819968
SE1,146.12347182068797,48,2025-12-08T06:00:00+01:00,2025-12-08T05:00:00Z,162,168,521.716289117309,2025-12-07T23:00:00Z,1589.5483539094648,1592.5600198412696,B_weekly_HGB_no_price,Weekly_HGB_no_price,359.14036934633623,552.3600420922381,146.12347182068797,2025-12-14T22:00:00Z,2025-12-07T23:00:00Z,30430,2025-12-08T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W50,2025-12-08,89.10308061589653,281.5469009320675,146.12347182068797,146.95945880860936,221.7828506869398,220.36965594176658,-61.555725302253485,-65.41198895154754,10989.214143860008,4.1073484287309485,-10989.214143860008
SE1,148.44592022304352,48,2025-12-15T06:00:00+01:00,2025-12-15T05:00:00Z,162,168,293.8110642128883,2025-12-14T23:00:00Z,1372.2088477366253,1366.0808531746031,B_weekly_HGB_no_price,Weekly_HGB_no_price,318.0720380342836,404.13036559543434,154.79675257156057,2025-12-21T22:00:00Z,2025-12-14T23:00:00Z,30598,2025-12-15T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W51,2025-12-15,169.73588139162416,119.31632162390987,154.79675257156057,157.58247065675764,200.38051989026727,206.30518901483117,49.222543083028256,52.784557473455585,8867.805655540433,3.8639409483553018,8867.805655540433
SE1,114.65952706817991,48,2025-12-22T06:00:00+01:00,2025-12-22T05:00:00Z,162,168,340.26880264050095,2025-12-21T23:00:00Z,1422.642489711934,1418.1686507936506,B_weekly_HGB_no_price,Weekly_HGB_no_price,265.8463299552549,324.91895011808435,125.08287776170273,2025-12-28T22:00:00Z,2025-12-21T23:00:00Z,30766,2025-12-22T00:00:00+01:00,actual_weather_proxy,P0056D,2025-W52,2025-12-22,110.95117325270425,158.6456759705742,125.08287776170273,123.24349587161115,174.66249716922104,172.36445134485106,-2.4621072707924188,0.2536888759908458,42.61973116642912,0.017888484267980218,42.61973116642912
SE1,185.44482317819407,48,2025-12-29T06:00:00+01:00,2025-12-29T05:00:00Z,162,168,529.758851960628,2025-12-28T23:00:00Z,1689.557098765432,1677.1770833333337,B_weekly_HGB_no_price,Weekly_HGB_no_price,400.51396687491473,534.9833710875665,185.44482317819407,2026-01-04T22:00:00Z,2025-12-28T23:00:00Z,30934,2025-12-29T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W01,2025-12-29,189.1837573071051,176.56485462203054,185.44482317819407,179.8976795132902,242.79451728814695,238.5508274150022,-161.20437263460408,-155.1468489297853,26064.67062020398,9.25047512701738,-26064.67062020398
SE1,117.47311908528988,48,2026-01-05T06:00:00+01:00,2026-01-05T05:00:00Z,162,168,274.82319524678206,2026-01-04T23:00:00Z,1842.5972222222222,1835.1145833333333,B_weekly_HGB_no_price,Weekly_HGB_no_price,262.9378113631694,286.29701267540025,117.47311908528988,2026-01-11T22:00:00Z,2026-01-04T23:00:00Z,31102,2026-01-05T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W02,2026-01-05,111.50373678168826,131.65040205634344,117.47311908528988,117.05824750523637,148.30478120240002,147.34889992750786,-80.40215071270448,-73.75004837140101,12390.008126395405,4.018825257082334,-12390.008126395405
SE1,129.61818277085902,48,2026-01-12T06:00:00+01:00,2026-01-12T05:00:00Z,162,168,195.18864296197802,2026-01-11T23:00:00Z,1561.099279835391,1566.389880952381,B_weekly_HGB_no_price,Weekly_HGB_no_price,245.31306138338908,274.3481442672731,129.61818277085902,2026-01-18T22:00:00Z,2026-01-11T23:00:00Z,31270,2026-01-12T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W03,2026-01-12,121.61795063476384,148.61873409408494,129.61818277085902,127.63305694683768,153.60837300042562,151.58738455428605,59.11228866425351,59.6452304868966,10020.398721798556,3.807815104795701,10020.398721798556
SE1,90.71119707540225,48,2026-01-19T06:00:00+01:00,2026-01-19T05:00:00Z,162,168,257.4463685375951,2026-01-18T23:00:00Z,1527.0550411522636,1522.2420634920636,B_weekly_HGB_no_price,Weekly_HGB_no_price,244.21707711423213,300.1323176360514,90.71119707540225,2026-01-25T22:00:00Z,2026-01-18T23:00:00Z,31438,2026-01-19T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W04,2026-01-19,62.85486282106407,156.8699909294555,90.71119707540225,91.25831465764733,129.62237395599382,129.07335415242684,10.793302033828983,14.194630153273113,2384.697865749884,0.9324817973240248,2384.697865749884
SE1,123.2703082152523,48,2026-01-26T06:00:00+01:00,2026-01-26T05:00:00Z,162,168,232.20041723449893,2026-01-25T23:00:00Z,1647.093106995885,1638.183531746032,B_weekly_HGB_no_price,Weekly_HGB_no_price,258.847078412101,329.9525641933161,123.2703082152523,2026-02-01T22:00:00Z,2026-01-25T23:00:00Z,31606,2026-01-26T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W05,2026-01-26,96.93888018913754,185.8074497772748,123.2703082152523,125.68556331677449,157.24745574548203,160.02591307295273,23.141521200264933,29.132804409465177,4894.311140790116,1.7783602291749472,4894.311140790116
SE1,141.7162559794157,48,2026-02-02T06:00:00+01:00,2026-02-02T05:00:00Z,162,168,176.99854756463077,2026-02-01T23:00:00Z,1560.3317901234568,1553.7455357142858,B_weekly_HGB_no_price,Weekly_HGB_no_price,340.8915466113244,450.16569439516485,141.7162559794157,2026-02-08T22:00:00Z,2026-02-01T23:00:00Z,31774,2026-02-02T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W06,2026-02-02,145.85618120451684,131.88393356980026,141.7162559794157,143.42496326137305,194.82669312841114,195.8846487617333,55.86281603499319,60.138002675554965,10103.18444949307,3.870518131394497,10103.18444949307
SE1,191.7898214763165,48,2026-02-09T06:00:00+01:00,2026-02-09T05:00:00Z,162,168,160.9615460477248,2026-02-08T23:00:00Z,1547.977366255144,1549.1299603174605,B_weekly_HGB_no_price,Weekly_HGB_no_price,337.5524835721973,418.6519166670238,191.7898214763165,2026-02-15T22:00:00Z,2026-02-08T23:00:00Z,31942,2026-02-09T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W07,2026-02-09,174.29977996715223,233.3286700605819,191.7898214763165,187.1007636268269,239.64553358589885,235.668873809835,145.10739354402796,140.15437927684474,23545.935718509747,9.047296409406616,23545.935718509747
SE1,161.13454456200196,48,2026-02-16T06:00:00+01:00,2026-02-16T05:00:00Z,162,168,266.4060722077325,2026-02-15T23:00:00Z,1579.898148148148,1577.1041666666667,B_weekly_HGB_no_price,Weekly_HGB_no_price,347.9972418721759,402.23076802774386,161.13454456200196,2026-02-22T22:00:00Z,2026-02-15T23:00:00Z,32110,2026-02-16T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W08,2026-02-16,171.76896371787498,135.8777990668034,161.13454456200196,161.64252443218479,209.5257416252588,210.42553171410694,81.4881431410611,83.6767679726611,14057.697019407118,5.305722332185503,14057.697019407118
SE1,135.59687442440958,48,2026-02-23T06:00:00+01:00,2026-02-23T05:00:00Z,162,168,79.41389524207086,2026-02-22T23:00:00Z,1444.5519547325102,1446.6874999999998,B_weekly_HGB_no_price,Weekly_HGB_no_price,355.47506977407687,566.0903167688391,135.59687442440958,2026-03-01T22:00:00Z,2026-02-22T23:00:00Z,32278,2026-02-23T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W09,2026-02-23,143.9517431218524,115.75406126798278,135.59687442440958,132.31704899537073,209.98806436513962,206.42875818025325,109.4730667603837,107.09482869898719,17991.931221429928,7.402761736656166,17991.931221429928
SE1,169.88138537992614,48,2026-03-02T06:00:00+01:00,2026-03-02T05:00:00Z,162,168,543.6549452789294,2026-03-01T23:00:00Z,1395.5632716049386,1400.2604166666667,B_weekly_HGB_no_price,Weekly_HGB_no_price,425.7545707098909,546.4969526326332,181.63280974598288,2026-03-08T22:00:00Z,2026-03-01T23:00:00Z,32446,2026-03-02T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W10,2026-03-02,166.41558706447867,217.77371361455502,181.63280974598288,177.26070682166494,254.61260476511993,250.40627410443528,-5.416322532296435,-7.319290818479803,1229.6408575047972,0.5227092568898417,-1229.6408575047972
SE1,177.6174007353752,48,2026-03-09T06:00:00+01:00,2026-03-09T05:00:00Z,162,168,83.24477525496097,2026-03-08T23:00:00Z,1267.1440329218105,1271.3616071428569,B_weekly_HGB_no_price,Weekly_HGB_no_price,319.2006929542048,370.56268575237397,185.30829125290091,2026-03-15T22:00:00Z,2026-03-08T23:00:00Z,32614,2026-03-09T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W11,2026-03-09,158.69283721633082,248.5199945897549,185.30829125290091,181.01852786739022,217.69889896429143,214.29519341952033,167.28547748793585,162.44661752123034,27291.03174356668,12.777373220062707,27291.03174356668
SE1,153.9334670534405,48,2026-03-16T06:00:00+01:00,2026-03-16T05:00:00Z,162,168,196.74528547226183,2026-03-15T23:00:00Z,1177.712962962963,1184.0997023809523,B_weekly_HGB_no_price,Weekly_HGB_no_price,299.90013565991876,345.2956732997683,149.81465025428633,2026-03-22T22:00:00Z,2026-03-15T23:00:00Z,32782,2026-03-16T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W12,2026-03-16,150.53756424362197,148.09772952961436,149.81465025428633,147.50378864925827,186.64059332592848,184.29523216428615,92.3183392637853,85.98159410031077,14444.907808852353,7.261347496956752,14444.907808852353
SE1,415.78602992540135,48,2026-03-23T06:00:00+01:00,2026-03-23T05:00:00Z,162,168,2387.6964419179817,2026-03-22T23:00:00Z,1479.9933127572017,1469.216765873016,B_weekly_HGB_no_price,Weekly_HGB_no_price,1141.2259903504569,2533.8057038835627,380.7258948410817,2026-03-29T21:00:00Z,2026-03-22T23:00:00Z,32950,2026-03-23T00:00:00+01:00,actual_weather_proxy,P0056D,2026-W13,2026-03-23,121.6262860453961,996.087465730835,380.7258948410817,370.9134646388132,826.441161088528,811.8912958867292,-316.2455356331185,-307.00840681042655,51577.41234415182,20.89605931143874,-51577.41234415182
