MAE_0_12h,MAE_0_24h,MAE_0_36h,MAE_0_6h,MAE_24_36h,RMSE_0_36h,absolute_energy_error_MWh_36h,area_code,bias_0_36h,energy_error_percent_36h,forecast_origin_local,forecast_origin_utc,forecast_rows,mean_actual_mw,origin_id,origin_month,origin_weekday,p90_absolute_error,p95_absolute_error,raw_train_rows,signed_energy_error_MWh_36h,train_end,train_rows,train_start,train_window_name,train_window_variant
202.31054948838496,163.2296325005518,171.00729016050138,149.31008486437443,186.56260548040072,213.6050340655652,3953.56869419328,SE2,-109.82135261648033,6.972292420628669,2025-06-16T06:00:00+02:00,2025-06-16T04:00:00Z,36,1575.111111111111,20250616T060000+0200,6,0,325.8642232109255,451.95592463836124,7888,-3953.56869419328,2025-06-16T04:00:00Z,7888,2022-06-01T00:00:00Z,expanding_from_2022_06_01,TWX
167.7096239918074,211.30239079838216,168.28899779563585,224.95431959403152,82.26221179014316,209.80109582384273,2180.784831193152,SE2,-60.57735642203218,4.3970982159713525,2025-06-21T06:00:00+02:00,2025-06-21T04:00:00Z,36,1377.6666666666667,20250621T060000+0200,6,5,326.49141115154157,393.0247208681635,5237,-2180.784831193152,2025-06-21T04:00:00Z,5237,2023-06-21T04:00:00Z,rolling_2_years,TW2
189.9903931782292,176.7405528318143,147.9742395978135,215.04761438001495,90.4416131298118,194.22929729822374,1760.682990836067,SE2,48.90786085655786,3.550050388813749,2025-06-21T06:00:00+02:00,2025-06-21T04:00:00Z,36,1377.6666666666667,20250621T060000+0200,6,5,265.5530867442054,357.4772092478727,7853,1760.682990836067,2025-06-21T04:00:00Z,7853,2022-06-21T04:00:00Z,rolling_3_years,TW3
166.05002437374625,176.12681355335053,136.07589116282597,198.9496010658706,55.974046381776816,185.2269067280983,498.80196347869787,SE2,13.855610096630654,1.005730227193116,2025-06-21T06:00:00+02:00,2025-06-21T04:00:00Z,36,1377.6666666666667,20250621T060000+0200,6,5,279.9240123868874,337.3406449835228,7924,498.80196347869787,2025-06-21T04:00:00Z,7924,2022-06-01T00:00:00Z,expanding_from_2022_06_01,TWX
127.59270786231252,162.96462098190833,187.53208477796434,137.2506863523098,236.66701237007646,235.73394518874144,3227.015859013831,SE2,-89.63932941705099,6.027861882906194,2025-06-26T06:00:00+02:00,2025-06-26T04:00:00Z,36,1487.0833333333333,20250626T060000+0200,6,3,385.4896276727068,427.11638456845196,5237,-3227.015859013831,2025-06-26T04:00:00Z,5237,2023-06-26T04:00:00Z,rolling_2_years,TW2
204.25850269872728,200.2069740001585,208.43877347850582,230.0073854286894,224.90237243520036,249.47025201810033,5090.778997329115,SE2,-141.4105277035865,9.509253754233892,2025-06-26T06:00:00+02:00,2025-06-26T04:00:00Z,36,1487.0833333333333,20250626T060000+0200,6,3,390.21315334865653,439.44106981029165,7853,-5090.778997329115,2025-06-26T04:00:00Z,7853,2022-06-26T04:00:00Z,rolling_3_years,TW3
218.688242161003,212.76364529612565,218.99980608482622,244.42373723764413,231.47212766222742,258.1287709336199,5195.836967270952,SE2,-144.3288046464152,9.705495409117312,2025-06-26T06:00:00+02:00,2025-06-26T04:00:00Z,36,1487.0833333333333,20250626T060000+0200,6,3,410.7533069802628,453.00875641300553,7960,-5195.836967270952,2025-06-26T04:00:00Z,7960,2022-06-01T00:00:00Z,expanding_from_2022_06_01,TWX
220.9783463645667,198.27725930146025,188.6998956994106,158.06373884827997,169.54516849531137,223.36500144794732,2238.734126820804,SE2,62.18705907835559,4.395535472435411,2025-07-01T06:00:00+02:00,2025-07-01T04:00:00Z,36,1414.7777777777778,20250701T060000+0200,7,1,302.58052271789654,353.05825500378575,5239,2238.734126820804,2025-07-01T04:00:00Z,5239,2023-07-01T04:00:00Z,rolling_2_years,TW2
221.57462935759372,200.0572455803784,194.53569044747002,155.5755546164463,183.49258018165327,226.83100310139218,1533.9068510851066,SE2,42.60852364125283,3.011676060404277,2025-07-01T06:00:00+02:00,2025-07-01T04:00:00Z,36,1414.7777777777778,20250701T060000+0200,7,1,320.0010658307783,349.41474013829475,7853,1533.9068510851066,2025-07-01T04:00:00Z,7853,2022-07-01T04:00:00Z,rolling_3_years,TW3
259.65572448128336,220.66486925408756,184.83696881754997,182.8382133288042,113.1811679444748,232.74393026418682,3176.26430261544,SE2,88.22956396154021,6.236284266503259,2025-07-01T06:00:00+02:00,2025-07-01T04:00:00Z,36,1414.7777777777778,20250701T060000+0200,7,1,369.19466203315494,385.19004035088335,7996,3176.26430261544,2025-07-01T04:00:00Z,7996,2022-06-01T00:00:00Z,expanding_from_2022_06_01,TWX
278.57824167591815,227.73758863826916,194.11049377421733,196.81948271805496,126.85630404611368,232.26503595207535,6552.9538827823635,SE2,-182.0264967439545,11.45360998860812,2025-07-06T06:00:00+02:00,2025-07-06T04:00:00Z,36,1589.25,20250706T060000+0200,7,6,362.0252485450652,397.2187557735706,5239,-6552.9538827823635,2025-07-06T04:00:00Z,5239,2023-07-06T04:00:00Z,rolling_2_years,TW2
202.67687210498457,179.78813403659214,160.60709061462202,139.71604059982553,122.2450037706817,191.59545514132031,5419.847751739268,SE2,-150.5513264372019,9.473105328752675,2025-07-06T06:00:00+02:00,2025-07-06T04:00:00Z,36,1589.25,20250706T060000+0200,7,6,319.6197733854293,345.57142401855157,7853,-5419.847751739268,2025-07-06T04:00:00Z,7853,2022-07-06T04:00:00Z,rolling_3_years,TW3
185.60219253969365,177.13662155415474,163.57182331137994,136.53731109825287,136.44222682583026,188.71605212947227,5501.154403230896,SE2,-152.80984453419165,9.615217526140729,2025-07-06T06:00:00+02:00,2025-07-06T04:00:00Z,36,1589.25,20250706T060000+0200,7,6,295.7052361170006,329.1615959524009,8032,-5501.154403230896,2025-07-06T04:00:00Z,8032,2022-06-01T00:00:00Z,expanding_from_2022_06_01,TWX
