family,name,horizon_h,split,row_count,MAE,RMSE,median_absolute_error,p90_absolute_error,p95_absolute_error,bias,sMAPE,R2,mean_actual_mw,median_actual_mw,p10_actual_mw,p90_actual_mw,MAE_percent_of_mean,MAE_percent_of_median
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,24,holdout,8615,18.543927625892827,23.135683973804237,15.858487349318352,37.90470853975805,44.986331365611065,0.0771889401401309,0.06131185117595392,0.8139134246908659,309.6312977542073,292.32350125,253.32155755,394.5787484,5.989035268848513,6.343632156360138
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,48,validate,3624,22.117430484708905,27.867908034471558,18.72088613332491,44.942173550144496,52.77210931079255,1.5740996389873452,0.06659058801289014,0.6313079277691274,336.75393188417434,336.531726875,272.780849925,397.0144116,6.567831401688322,6.57216800629443
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,48,holdout,8615,20.430332178580617,25.857729286477458,17.16012471693034,41.92142689107823,50.12972645590193,0.16135347107454517,0.06677019366679475,0.7675491570763078,309.6312977542073,292.32350125,253.32155755,394.5787484,6.598277476070491,6.98894618161687
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,72,validate,3624,23.857051270307796,29.65529024189608,20.397979407997894,48.90140930634946,56.54000716795973,2.10538488434526,0.07127502276206146,0.5824971736922198,336.75393188417434,336.531726875,272.780849925,397.0144116,7.0844165461781055,7.089094241378663
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,72,holdout,8615,21.015219668879485,26.98069888567364,17.21104238224092,42.54612259632479,51.53137540603745,0.2283284697070191,0.0685123975259402,0.7469206287508812,309.6312977542073,292.32350125,253.32155755,394.5787484,6.787175528218683,7.189028449309285
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,96,validate,3624,25.28337032055652,31.752659343425414,20.549128316458948,53.77551426277016,63.71114687660965,2.5752533839773353,0.07520102148744982,0.5213530782932703,336.75393188417434,336.531726875,272.780849925,397.0144116,7.507965884494164,7.512923240651148
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,96,holdout,8615,21.57559029413218,27.55883994012858,18.00386555712663,43.27997678215747,53.94912537340163,0.33774894515923387,0.07011586814863117,0.7359584815836702,309.6312977542073,292.32350125,253.32155755,394.5787484,6.9681554967545285,7.380723822023591
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,120,validate,3624,27.114809981737245,34.00944414555332,22.069029986948863,56.287252298990154,68.46341738461385,3.0933246033223276,0.08036268908737207,0.4508966040286514,336.75393188417434,336.531726875,272.780849925,397.0144116,8.051816894914033,8.057133344758505
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,120,holdout,8615,22.879249721561017,29.27256623306727,18.870636034174936,46.70007674658065,57.53540456574432,0.4640486325153495,0.07387891296525664,0.7020990066986759,309.6312977542073,292.32350125,253.32155755,394.5787484,7.38919156025471,7.826688454307441
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,144,validate,3624,28.853652256398114,36.00401957015166,23.938914319888312,60.77897256827494,72.36993489388452,3.470470120180424,0.08525354524708514,0.3846006401227978,336.75393188417434,336.531726875,272.780849925,397.0144116,8.568170858454076,8.573828246248949
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,144,holdout,8615,24.514210805682115,31.480166341174954,20.288599950728496,51.31222454836484,63.70000753916348,0.5885911673008517,0.07862218599610857,0.6554721026462681,309.6312977542073,292.32350125,253.32155755,394.5787484,7.917226386184667,8.385986997575385
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,168,validate,3624,30.104288660212358,37.50129162425328,25.849031685337167,62.25394596722709,73.70231449124611,4.045058281834204,0.08874324752026105,0.3323520589774136,336.75393188417434,336.531726875,272.780849925,397.0144116,8.939550754990636,8.945453357327636
baseline,pred_B4_recent_24h_mean_adjusted_by_hour_profile,168,holdout,8615,25.598983880242834,33.08799622038884,20.602793373246755,53.82339080209839,67.42097790179534,0.6886027139467148,0.0817388128902125,0.6193802746053187,309.6312977542073,292.32350125,253.32155755,394.5787484,8.267569869685433,8.757073506159928
model,M0_Ridge_G0_calendar_only,1,validate,3624,468.64624415877034,478.7043825648391,484.1634361233231,588.532549441913,606.7406440553865,468.64624415877034,0.814707439235138,-107.790223497292,336.75393188417434,336.531726875,272.780849925,397.0144116,139.1657824265464,139.2576707434311
model,M0_Ridge_G0_calendar_only,1,holdout,8615,383.45016266186735,398.68622488605627,363.749567311444,550.4122128963628,573.0713538027253,383.45016266186735,0.7556537289760765,-54.26024647477534,309.6312977542073,292.32350125,253.32155755,394.5787484,123.8408925205808,131.17322453453178
model,M0_Ridge_G0_calendar_only,3,validate,3624,468.57392434996297,478.65802613620656,484.1653782133962,588.520734834446,606.9126582287215,468.57392434996297,0.8146008365343247,-107.76915461957192,336.75393188417434,336.531726875,272.780849925,397.0144116,139.14430686176155,139.2361809987705
model,M0_Ridge_G0_calendar_only,3,holdout,8615,383.3914278001127,398.6403293462829,363.81178307922664,550.4883487848207,573.0906731659088,383.3914278001127,0.7555642397929071,-54.24752442569545,309.6312977542073,292.32350125,253.32155755,394.5787484,123.8219232296271,131.15313211585743
model,M0_Ridge_G0_calendar_only,6,validate,3624,468.4634351802009,478.58686266218103,484.10652154257224,588.470101830611,607.1176170519458,468.4634351802009,0.8144383438144092,-107.73681497375479,336.75393188417434,336.531726875,272.780849925,397.0144116,139.1114968009721,139.20334927416965
model,M0_Ridge_G0_calendar_only,6,holdout,8615,383.3016763296908,398.56951607365244,363.4908595647976,550.564415063129,572.8698593807579,383.3016763296908,0.7554288616499303,-54.22789815990924,309.6312977542073,292.32350125,253.32155755,394.5787484,123.79293666687559,131.1224293259558
model,M0_Ridge_G0_calendar_only,12,validate,3624,468.23329565056935,478.4354133673781,484.2595540531173,588.4872557564021,607.345583490139,468.23329565056935,0.8141030878478861,-107.66800611352123,336.75393188417434,336.531726875,272.780849925,397.0144116,139.04315623896474,139.13496358828837
model,M0_Ridge_G0_calendar_only,12,holdout,8615,383.11470124075777,398.4176774555083,363.38660459973795,550.4303984069377,572.8575832971594,383.11470124075777,0.7551543344113644,-54.185827052649216,309.6312977542073,292.32350125,253.32155755,394.5787484,123.73255030080432,131.05846762320746
model,M0_Ridge_G0_calendar_only,24,validate,3624,467.74142579009947,478.1278385464821,484.108827559107,588.1611737507167,607.722175610768,467.74142579009947,0.8133656561963326,-107.52833083873539,336.75393188417434,336.531726875,272.780849925,397.0144116,138.89709414023352,138.98880504774382
model,M0_Ridge_G0_calendar_only,24,holdout,8615,382.71511200292605,398.1055975389253,363.1813463129298,550.2472641179622,572.8833112706241,382.71511200292605,0.7545548553254134,-54.09940697571501,309.6312977542073,292.32350125,253.32155755,394.5787484,123.60349705562854,130.92177343470638
model,M0_Ridge_G0_calendar_only,48,validate,3624,467.0801659363374,477.6380191699638,482.96886288101683,588.3850681650003,608.4267486475633,467.0801659363374,0.8124983411675534,-107.30608044677868,336.75393188417434,336.531726875,272.780849925,397.0144116,138.70073122026335,138.7923124733579
model,M0_Ridge_G0_calendar_only,48,holdout,8615,382.1476177501427,397.6291110377418,362.64048113071493,550.2268489179684,573.0781056259311,382.1476177501427,0.7537307409510688,-53.96759063236382,309.6312977542073,292.32350125,253.32155755,394.5787484,123.42021640638556,130.72764116331638
model,M0_Ridge_G0_calendar_only,72,validate,3624,466.3578077396746,477.10575155534127,482.31072364287934,589.1155479961537,609.0857930469786,466.3578077396746,0.8115450044344322,-107.06482788250537,336.75393188417434,336.531726875,272.780849925,397.0144116,138.48622498046353,138.5776645994797
model,M0_Ridge_G0_calendar_only,72,holdout,8615,381.53090252070734,397.1155669255941,362.4807204842008,549.9917209341984,572.903198309895,381.53090252070734,0.7528274672241643,-53.82569934163784,309.6312977542073,292.32350125,253.32155755,394.5787484,123.22103911587634,130.5166710474009
model,M0_Ridge_G0_calendar_only,96,validate,3624,465.591903782524,476.54503854116217,481.06144155322534,590.0544255509199,609.2758578996268,465.591903782524,0.8105270185049801,-106.81097326284747,336.75393188417434,336.531726875,272.780849925,397.0144116,138.2587877081308,138.35007715497255
model,M0_Ridge_G0_calendar_only,96,holdout,8615,380.880459984957,396.5790511908585,361.8988033724307,549.9569638085989,572.8706016004367,380.880459984957,0.7518655458630159,-53.67765689447802,309.6312977542073,292.32350125,253.32155755,394.5787484,123.0109690937345,130.29416326647703
model,M0_Ridge_G0_calendar_only,120,validate,3624,464.83858163621903,475.99878642742067,479.97301231526404,591.2772539469056,609.8170635836026,464.83858163621903,0.8095168638655311,-106.56395267069466,336.75393188417434,336.531726875,272.780849925,397.0144116,138.03508663889903,138.12622838050476
model,M0_Ridge_G0_calendar_only,120,holdout,8615,380.2441365313399,396.0611271355118,361.73842640639896,549.9789559096037,573.1775180813798,380.2441365313399,0.750912967964421,-53.53493436902778,309.6312977542073,292.32350125,253.32155755,394.5787484,122.80545903766705,130.07648543664257
model,M0_Ridge_G0_calendar_only,144,validate,3624,464.13418457350707,475.5069127357783,479.1397396546254,591.4773589149738,609.7751468839259,464.13418457350707,0.808547910093885,-106.34176495174127,336.75393188417434,336.531726875,272.780849925,397.0144116,137.8259140068912,137.91691763609057
model,M0_Ridge_G0_calendar_only,144,holdout,8615,379.62157797658585,395.5757785405437,361.4377978114153,549.8913162038086,573.4101110085303,379.62157797658585,0.7499508274839454,-53.40135783637754,309.6312977542073,292.32350125,253.32155755,394.5787484,122.60439455895653,129.86351639648947
model,M0_Ridge_G0_calendar_only,168,validate,3624,463.49061546969216,475.06240240277793,478.66734903207146,591.8018161014562,610.7872758174951,463.49061546969216,0.8076544840664274,-106.141169669893,336.75393188417434,336.531726875,272.780849925,397.0144116,137.63480440344452,137.7256818468855
model,M0_Ridge_G0_calendar_only,168,holdout,8615,379.0557797916539,395.14151052633235,360.9966886154872,549.7533340610588,573.4811778915607,379.0557797916539,0.749065266913848,-53.28197842471581,309.6312977542073,292.32350125,253.32155755,394.5787484,122.42166167987236,129.66996432745893
model,M1_Ridge_G1_calendar_plus_recent_load_lags,1,validate,3624,7.686867141870707,9.680647828516042,6.449469809915001,15.939917760430586,19.1339316213241,-0.42816972527852803,0.023229116201082145,0.9555098464664397,336.75393188417434,336.531726875,272.780849925,397.0144116,2.282636196365061,2.284143374311298
model,M1_Ridge_G1_calendar_plus_recent_load_lags,1,holdout,8615,7.148821539969741,9.009618272444513,5.93292147029598,14.910555135030165,17.72011455109879,-0.06091307836797465,0.023588343991078505,0.9717796017528635,309.6312977542073,292.32350125,253.32155755,394.5787484,2.3088174844794422,2.445517212745734
model,M1_Ridge_G1_calendar_plus_recent_load_lags,3,validate,3624,14.731848412791694,18.091240943437963,13.038068464085569,29.73821978128688,34.3486757496486,-0.33054340249188335,0.04485533463338606,0.8446211948641329,336.75393188417434,336.531726875,272.780849925,397.0144116,4.374662629880941,4.37755113004951
model,M1_Ridge_G1_calendar_plus_recent_load_lags,3,holdout,8615,13.002866478176717,16.05640383844033,11.368562400358542,26.06283191887183,30.745918729411493,0.19289397412150713,0.043237432166450415,0.9103713361909854,309.6312977542073,292.32350125,253.32155755,394.5787484,4.199467745182111,4.448108490277162
model,M1_Ridge_G1_calendar_plus_recent_load_lags,6,validate,3624,19.86307167164266,24.418576358994574,17.29566577269449,40.027944528452736,46.37651303133315,-0.10148111017027377,0.06101857430613621,0.716928763098772,336.75393188417434,336.531726875,272.780849925,397.0144116,5.898393393807356,5.902287982202796
model,M1_Ridge_G1_calendar_plus_recent_load_lags,6,holdout,8615,17.281550988372178,21.550280933899327,14.780073838677538,35.58572743900725,42.25688377749859,0.519666797268885,0.05824518329449612,0.8385432415965272,309.6312977542073,292.32350125,253.32155755,394.5787484,5.581332091980793,5.91178982000243
model,M1_Ridge_G1_calendar_plus_recent_load_lags,12,validate,3624,13.74715747816469,17.399247452167334,11.52536477395796,28.22617660333031,33.62554237581937,-0.6882286819965923,0.04162803675025423,0.85628040279072,336.75393188417434,336.531726875,272.780849925,397.0144116,4.082255966915626,4.084951396951313
model,M1_Ridge_G1_calendar_plus_recent_load_lags,12,holdout,8615,12.204175838652297,15.47010683588851,10.097636636923198,25.583229805004933,30.509358215098757,0.2897895770050825,0.03986759629311889,0.916797383767287,309.6312977542073,292.32350125,253.32155755,394.5787484,3.941518808715604,4.1748869955601275
model,M1_Ridge_G1_calendar_plus_recent_load_lags,24,validate,3624,13.94710161471032,18.06799804959766,11.110663285281646,29.70627996536009,35.92653183389626,-2.3564820685167995,0.04185896729114291,0.8450201871897286,336.75393188417434,336.531726875,272.780849925,397.0144116,4.141629924459914,4.144364557904157
model,M1_Ridge_G1_calendar_plus_recent_load_lags,24,holdout,8615,12.645150196720532,16.37896937807415,10.181838444566722,26.844238048268394,33.79441064391884,-0.27777593088621655,0.04081021511936168,0.9067339683306552,309.6312977542073,292.32350125,253.32155755,394.5787484,4.083937989614523,4.325738485838054
model,M1_Ridge_G1_calendar_plus_recent_load_lags,48,validate,3624,17.560234441428236,22.792052210590967,13.756492502169124,37.4318024984601,44.7918813058186,-4.369105691012746,0.05300533974125933,0.7533836168426816,336.75393188417434,336.531726875,272.780849925,397.0144116,5.214559587523401,5.218002654457224
model,M1_Ridge_G1_calendar_plus_recent_load_lags,48,holdout,8615,16.62965123778217,21.37769296932419,13.804957694430072,34.503343723441404,41.61930525781124,-0.527579021584147,0.053797820368150125,0.8411189770443716,309.6312977542073,292.32350125,253.32155755,394.5787484,5.370791440787482,5.688783545172515
model,M1_Ridge_G1_calendar_plus_recent_load_lags,72,validate,3624,20.225619337091015,26.06827760177602,15.988016752179789,43.40227280271134,51.84568711119889,-6.07160117159295,0.061521938059409045,0.6773885803289005,336.75393188417434,336.531726875,272.780849925,397.0144116,6.006052913451228,6.01001858722329
model,M1_Ridge_G1_calendar_plus_recent_load_lags,72,holdout,8615,18.444860384951316,23.991452565022488,15.2061316086631,37.67384800248037,46.376276984737096,-0.6605640424751779,0.059800922393447226,0.7998924646331076,309.6312977542073,292.32350125,253.32155755,394.5787484,5.957040040439738,6.309742564685881
model,M1_Ridge_G1_calendar_plus_recent_load_lags,96,validate,3624,22.630996066876758,28.909318139004256,18.077889368621697,48.42610436004058,57.51522604051033,-8.112792559486103,0.0693671900874072,0.6032373713979186,336.75393188417434,336.531726875,272.780849925,397.0144116,6.720336104244992,6.724773404583849
model,M1_Ridge_G1_calendar_plus_recent_load_lags,96,holdout,8615,19.954455301917953,25.883895893888646,16.630115186797156,40.070819796194485,48.947130218898394,-1.0229556679079346,0.06508553272300881,0.7670784639667112,309.6312977542073,292.32350125,253.32155755,394.5787484,6.444586011378693,6.8261550017672254
model,M1_Ridge_G1_calendar_plus_recent_load_lags,120,validate,3624,25.236993720592377,32.02502752957433,20.92408743870874,52.76780686705771,63.88910128675409,-9.718058393219527,0.07816594483724447,0.513106378131044,336.75393188417434,336.531726875,272.780849925,397.0144116,7.494194226445611,7.499142489458745
model,M1_Ridge_G1_calendar_plus_recent_load_lags,120,holdout,8615,21.839819937650557,28.0157037815625,18.387814722194435,43.03629574822588,53.90858717635031,-1.2474060992886935,0.07155970461164136,0.7271314831504763,309.6312977542073,292.32350125,253.32155755,394.5787484,7.053492362063323,7.471113285200007
model,M1_Ridge_G1_calendar_plus_recent_load_lags,144,validate,3624,26.883890932090093,34.18356902809277,22.245511292442217,57.69442095487807,69.47858176440717,-11.420050063298376,0.08417233525569254,0.44525950351032706,336.75393188417434,336.531726875,272.780849925,397.0144116,7.983244852308581,7.98851602543725
model,M1_Ridge_G1_calendar_plus_recent_load_lags,144,holdout,8615,23.8634496383218,30.364460905227308,20.06242315830275,46.57300937179501,60.910307753737925,-1.6783791269635397,0.07834649516933358,0.679460535787624,309.6312977542073,292.32350125,253.32155755,394.5787484,7.707053457259083,8.163370216995784
model,M1_Ridge_G1_calendar_plus_recent_load_lags,168,validate,3624,28.29070390517172,36.082751644247054,23.349886408696705,61.03914389113949,76.73113687947543,-12.93637717001453,0.08932732635568497,0.38190623851914374,336.75393188417434,336.531726875,272.780849925,397.0144116,8.401001807724175,8.406548817217436
model,M1_Ridge_G1_calendar_plus_recent_load_lags,168,holdout,8615,25.429918008576827,32.23836302098663,21.559115034773242,49.658955068530645,64.41783860008529,-2.060889279554074,0.08393808381573288,0.6386764076820312,309.6312977542073,292.32350125,253.32155755,394.5787484,8.21296754979973,8.699238309556485
model,M2_Ridge_G2_calendar_plus_load_rollups,1,validate,3624,12.481612150047523,15.27543537572531,11.20077504714942,24.622374346128183,28.680668531491627,-2.1195426317938075,0.03788163618526684,0.8892248730476834,336.75393188417434,336.531726875,272.780849925,397.0144116,3.706448824579884,3.7088961168536847
model,M2_Ridge_G2_calendar_plus_load_rollups,1,holdout,8615,11.165210225627044,13.847876806692621,9.486336458581036,22.682283605064157,26.694703679932857,-0.24593585523795275,0.036831197293704786,0.9333321055301216,309.6312977542073,292.32350125,253.32155755,394.5787484,3.6059695213661036,3.81947061316783
model,M2_Ridge_G2_calendar_plus_load_rollups,3,validate,3624,14.188534437416356,17.55136751489188,12.257993802316918,28.838423207047764,33.208511905043515,-2.562115557486849,0.04336334565507678,0.8537563619402105,336.75393188417434,336.531726875,272.780849925,397.0144116,4.213324060696184,4.2161060323107336
model,M2_Ridge_G2_calendar_plus_load_rollups,3,holdout,8615,12.772482979339287,16.024491573573332,10.639730592748265,26.37129391562535,31.35434076322756,-0.22575610311536007,0.04237477718723249,0.9107272578900627,309.6312977542073,292.32350125,253.32155755,394.5787484,4.125061992111142,4.3692973451409385
model,M2_Ridge_G2_calendar_plus_load_rollups,6,validate,3624,16.047651508853775,19.73110023946385,14.114906000028583,31.863406558905822,37.48609228050117,-2.743030603633149,0.049255588933713276,0.8151762967411736,336.75393188417434,336.531726875,272.780849925,397.0144116,4.765393953699499,4.768540445761434
model,M2_Ridge_G2_calendar_plus_load_rollups,6,holdout,8615,14.258346181940867,17.85960518647519,12.109976881297655,29.389524484706413,34.73330737870989,-0.1881006526392691,0.04742180516894261,0.8891095707763115,309.6312977542073,292.32350125,253.32155755,394.5787484,4.604943455444702,4.877591476898359
model,M2_Ridge_G2_calendar_plus_load_rollups,12,validate,3624,16.155083665910976,20.136768282178696,13.658327424792162,33.23645731081445,38.39065254424594,-3.042978712521841,0.04934106908310986,0.8074982831596114,336.75393188417434,336.531726875,272.780849925,397.0144116,4.797296226215252,4.8004637826945675
model,M2_Ridge_G2_calendar_plus_load_rollups,12,holdout,8615,14.571150708911135,18.27579051464555,12.371754109355322,29.93886141856167,35.60711109799258,-0.3324912487472971,0.04810996547228322,0.8838811571554341,309.6312977542073,292.32350125,253.32155755,394.5787484,4.70596829667977,4.984597764669505
model,M2_Ridge_G2_calendar_plus_load_rollups,24,validate,3624,16.910146434601934,21.15152497395959,14.448216128594225,34.1140323735242,40.4080775702181,-3.811645579322771,0.05095303580795882,0.7876078648547182,336.75393188417434,336.531726875,272.780849925,397.0144116,5.021514178019497,5.024829781021797
model,M2_Ridge_G2_calendar_plus_load_rollups,24,holdout,8615,15.159509553136138,19.297426763563276,12.380391556500228,31.613224088501568,38.85422655542353,-0.4222344989696473,0.04925593532849098,0.8705359587644286,309.6312977542073,292.32350125,253.32155755,394.5787484,4.895987473840618,5.185867536586279
model,M2_Ridge_G2_calendar_plus_load_rollups,48,validate,3624,20.095410338700635,25.52337085255019,16.522312288143567,40.96897652216171,49.92338791925444,-5.39768264249132,0.06085875197784341,0.6907347503682265,336.75393188417434,336.531726875,272.780849925,397.0144116,5.9673869956809895,5.971327139139185
model,M2_Ridge_G2_calendar_plus_load_rollups,48,holdout,8615,18.292104221044003,23.425968020346595,15.057542196282725,37.78024662881881,45.68541524755979,-0.6660696021181275,0.059409165595592305,0.809214462985591,309.6312977542073,292.32350125,253.32155755,394.5787484,5.907705181523578,6.2574867031988255
model,M2_Ridge_G2_calendar_plus_load_rollups,72,validate,3624,22.49092087569072,28.544696663896715,18.61490500734982,47.66668539144189,56.499180958787946,-7.324122018346078,0.0687483226297316,0.6131826668063627,336.75393188417434,336.531726875,272.780849925,397.0144116,6.678740393572127,6.683150229114848
model,M2_Ridge_G2_calendar_plus_load_rollups,72,holdout,8615,20.13849645765068,26.01334277866683,16.67243783360493,40.7745416775965,50.00878117899408,-0.9564207014392,0.06567740164051715,0.7647429298770316,309.6312977542073,292.32350125,253.32155755,394.5787484,6.5040248203969036,6.88911304480713
model,M2_Ridge_G2_calendar_plus_load_rollups,96,validate,3624,24.60418725693718,31.085197974188965,20.306154529985776,51.4075124402715,61.31783712124033,-8.494106734292938,0.0757215923631952,0.5412645134962397,336.75393188417434,336.531726875,272.780849925,397.0144116,7.306280618395193,7.311104805900236
model,M2_Ridge_G2_calendar_plus_load_rollups,96,holdout,8615,21.66564591702816,27.854363942390073,18.08132996991486,43.48565806187008,53.56407331194469,-1.082550197826366,0.0711015072159179,0.7302652824139114,309.6312977542073,292.32350125,253.32155755,394.5787484,6.997240290039048,7.411530658460243
model,M2_Ridge_G2_calendar_plus_load_rollups,120,validate,3624,26.798942774796554,34.02761350560569,22.204649282362112,56.1558031776548,68.60619304439899,-9.863417677609469,0.08333315804538455,0.4503097363159374,336.75393188417434,336.531726875,272.780849925,397.0144116,7.958019264943276,7.963273782133072
model,M2_Ridge_G2_calendar_plus_load_rollups,120,holdout,8615,23.24440168075847,29.865628557199468,19.174000163945607,46.408874045784664,57.20128327355759,-1.179443528874493,0.07662513383424242,0.6899057769980447,309.6312977542073,292.32350125,253.32155755,394.5787484,7.507122777753052,7.95160210566836
model,M2_Ridge_G2_calendar_plus_load_rollups,144,validate,3624,28.37028350822717,36.21287603976878,23.30213208125039,61.284596642642626,73.57569204844432,-11.041894637353357,0.08889220681323354,0.3774401654964301,336.75393188417434,336.531726875,272.780849925,397.0144116,8.42463318824294,8.430195801052932
model,M2_Ridge_G2_calendar_plus_load_rollups,144,holdout,8615,24.91578183833811,31.896136497221242,20.62782187106336,49.91941831139557,63.74125167124073,-1.4276661703954912,0.08214092019977408,0.6463069557507173,309.6312977542073,292.32350125,253.32155755,394.5787484,8.046919681264537,8.523359131850885
model,M2_Ridge_G2_calendar_plus_load_rollups,168,validate,3624,29.946063243815306,38.07997629895121,24.47941732278929,65.162586380589,79.99152560345136,-12.407499627558797,0.09445373555897177,0.3115880496025729,336.75393188417434,336.531726875,272.780849925,397.0144116,8.892565285359513,8.898436864152886
model,M2_Ridge_G2_calendar_plus_load_rollups,168,holdout,8615,26.471090172196778,33.80102783489427,21.959949142012306,52.73262308859365,67.63048628767756,-1.7403555644745066,0.08756734366079623,0.6027991492676279,309.6312977542073,292.32350125,253.32155755,394.5787484,8.549229475248383,9.055409523696918
model,M3_Ridge_G3_weather_normal,1,validate,3624,467.0222613534011,478.4105803784576,490.97075413876206,590.8393572086884,608.4366766025682,467.0222613534011,0.8113621353916689,-107.6567256719701,336.75393188417434,336.531726875,272.780849925,397.0144116,138.68353629617968,138.7751061958179
model,M3_Ridge_G3_weather_normal,1,holdout,8615,383.663023195744,399.28753572656103,360.64688621976103,555.01438202214,582.9568219352504,383.663023195744,0.7556652057458209,-54.42706258913431,309.6312977542073,292.32350125,253.32155755,394.5787484,123.90963897335239,131.2460413053239
model,M3_Ridge_G3_weather_normal,3,validate,3624,466.9586115312629,478.36707547721386,491.08351344365894,590.8712929620837,608.4140788757237,466.9586115312629,0.8112707193027173,-107.63696488330389,336.75393188417434,336.531726875,272.780849925,397.0144116,138.66463530762044,138.75619272732288
model,M3_Ridge_G3_weather_normal,3,holdout,8615,383.6055849509512,399.24096836265596,360.43297091717415,554.9867753730032,582.8489087643469,383.6055849509512,0.7555794203248019,-54.41413485434953,309.6312977542073,292.32350125,253.32155755,394.5787484,123.89108844399395,131.22639244214758
model,M3_Ridge_G3_weather_normal,6,validate,3624,466.86296151577426,478.2993115760922,491.2845802871862,591.0003491929647,608.4252817020393,466.86296151577426,0.8111362247612455,-107.60618875547523,336.75393188417434,336.531726875,272.780849925,397.0144116,138.63623177422932,138.7277704396602
model,M3_Ridge_G3_weather_normal,6,holdout,8615,383.5173251695186,399.1674548072466,360.48613453251005,555.020352680972,582.7131859054037,383.5173251695186,0.7554497957211912,-54.393729558576446,309.6312977542073,292.32350125,253.32155755,394.5787484,123.86258364422957,131.1961999393022
model,M3_Ridge_G3_weather_normal,12,validate,3624,466.68376576658494,478.17192424072374,491.3255712658025,590.981483112796,608.2401938241796,466.68376576658494,0.8108824160243255,-107.54834543317364,336.75393188417434,336.531726875,272.780849925,397.0144116,138.58301910698987,138.67452263718602
model,M3_Ridge_G3_weather_normal,12,holdout,8615,383.32949833033376,399.0141738966208,360.28113953290506,554.9921052538797,582.4776588288175,383.32949833033376,0.7551726185582427,-54.351195173735476,309.6312977542073,292.32350125,253.32155755,394.5787484,123.80192219283654,131.13194686406823
model,M3_Ridge_G3_weather_normal,24,validate,3624,466.4737773931336,478.0351718204117,491.74672693673654,590.4505503964701,608.6214335331515,466.4737773931336,0.8105605004543078,-107.48626681436491,336.75393188417434,336.531726875,272.780849925,397.0144116,138.5206624858581,138.612124843254
model,M3_Ridge_G3_weather_normal,24,holdout,8615,382.9281816804008,398.72291879024175,360.13185652193846,554.9096109388768,582.6302029398271,382.9281816804008,0.7545333606784712,-54.270418923057996,309.6312977542073,292.32350125,253.32155755,394.5787484,123.67231105441361,130.99466175075477
model,M3_Ridge_G3_weather_normal,48,validate,3624,466.1542869732067,477.71816604797925,490.9139864954198,590.5350612642052,608.3302676727658,466.1542869732067,0.8102392140932395,-107.34243066241253,336.75393188417434,336.531726875,272.780849925,397.0144116,138.42578893289337,138.51718864722469
model,M3_Ridge_G3_weather_normal,48,holdout,8615,382.3498210865703,398.2609830225798,360.2064055675291,554.1685421585997,582.432163431081,382.3498210865703,0.7536504142956826,-54.142427314604504,309.6312977542073,292.32350125,253.32155755,394.5787484,123.48552095986389,130.79681224794112
model,M3_Ridge_G3_weather_normal,72,validate,3624,465.8018085751209,477.37818707472974,490.1605797470295,590.2571806846894,608.3607840081736,465.8018085751209,0.8098712611144604,-107.18827683689727,336.75393188417434,336.531726875,272.780849925,397.0144116,138.3211195096995,138.41245011295368
model,M3_Ridge_G3_weather_normal,72,holdout,8615,381.71746897400544,397.76622230725906,359.79821214326506,553.540845615966,582.0815645566109,381.71746897400544,0.7526683371981936,-54.00550523836511,309.6312977542073,292.32350125,253.32155755,394.5787484,123.28129350703489,130.58049296130804
model,M3_Ridge_G3_weather_normal,96,validate,3624,465.4145541968267,477.01678724460976,489.65962269174895,589.7932798858964,608.0917173523244,465.4145541968267,0.809450375590407,-107.02453066722978,336.75393188417434,336.531726875,272.780849925,397.0144116,138.20612326418356,138.29737793777122
model,M3_Ridge_G3_weather_normal,96,holdout,8615,381.0462318764081,397.25032500522195,359.30593117937184,553.6011050161162,581.5706392379492,381.0462318764081,0.7516096698606252,-53.862915004473024,309.6312977542073,292.32350125,253.32155755,394.5787484,123.06450757406691,130.35087163605465
model,M3_Ridge_G3_weather_normal,120,validate,3624,465.01202509178074,476.65570672754285,488.76736376116503,589.3183712646066,607.4835751464996,465.01202509178074,0.8089935202086339,-106.86105302159436,336.75393188417434,336.531726875,272.780849925,397.0144116,138.08659114683195,138.17776689580978
model,M3_Ridge_G3_weather_normal,120,holdout,8615,380.3847169442767,396.7512287916793,359.0305055446774,553.3346325841245,580.8108358613899,380.3847169442767,0.7505501290567221,-53.72514458395532,309.6312977542073,292.32350125,253.32155755,394.5787484,122.85086155800539,130.12457613490517
model,M3_Ridge_G3_weather_normal,144,validate,3624,464.6416821356022,476.3426544748731,488.4302439488948,589.4683141786572,608.1272582136958,464.6416821356022,0.8085483761209321,-106.71942015374434,336.75393188417434,336.531726875,272.780849925,397.0144116,137.97661679431096,138.06771992947543
