utc_hour_start,local_hour_start,local_wall_hour,utc_offset,fold,quarter_count,price_mean,price_min,price_max
2024-12-31T23:00Z,2025-01-01T00:00+01:00,2025-01-01 00:00,+01:00,0,4,1.560931884,1.560931884,1.560931884
2025-01-01T00:00Z,2025-01-01T01:00+01:00,2025-01-01 01:00,+01:00,0,4,1.4176382335,1.4176382335,1.4176382335
2025-01-01T01:00Z,2025-01-01T02:00+01:00,2025-01-01 02:00,+01:00,0,4,1.394018401,1.394018401,1.394018401
2025-01-01T02:00Z,2025-01-01T03:00+01:00,2025-01-01 03:00,+01:00,0,4,1.3420547695,1.3420547695,1.3420547695
2025-01-01T03:00Z,2025-01-01T04:00+01:00,2025-01-01 04:00,+01:00,0,4,1.337330803,1.337330803,1.337330803
2025-01-01T04:00Z,2025-01-01T05:00+01:00,2025-01-01 05:00,+01:00,0,4,1.4050409895,1.4050409895,1.4050409895
2025-01-01T05:00Z,2025-01-01T06:00+01:00,2025-01-01 06:00,+01:00,0,4,1.752428047,1.752428047,1.752428047
2025-01-01T06:00Z,2025-01-01T07:00+01:00,2025-01-01 07:00,+01:00,0,4,1.7980930565,1.7980930565,1.7980930565
2025-01-01T07:00Z,2025-01-01T08:00+01:00,2025-01-01 08:00,+01:00,0,4,1.9303641185,1.9303641185,1.9303641185
2025-01-01T08:00Z,2025-01-01T09:00+01:00,2025-01-01 09:00,+01:00,0,4,2.0059475825,2.0059475825,2.0059475825
2025-01-01T09:00Z,2025-01-01T10:00+01:00,2025-01-01 10:00,+01:00,0,4,2.146091922,2.146091922,2.146091922
2025-01-01T10:00Z,2025-01-01T11:00+01:00,2025-01-01 11:00,+01:00,0,4,2.1508158885,2.1508158885,2.1508158885
2025-01-01T11:00Z,2025-01-01T12:00+01:00,2025-01-01 12:00,+01:00,0,4,2.1476665775,2.1476665775,2.1476665775
2025-01-01T12:00Z,2025-01-01T13:00+01:00,2025-01-01 13:00,+01:00,0,4,2.1586891660000003,2.1586891660000003,2.1586891660000003
2025-01-01T13:00Z,2025-01-01T14:00+01:00,2025-01-01 14:00,+01:00,0,4,2.3460731705,2.3460731705,2.3460731705
2025-01-01T14:00Z,2025-01-01T15:00+01:00,2025-01-01 15:00,+01:00,0,4,3.0105777915000003,3.0105777915000003,3.0105777915000003
2025-01-01T15:00Z,2025-01-01T16:00+01:00,2025-01-01 16:00,+01:00,0,4,3.8073534745,3.8073534745,3.8073534745
2025-01-01T16:00Z,2025-01-01T17:00+01:00,2025-01-01 17:00,+01:00,0,4,3.9648190245,3.9648190245,3.9648190245
2025-01-01T17:00Z,2025-01-01T18:00+01:00,2025-01-01 18:00,+01:00,0,4,3.374323212,3.374323212,3.374323212
2025-01-01T18:00Z,2025-01-01T19:00+01:00,2025-01-01 19:00,+01:00,0,4,2.6987960025000004,2.6987960025000004,2.6987960025000004
2025-01-01T19:00Z,2025-01-01T20:00+01:00,2025-01-01 20:00,+01:00,0,4,2.4940907875000002,2.4940907875000002,2.4940907875000002
2025-01-01T20:00Z,2025-01-01T21:00+01:00,2025-01-01 21:00,+01:00,0,4,2.3397745485,2.3397745485,2.3397745485
2025-01-01T21:00Z,2025-01-01T22:00+01:00,2025-01-01 22:00,+01:00,0,4,2.2112646055000003,2.2112646055000003,2.2112646055000003
2025-01-01T22:00Z,2025-01-01T23:00+01:00,2025-01-01 23:00,+01:00,0,4,1.913654716,1.913654716,1.913654716
2025-01-01T23:00Z,2025-01-02T00:00+01:00,2025-01-02 00:00,+01:00,0,4,1.5823833635,1.5823833635,1.5823833635
2025-01-02T00:00Z,2025-01-02T01:00+01:00,2025-01-02 01:00,+01:00,0,4,1.5603107744999998,1.5603107744999998,1.5603107744999998
2025-01-02T01:00Z,2025-01-02T02:00+01:00,2025-01-02 02:00,+01:00,0,4,1.6202220875,1.6202220875,1.6202220875
2025-01-02T02:00Z,2025-01-02T03:00+01:00,2025-01-02 03:00,+01:00,0,4,1.8094157075,1.8094157075,1.8094157075
2025-01-02T03:00Z,2025-01-02T04:00+01:00,2025-01-02 04:00,+01:00,0,4,1.8850931555,1.8850931555,1.8850931555
2025-01-02T04:00Z,2025-01-02T05:00+01:00,2025-01-02 05:00,+01:00,0,4,2.0648270945,2.0648270945,2.0648270945
2025-01-02T05:00Z,2025-01-02T06:00+01:00,2025-01-02 06:00,+01:00,0,4,2.2828633149999997,2.2828633149999997,2.2828633149999997
2025-01-02T06:00Z,2025-01-02T07:00+01:00,2025-01-02 07:00,+01:00,0,4,2.245024591,2.245024591,2.245024591
2025-01-02T07:00Z,2025-01-02T08:00+01:00,2025-01-02 08:00,+01:00,0,4,2.295476223,2.295476223,2.295476223
2025-01-02T08:00Z,2025-01-02T09:00+01:00,2025-01-02 09:00,+01:00,0,4,2.254484272,2.254484272,2.254484272
2025-01-02T09:00Z,2025-01-02T10:00+01:00,2025-01-02 10:00,+01:00,0,4,2.213492321,2.213492321,2.213492321
2025-01-02T10:00Z,2025-01-02T11:00+01:00,2025-01-02 11:00,+01:00,0,4,2.1993027995,2.1993027995,2.1993027995
2025-01-02T11:00Z,2025-01-02T12:00+01:00,2025-01-02 12:00,+01:00,0,4,2.1756535969999997,2.1756535969999997,2.1756535969999997
2025-01-02T12:00Z,2025-01-02T13:00+01:00,2025-01-02 13:00,+01:00,0,4,2.1315084189999998,2.1315084189999998,2.1315084189999998
2025-01-02T13:00Z,2025-01-02T14:00+01:00,2025-01-02 14:00,+01:00,0,4,2.1520043945,2.1520043945,2.1520043945
2025-01-02T14:00Z,2025-01-02T15:00+01:00,2025-01-02 15:00,+01:00,0,4,2.1709237565,2.1709237565,2.1709237565
2025-01-02T15:00Z,2025-01-02T16:00+01:00,2025-01-02 16:00,+01:00,0,4,2.2812867014999996,2.2812867014999996,2.2812867014999996
2025-01-02T16:00Z,2025-01-02T17:00+01:00,2025-01-02 17:00,+01:00,0,4,2.257637499,2.257637499,2.257637499
2025-01-02T17:00Z,2025-01-02T18:00+01:00,2025-01-02 18:00,+01:00,0,4,2.2008794129999996,2.2008794129999996,2.2008794129999996
2025-01-02T18:00Z,2025-01-02T19:00+01:00,2025-01-02 19:00,+01:00,0,4,2.1866898915,2.1866898915,2.1866898915
2025-01-02T19:00Z,2025-01-02T20:00+01:00,2025-01-02 20:00,+01:00,0,4,2.1803834374999997,2.1803834374999997,2.1803834374999997
2025-01-02T20:00Z,2025-01-02T21:00+01:00,2025-01-02 21:00,+01:00,0,4,2.194572959,2.194572959,2.194572959
2025-01-02T21:00Z,2025-01-02T22:00+01:00,2025-01-02 22:00,+01:00,0,4,1.9986093274999999,1.9986093274999999,1.9986093274999999
2025-01-02T22:00Z,2025-01-02T23:00+01:00,2025-01-02 23:00,+01:00,0,4,2.006492395,2.006492395,2.006492395
2025-01-02T23:00Z,2025-01-03T00:00+01:00,2025-01-03 00:00,+01:00,0,4,1.7277886812499998,1.7277886812499998,1.7277886812499998
2025-01-03T00:00Z,2025-01-03T01:00+01:00,2025-01-03 01:00,+01:00,0,4,1.79066523125,1.79066523125,1.79066523125
2025-01-03T01:00Z,2025-01-03T02:00+01:00,2025-01-03 02:00,+01:00,0,4,1.84882604,1.84882604,1.84882604
2025-01-03T02:00Z,2025-01-03T03:00+01:00,2025-01-03 03:00,+01:00,0,4,2.2040785475000004,2.2040785475000004,2.2040785475000004
2025-01-03T03:00Z,2025-01-03T04:00+01:00,2025-01-03 04:00,+01:00,0,4,2.8972925112500003,2.8972925112500003,2.8972925112500003
2025-01-03T04:00Z,2025-01-03T05:00+01:00,2025-01-03 05:00,+01:00,0,4,3.1880965550000004,3.1880965550000004,3.1880965550000004
2025-01-03T05:00Z,2025-01-03T06:00+01:00,2025-01-03 06:00,+01:00,0,4,3.8200959625,3.8200959625,3.8200959625
2025-01-03T06:00Z,2025-01-03T07:00+01:00,2025-01-03 07:00,+01:00,0,4,3.8515342374999997,3.8515342374999997,3.8515342374999997
2025-01-03T07:00Z,2025-01-03T08:00+01:00,2025-01-03 08:00,+01:00,0,4,3.886116340000001,3.886116340000001,3.886116340000001
2025-01-03T08:00Z,2025-01-03T09:00+01:00,2025-01-03 09:00,+01:00,0,4,3.8248117037500005,3.8248117037500005,3.8248117037500005
2025-01-03T09:00Z,2025-01-03T10:00+01:00,2025-01-03 10:00,+01:00,0,4,3.67233607,3.67233607,3.67233607
2025-01-03T10:00Z,2025-01-03T11:00+01:00,2025-01-03 11:00,+01:00,0,4,3.3909635087500005,3.3909635087500005,3.3909635087500005
2025-01-03T11:00Z,2025-01-03T12:00+01:00,2025-01-03 12:00,+01:00,0,4,3.3799601125000005,3.3799601125000005,3.3799601125000005
2025-01-03T12:00Z,2025-01-03T13:00+01:00,2025-01-03 13:00,+01:00,0,4,3.3799601125000005,3.3799601125000005,3.3799601125000005
2025-01-03T13:00Z,2025-01-03T14:00+01:00,2025-01-03 14:00,+01:00,0,4,3.1803270662500007,3.1803270662500007,3.1803270662500007
2025-01-03T14:00Z,2025-01-03T15:00+01:00,2025-01-03 15:00,+01:00,0,4,3.2667823225,3.2667823225,3.2667823225
2025-01-03T15:00Z,2025-01-03T16:00+01:00,2025-01-03 16:00,+01:00,0,4,3.3548094925000003,3.3548094925000003,3.3548094925000003
2025-01-03T16:00Z,2025-01-03T17:00+01:00,2025-01-03 17:00,+01:00,0,4,2.7653418362500006,2.7653418362500006,2.7653418362500006
2025-01-03T17:00Z,2025-01-03T18:00+01:00,2025-01-03 18:00,+01:00,0,4,2.71818442375,2.71818442375,2.71818442375
2025-01-03T18:00Z,2025-01-03T19:00+01:00,2025-01-03 19:00,+01:00,0,4,2.4509590862500006,2.4509590862500006,2.4509590862500006
2025-01-03T19:00Z,2025-01-03T20:00+01:00,2025-01-03 20:00,+01:00,0,4,2.40065784625,2.40065784625,2.40065784625
2025-01-03T20:00Z,2025-01-03T21:00+01:00,2025-01-03 21:00,+01:00,0,4,2.2639013500000003,2.2639013500000003,2.2639013500000003
2025-01-03T21:00Z,2025-01-03T22:00+01:00,2025-01-03 22:00,+01:00,0,4,1.79066523125,1.79066523125,1.79066523125
2025-01-03T22:00Z,2025-01-03T23:00+01:00,2025-01-03 23:00,+01:00,0,4,1.70578188875,1.70578188875,1.70578188875
2025-01-03T23:00Z,2025-01-04T00:00+01:00,2025-01-04 00:00,+01:00,0,4,1.6331560414999997,1.6331560414999997,1.6331560414999997
2025-01-04T00:00Z,2025-01-04T01:00+01:00,2025-01-04 01:00,+01:00,0,4,1.65047292625,1.65047292625,1.65047292625
2025-01-04T01:00Z,2025-01-04T02:00+01:00,2025-01-04 02:00,+01:00,0,4,1.65047292625,1.65047292625,1.65047292625
2025-01-04T02:00Z,2025-01-04T03:00+01:00,2025-01-04 03:00,+01:00,0,4,1.65047292625,1.65047292625,1.65047292625
2025-01-04T03:00Z,2025-01-04T04:00+01:00,2025-01-04 04:00,+01:00,0,4,1.636304566,1.636304566,1.636304566
2025-01-04T04:00Z,2025-01-04T05:00+01:00,2025-01-04 05:00,+01:00,0,4,1.6709383355,1.6709383355,1.6709383355
2025-01-04T05:00Z,2025-01-04T06:00+01:00,2025-01-04 06:00,+01:00,0,4,1.6536214507499998,1.6536214507499998,1.6536214507499998
2025-01-04T06:00Z,2025-01-04T07:00+01:00,2025-01-04 07:00,+01:00,0,4,1.67566112225,1.67566112225,1.67566112225
2025-01-04T07:00Z,2025-01-04T08:00+01:00,2025-01-04 08:00,+01:00,0,4,1.7465029235,1.7465029235,1.7465029235
2025-01-04T08:00Z,2025-01-04T09:00+01:00,2025-01-04 09:00,+01:00,0,4,1.7386316122499998,1.7386316122499998,1.7386316122499998
2025-01-04T09:00Z,2025-01-04T10:00+01:00,2025-01-04 10:00,+01:00,0,4,1.768542595,1.768542595,1.768542595
2025-01-04T10:00Z,2025-01-04T11:00+01:00,2025-01-04 11:00,+01:00,0,4,1.80160210225,1.80160210225,1.80160210225
2025-01-04T11:00Z,2025-01-04T12:00+01:00,2025-01-04 12:00,+01:00,0,4,1.9165232465,1.9165232465,1.9165232465
2025-01-04T12:00Z,2025-01-04T13:00+01:00,2025-01-04 13:00,+01:00,0,4,1.8567012809999999,1.8567012809999999,1.8567012809999999
2025-01-04T13:00Z,2025-01-04T14:00+01:00,2025-01-04 14:00,+01:00,0,4,1.94013718025,1.94013718025,1.94013718025
2025-01-04T14:00Z,2025-01-04T15:00+01:00,2025-01-04 15:00,+01:00,0,4,1.9637511140000001,1.9637511140000001,1.9637511140000001
2025-01-04T15:00Z,2025-01-04T16:00+01:00,2025-01-04 16:00,+01:00,0,4,2.1998904515,2.1998904515,2.1998904515
2025-01-04T16:00Z,2025-01-04T17:00+01:00,2025-01-04 17:00,+01:00,0,4,1.98421652325,1.98421652325,1.98421652325
2025-01-04T17:00Z,2025-01-04T18:00+01:00,2025-01-04 18:00,+01:00,0,4,2.196741927,2.196741927,2.196741927
2025-01-04T18:00Z,2025-01-04T19:00+01:00,2025-01-04 19:00,+01:00,0,4,2.2628609415,2.2628609415,2.2628609415
2025-01-04T19:00Z,2025-01-04T20:00+01:00,2025-01-04 20:00,+01:00,0,4,2.20776176275,2.20776176275,2.20776176275
2025-01-04T20:00Z,2025-01-04T21:00+01:00,2025-01-04 21:00,+01:00,0,4,2.2612866792500004,2.2612866792500004,2.2612866792500004
2025-01-04T21:00Z,2025-01-04T22:00+01:00,2025-01-04 22:00,+01:00,0,4,2.09756340525,2.09756340525,2.09756340525
2025-01-04T22:00Z,2025-01-04T23:00+01:00,2025-01-04 23:00,+01:00,0,4,2.06607816025,2.06607816025,2.06607816025
2025-01-04T23:00Z,2025-01-05T00:00+01:00,2025-01-05 00:00,+01:00,0,4,3.374012725,3.374012725,3.374012725
2025-01-05T00:00Z,2025-01-05T01:00+01:00,2025-01-05 01:00,+01:00,0,4,3.466884219375,3.466884219375,3.466884219375
2025-01-05T01:00Z,2025-01-05T02:00+01:00,2025-01-05 02:00,+01:00,0,4,3.435402356875001,3.435402356875001,3.435402356875001
2025-01-05T02:00Z,2025-01-05T03:00+01:00,2025-01-05 03:00,+01:00,0,4,3.211881133125001,3.211881133125001,3.211881133125001
2025-01-05T03:00Z,2025-01-05T04:00+01:00,2025-01-05 04:00,+01:00,0,4,3.1945661087500006,3.1945661087500006,3.1945661087500006
2025-01-05T04:00Z,2025-01-05T05:00+01:00,2025-01-05 05:00,+01:00,0,4,3.0088231200000006,3.0088231200000006,3.0088231200000006
2025-01-05T05:00Z,2025-01-05T06:00+01:00,2025-01-05 06:00,+01:00,0,4,3.1662324325,3.1662324325,3.1662324325
2025-01-05T06:00Z,2025-01-05T07:00+01:00,2025-01-05 07:00,+01:00,0,4,3.385031376875,3.385031376875,3.385031376875
2025-01-05T07:00Z,2025-01-05T08:00+01:00,2025-01-05 08:00,+01:00,0,4,3.340956769375001,3.340956769375001,3.340956769375001
2025-01-05T08:00Z,2025-01-05T09:00+01:00,2025-01-05 09:00,+01:00,0,4,3.570774365625,3.570774365625,3.570774365625
2025-01-05T09:00Z,2025-01-05T10:00+01:00,2025-01-05 10:00,+01:00,0,4,3.6290158112500004,3.6290158112500004,3.6290158112500004
2025-01-05T10:00Z,2025-01-05T11:00+01:00,2025-01-05 11:00,+01:00,0,4,3.7470727956250007,3.7470727956250007,3.7470727956250007
2025-01-05T11:00Z,2025-01-05T12:00+01:00,2025-01-05 12:00,+01:00,0,4,3.9186489462500007,3.9186489462500007,3.9186489462500007
2025-01-05T12:00Z,2025-01-05T13:00+01:00,2025-01-05 13:00,+01:00,0,4,3.880870711250001,3.880870711250001,3.880870711250001
2025-01-05T13:00Z,2025-01-05T14:00+01:00,2025-01-05 14:00,+01:00,0,4,4.124855145625001,4.124855145625001,4.124855145625001
2025-01-05T14:00Z,2025-01-05T15:00+01:00,2025-01-05 15:00,+01:00,0,4,4.922920360000001,4.922920360000001,4.922920360000001
2025-01-05T15:00Z,2025-01-05T16:00+01:00,2025-01-05 16:00,+01:00,0,4,9.36501115875,9.36501115875,9.36501115875
2025-01-05T16:00Z,2025-01-05T17:00+01:00,2025-01-05 17:00,+01:00,0,4,11.814300061249998,11.814300061249998,11.814300061249998
2025-01-05T17:00Z,2025-01-05T18:00+01:00,2025-01-05 18:00,+01:00,0,4,11.387720824374998,11.387720824374998,11.387720824374998
2025-01-05T18:00Z,2025-01-05T19:00+01:00,2025-01-05 19:00,+01:00,0,4,9.111582165624998,9.111582165624998,9.111582165624998
2025-01-05T19:00Z,2025-01-05T20:00+01:00,2025-01-05 20:00,+01:00,0,4,6.644978238750001,6.644978238750001,6.644978238750001
2025-01-05T20:00Z,2025-01-05T21:00+01:00,2025-01-05 21:00,+01:00,0,4,6.890536766250001,6.890536766250001,6.890536766250001
2025-01-05T21:00Z,2025-01-05T22:00+01:00,2025-01-05 22:00,+01:00,0,4,6.418308828750002,6.418308828750002,6.418308828750002
2025-01-05T22:00Z,2025-01-05T23:00+01:00,2025-01-05 23:00,+01:00,0,4,4.634861318125001,4.634861318125001,4.634861318125001
2025-01-05T23:00Z,2025-01-06T00:00+01:00,2025-01-06 00:00,+01:00,0,4,4.456988795000001,4.456988795000001,4.456988795000001
2025-01-06T00:00Z,2025-01-06T01:00+01:00,2025-01-06 01:00,+01:00,0,4,3.9469826225,3.9469826225,3.9469826225
2025-01-06T01:00Z,2025-01-06T02:00+01:00,2025-01-06 02:00,+01:00,0,4,3.5078106406250003,3.5078106406250003,3.5078106406250003
2025-01-06T02:00Z,2025-01-06T03:00+01:00,2025-01-06 03:00,+01:00,0,4,3.2291961575000006,3.2291961575000006,3.2291961575000006
2025-01-06T03:00Z,2025-01-06T04:00+01:00,2025-01-06 04:00,+01:00,0,4,3.08437959,3.08437959,3.08437959
2025-01-06T04:00Z,2025-01-06T05:00+01:00,2025-01-06 05:00,+01:00,0,4,3.0355827031250007,3.0355827031250007,3.0355827031250007
2025-01-06T05:00Z,2025-01-06T06:00+01:00,2025-01-06 06:00,+01:00,0,4,4.44078002375,4.44078002375,4.44078002375
2025-01-06T06:00Z,2025-01-06T07:00+01:00,2025-01-06 07:00,+01:00,0,4,5.2057892825000005,5.2057892825000005,5.2057892825000005
2025-01-06T07:00Z,2025-01-06T08:00+01:00,2025-01-06 08:00,+01:00,0,4,6.217931161875001,6.217931161875001,6.217931161875001
2025-01-06T08:00Z,2025-01-06T09:00+01:00,2025-01-06 09:00,+01:00,0,4,6.054225476875001,6.054225476875001,6.054225476875001
2025-01-06T09:00Z,2025-01-06T10:00+01:00,2025-01-06 10:00,+01:00,0,4,6.126633760624999,6.126633760624999,6.126633760624999
2025-01-06T10:00Z,2025-01-06T11:00+01:00,2025-01-06 11:00,+01:00,0,4,5.881075233125,5.881075233125,5.881075233125
2025-01-06T11:00Z,2025-01-06T12:00+01:00,2025-01-06 12:00,+01:00,0,4,5.5064410693750006,5.5064410693750006,5.5064410693750006
2025-01-06T12:00Z,2025-01-06T13:00+01:00,2025-01-06 13:00,+01:00,0,4,4.964953034375001,4.964953034375001,4.964953034375001
2025-01-06T13:00Z,2025-01-06T14:00+01:00,2025-01-06 14:00,+01:00,0,4,4.3982795093750005,4.3982795093750005,4.3982795093750005
2025-01-06T14:00Z,2025-01-06T15:00+01:00,2025-01-06 15:00,+01:00,0,4,4.541521983750001,4.541521983750001,4.541521983750001
2025-01-06T15:00Z,2025-01-06T16:00+01:00,2025-01-06 16:00,+01:00,0,4,4.6029116156250005,4.6029116156250005,4.6029116156250005
2025-01-06T16:00Z,2025-01-06T17:00+01:00,2025-01-06 17:00,+01:00,0,4,4.3620753675,4.3620753675,4.3620753675
2025-01-06T17:00Z,2025-01-06T18:00+01:00,2025-01-06 18:00,+01:00,0,4,3.264932459375,3.264932459375,3.264932459375
2025-01-06T18:00Z,2025-01-06T19:00+01:00,2025-01-06 19:00,+01:00,0,4,3.2224319450000007,3.2224319450000007,3.2224319450000007
2025-01-06T19:00Z,2025-01-06T20:00+01:00,2025-01-06 20:00,+01:00,0,4,3.856791474375,3.856791474375,3.856791474375
2025-01-06T20:00Z,2025-01-06T21:00+01:00,2025-01-06 21:00,+01:00,0,4,2.8005749875000006,2.8005749875000006,2.8005749875000006
2025-01-06T21:00Z,2025-01-06T22:00+01:00,2025-01-06 22:00,+01:00,0,4,2.5413174618750003,2.5413174618750003,2.5413174618750003
2025-01-06T22:00Z,2025-01-06T23:00+01:00,2025-01-06 23:00,+01:00,0,4,1.955754819375,1.955754819375,1.955754819375
2025-01-06T23:00Z,2025-01-07T00:00+01:00,2025-01-07 00:00,+01:00,0,4,2.15783895575,2.15783895575,2.15783895575
2025-01-07T00:00Z,2025-01-07T01:00+01:00,2025-01-07 01:00,+01:00,0,4,1.856707615625,1.856707615625,1.856707615625
2025-01-07T01:00Z,2025-01-07T02:00+01:00,2025-01-07 02:00,+01:00,0,4,1.69116420875,1.69116420875,1.69116420875
2025-01-07T02:00Z,2025-01-07T03:00+01:00,2025-01-07 03:00,+01:00,0,4,1.576072125875,1.576072125875,1.576072125875
2025-01-07T03:00Z,2025-01-07T04:00+01:00,2025-01-07 04:00,+01:00,0,4,1.637559677,1.637559677,1.637559677
2025-01-07T04:00Z,2025-01-07T05:00+01:00,2025-01-07 05:00,+01:00,0,4,1.71008345525,1.71008345525,1.71008345525
2025-01-07T05:00Z,2025-01-07T06:00+01:00,2025-01-07 06:00,+01:00,0,4,2.363263471375,2.363263471375,2.363263471375
2025-01-07T06:00Z,2025-01-07T07:00+01:00,2025-01-07 07:00,+01:00,0,4,2.2213691226249996,2.2213691226249996,2.2213691226249996
2025-01-07T07:00Z,2025-01-07T08:00+01:00,2025-01-07 08:00,+01:00,0,4,2.2860098815,2.2860098815,2.2860098815
2025-01-07T08:00Z,2025-01-07T09:00+01:00,2025-01-07 09:00,+01:00,0,4,2.33015479,2.33015479,2.33015479
2025-01-07T09:00Z,2025-01-07T10:00+01:00,2025-01-07 10:00,+01:00,0,4,2.3317313938749997,2.3317313938749997,2.3317313938749997
2025-01-07T10:00Z,2025-01-07T11:00+01:00,2025-01-07 11:00,+01:00,0,4,2.2418649729999998,2.2418649729999998,2.2418649729999998
2025-01-07T11:00Z,2025-01-07T12:00+01:00,2025-01-07 12:00,+01:00,0,4,2.262360823375,2.262360823375,2.262360823375
2025-01-07T12:00Z,2025-01-07T13:00+01:00,2025-01-07 13:00,+01:00,0,4,2.20717968775,2.20717968775,2.20717968775
2025-01-07T13:00Z,2025-01-07T14:00+01:00,2025-01-07 14:00,+01:00,0,4,2.2844332776250003,2.2844332776250003,2.2844332776250003
2025-01-07T14:00Z,2025-01-07T15:00+01:00,2025-01-07 15:00,+01:00,0,4,2.2513245962500004,2.2513245962500004,2.2513245962500004
2025-01-07T15:00Z,2025-01-07T16:00+01:00,2025-01-07 16:00,+01:00,0,4,2.2481713885,2.2481713885,2.2481713885
2025-01-07T16:00Z,2025-01-07T17:00+01:00,2025-01-07 17:00,+01:00,0,4,2.161458175375,2.161458175375,2.161458175375
2025-01-07T17:00Z,2025-01-07T18:00+01:00,2025-01-07 18:00,+01:00,0,4,2.256054407875,2.256054407875,2.256054407875
2025-01-07T18:00Z,2025-01-07T19:00+01:00,2025-01-07 19:00,+01:00,0,4,2.28285667375,2.28285667375,2.28285667375
2025-01-07T19:00Z,2025-01-07T20:00+01:00,2025-01-07 20:00,+01:00,0,4,2.133079305625,2.133079305625,2.133079305625
2025-01-07T20:00Z,2025-01-07T21:00+01:00,2025-01-07 21:00,+01:00,0,4,2.13150270175,2.13150270175,2.13150270175
2025-01-07T21:00Z,2025-01-07T22:00+01:00,2025-01-07 22:00,+01:00,0,4,1.6012977878749999,1.6012977878749999,1.6012977878749999
2025-01-07T22:00Z,2025-01-07T23:00+01:00,2025-01-07 23:00,+01:00,0,4,1.484629101125,1.484629101125,1.484629101125
2025-01-07T23:00Z,2025-01-08T00:00+01:00,2025-01-08 00:00,+01:00,0,4,1.39851992,1.39851992,1.39851992
2025-01-08T00:00Z,2025-01-08T01:00+01:00,2025-01-08 01:00,+01:00,0,4,1.41430168875,1.41430168875,1.41430168875
2025-01-08T01:00Z,2025-01-08T02:00+01:00,2025-01-08 02:00,+01:00,0,4,1.50267959375,1.50267959375,1.50267959375
2025-01-08T02:00Z,2025-01-08T03:00+01:00,2025-01-08 03:00,+01:00,0,4,1.4963668862500001,1.4963668862500001,1.4963668862500001
2025-01-08T03:00Z,2025-01-08T04:00+01:00,2025-01-08 04:00,+01:00,0,4,1.614730151875,1.614730151875,1.614730151875
2025-01-08T04:00Z,2025-01-08T05:00+01:00,2025-01-08 05:00,+01:00,0,4,1.8672384518749998,1.8672384518749998,1.8672384518749998
2025-01-08T05:00Z,2025-01-08T06:00+01:00,2025-01-08 06:00,+01:00,0,4,2.5869520037500005,2.5869520037500005,2.5869520037500005
2025-01-08T06:00Z,2025-01-08T07:00+01:00,2025-01-08 07:00,+01:00,0,4,2.5995774187500005,2.5995774187500005,2.5995774187500005
2025-01-08T07:00Z,2025-01-08T08:00+01:00,2025-01-08 08:00,+01:00,0,4,2.8378821268750007,2.8378821268750007,2.8378821268750007
2025-01-08T08:00Z,2025-01-08T09:00+01:00,2025-01-08 09:00,+01:00,0,4,2.9436199775000005,2.9436199775000005,2.9436199775000005
2025-01-08T09:00Z,2025-01-08T10:00+01:00,2025-01-08 10:00,+01:00,0,4,3.144048440625,3.144048440625,3.144048440625
2025-01-08T10:00Z,2025-01-08T11:00+01:00,2025-01-08 11:00,+01:00,0,4,3.188237393125001,3.188237393125001,3.188237393125001
2025-01-08T11:00Z,2025-01-08T12:00+01:00,2025-01-08 12:00,+01:00,0,4,3.21822275375,3.21822275375,3.21822275375
2025-01-08T12:00Z,2025-01-08T13:00+01:00,2025-01-08 13:00,+01:00,0,4,3.3176478968750005,3.3176478968750005,3.3176478968750005
2025-01-08T13:00Z,2025-01-08T14:00+01:00,2025-01-08 14:00,+01:00,0,4,3.3239606043750007,3.3239606043750007,3.3239606043750007
2025-01-08T14:00Z,2025-01-08T15:00+01:00,2025-01-08 15:00,+01:00,0,4,3.2497862912500004,3.2497862912500004,3.2497862912500004
2025-01-08T15:00Z,2025-01-08T16:00+01:00,2025-01-08 16:00,+01:00,0,4,3.144048440625,3.144048440625,3.144048440625
2025-01-08T16:00Z,2025-01-08T17:00+01:00,2025-01-08 17:00,+01:00,0,4,3.2529426450000005,3.2529426450000005,3.2529426450000005
2025-01-08T17:00Z,2025-01-08T18:00+01:00,2025-01-08 18:00,+01:00,0,4,3.1724556243750004,3.1724556243750004,3.1724556243750004
2025-01-08T18:00Z,2025-01-08T19:00+01:00,2025-01-08 19:00,+01:00,0,4,3.0935467806250005,3.0935467806250005,3.0935467806250005
2025-01-08T19:00Z,2025-01-08T20:00+01:00,2025-01-08 20:00,+01:00,0,4,3.159830209375,3.159830209375,3.159830209375
2025-01-08T20:00Z,2025-01-08T21:00+01:00,2025-01-08 21:00,+01:00,0,4,3.0793431887500002,3.0793431887500002,3.0793431887500002
2025-01-08T21:00Z,2025-01-08T22:00+01:00,2025-01-08 22:00,+01:00,0,4,2.571105338125,2.571105338125,2.571105338125
2025-01-08T22:00Z,2025-01-08T23:00+01:00,2025-01-08 23:00,+01:00,0,4,2.5774180456250004,2.5774180456250004,2.5774180456250004
2025-01-08T23:00Z,2025-01-09T00:00+01:00,2025-01-09 00:00,+01:00,0,4,4.3478391499999995,4.3478391499999995,4.3478391499999995
2025-01-09T00:00Z,2025-01-09T01:00+01:00,2025-01-09 01:00,+01:00,0,4,4.51570817,4.51570817,4.51570817
2025-01-09T01:00Z,2025-01-09T02:00+01:00,2025-01-09 02:00,+01:00,0,4,4.607561029999999,4.607561029999999,4.607561029999999
2025-01-09T02:00Z,2025-01-09T03:00+01:00,2025-01-09 03:00,+01:00,0,4,4.75959335,4.75959335,4.75959335
