normalized_delta_vs_direct_MW,normalized_delta_vs_direct_percent,normalized_delta_vs_raw_decomposition_MW,normalized_delta_vs_raw_decomposition_percent,full36_delta_vs_direct_percent,daily_energy_delta_vs_direct_percent,reconciled_delta_vs_direct_percent,normalized_beats_direct_threshold,normalization_improves_raw_decomposition
9.355704460106892,3.498063611370563,-24.40115157748511,-8.101025030247728,3.560412841378544,5.367098947777996,3.498063611370563,False,True
