MAE_0_12h,MAE_0_24h,MAE_0_36h,MAE_0_6h,MAE_24_36h,RMSE_0_36h,absolute_energy_error_MWh_36h,area_code,bias_0_36h,energy_error_percent_36h,forecast_origin_local,forecast_origin_utc,forecast_rows,mean_actual_mw,model_name,origin_id,origin_month,origin_weekday,p90_absolute_error,p95_absolute_error,signed_energy_error_MWh_36h,train_rows,weather_protocol,weather_source_package
74.60719483219863,190.942821721986,191.0853221839384,50.38113776081366,191.37032310784312,280.95829353786434,261.35992829817405,SE1,7.259998008282953,0.6280576928393667,2025-08-25T06:00:00+02:00,2025-08-25T04:00:00Z,36,1155.9444444444443,P0056H2_HGB_no_price_static_style_lags,20250825T060000+0200,8,0,574.5405638090374,603.8980511752457,261.35992829817405,8263,actual_weather_proxy_LABB,P0056D
75.65694981413417,62.80005773498525,54.13960216886471,107.95155070873265,36.818691036623626,69.23789590774891,569.2435834286589,SE1,15.81232176190714,1.3472902024299045,2025-08-30T06:00:00+02:00,2025-08-30T04:00:00Z,36,1173.638888888889,P0056H2_HGB_no_price_static_style_lags,20250830T060000+0200,8,5,100.25341799882528,149.5135585512317,569.2435834286589,8299,actual_weather_proxy_LABB,P0056D
119.96868738448404,103.662030321742,113.21927350774776,78.6748688576361,132.33375987975936,145.62357193016956,1114.5899058928771,SE1,-30.960830719246644,2.4734036923704084,2025-09-04T06:00:00+02:00,2025-09-04T04:00:00Z,36,1251.75,P0056H2_HGB_no_price_static_style_lags,20250904T060000+0200,9,3,262.9112170838646,288.830295297257,-1114.5899058928771,8335,actual_weather_proxy_LABB,P0056D
80.83171665332884,62.86872881407992,86.16394137966738,131.41894539570546,132.7543665108423,131.51128390378213,2158.5443782405055,SE1,59.95956606223641,5.215513031242915,2025-09-09T06:00:00+02:00,2025-09-09T04:00:00Z,36,1149.638888888889,P0056H2_HGB_no_price_static_style_lags,20250909T060000+0200,9,1,204.93638794157334,281.3790678280841,2158.5443782405055,8371,actual_weather_proxy_LABB,P0056D
54.47441120567561,72.42370276294291,107.49631059438683,67.84610426033987,177.64152625727465,145.35011866779385,415.4505481696033,SE1,11.540293004711165,1.0834260370562856,2025-09-14T06:00:00+02:00,2025-09-14T04:00:00Z,36,1065.1666666666667,P0056H2_HGB_no_price_static_style_lags,20250914T060000+0200,9,6,223.48603639553585,313.2689784659203,415.4505481696033,8407,actual_weather_proxy_LABB,P0056D
93.84245882802493,121.41800128842753,157.2526815057282,117.73558130135655,228.9220419403297,203.699535584083,3760.9076248259807,SE1,104.46965624516575,10.286383744942784,2025-09-19T06:00:00+02:00,2025-09-19T04:00:00Z,36,1015.6111111111111,P0056H2_HGB_no_price_static_style_lags,20250919T060000+0200,9,4,391.29753569105765,401.242773167683,3760.9076248259807,8443,actual_weather_proxy_LABB,P0056D
156.5206160773267,123.99190989374578,139.82338707516524,172.82999478042566,171.48634143800425,182.62929270973365,1390.2712385920313,SE1,38.61864551644532,3.6390724494608713,2025-09-24T06:00:00+02:00,2025-09-24T04:00:00Z,36,1061.2222222222222,P0056H2_HGB_no_price_static_style_lags,20250924T060000+0200,9,2,376.7177837275136,380.5910796219763,1390.2712385920313,8479,actual_weather_proxy_LABB,P0056D
90.25551630730865,93.00709574965617,83.2313850746655,100.16750013439689,63.67996372468415,109.00846230905938,1131.5247448670634,SE1,-31.431242912974273,2.7053142659280436,2025-09-29T06:00:00+02:00,2025-09-29T04:00:00Z,36,1161.8333333333333,P0056H2_HGB_no_price_static_style_lags,20250929T060000+0200,9,0,159.6526971332039,206.67010848964435,-1131.5247448670634,8515,actual_weather_proxy_LABB,P0056D
130.19878821738982,146.7857987066852,153.09224468671084,156.8711774817247,165.70513664676204,191.33220518136687,3202.6479101598816,SE1,-88.9624419488855,6.958798666231844,2025-10-09T06:00:00+02:00,2025-10-09T04:00:00Z,36,1278.4166666666667,P0056H2_HGB_no_price_static_style_lags,20251009T060000+0200,10,3,323.3973480406704,386.5609611839304,-3202.6479101598816,8586,actual_weather_proxy_LABB,P0056D
45.78677315333878,104.18082077210994,135.50815286068755,47.39336082757768,198.1628170378426,180.1743779594588,4495.799324026164,SE1,-124.88331455628193,9.06996312949113,2025-10-14T06:00:00+02:00,2025-10-14T04:00:00Z,36,1376.888888888889,P0056H2_HGB_no_price_static_style_lags,20251014T060000+0200,10,1,323.6497652369759,338.93523563475753,-4495.799324026164,8622,actual_weather_proxy_LABB,P0056D
154.9578978117938,194.60719880656018,180.18582202090607,82.61306773269973,151.34306844959787,208.32233518999627,5736.465757752027,SE1,159.34627104866706,12.34020082982409,2025-10-19T06:00:00+02:00,2025-10-19T04:00:00Z,36,1291.2777777777778,P0056H2_HGB_no_price_static_style_lags,20251019T060000+0200,10,6,288.0827373388797,401.0051153660874,5736.465757752027,8658,actual_weather_proxy_LABB,P0056D
135.89814492887396,202.60319014466606,215.86603398171525,176.63033605884218,242.39172165581374,266.7147462812611,5982.948515100012,SE1,166.19301430833397,15.663398997565285,2025-10-24T06:00:00+02:00,2025-10-24T04:00:00Z,36,1061.0277777777778,P0056H2_HGB_no_price_static_style_lags,20251024T060000+0200,10,4,433.41120302441277,486.999280505836,5982.948515100012,8694,actual_weather_proxy_LABB,P0056D
60.640591661465955,86.86649624101933,75.85730676164354,80.9337122126044,53.838927802891895,104.49558617957074,1216.822470683066,SE1,33.800624185641006,2.875765061997651,2025-10-29T06:00:00+01:00,2025-10-29T05:00:00Z,36,1175.361111111111,P0056H2_HGB_no_price_static_style_lags,20251029T060000+0100,10,2,197.6860021429335,198.92994241951203,1216.822470683066,8730,actual_weather_proxy_LABB,P0056D
102.11954416674625,94.89246081411527,84.16815187436715,100.24001589751754,62.719533994870936,91.88634788097052,1226.4340371934159,SE1,34.06761214426117,2.777817121228094,2025-11-03T06:00:00+01:00,2025-11-03T05:00:00Z,36,1226.4166666666667,P0056H2_HGB_no_price_static_style_lags,20251103T060000+0100,11,0,124.37618325825986,136.56179905412785,1226.4340371934159,8766,actual_weather_proxy_LABB,P0056D
85.49553857890594,105.14858120488127,91.6990443416356,48.33515696058324,64.79997061514428,120.78490135240271,699.9067062936083,SE1,-19.441852952600485,1.4655276734654052,2025-11-08T06:00:00+01:00,2025-11-08T05:00:00Z,36,1326.611111111111,P0056H2_HGB_no_price_static_style_lags,20251108T060000+0100,11,5,225.67466559436946,237.47072821939634,-699.9067062936083,8802,actual_weather_proxy_LABB,P0056D
144.9072052475748,196.97634596245803,190.79950036676038,128.85096461786057,178.44580917536504,254.1714187934277,3615.4412419918663,SE1,100.42892338866298,6.7896885237128695,2025-11-13T06:00:00+01:00,2025-11-13T05:00:00Z,36,1479.138888888889,P0056H2_HGB_no_price_static_style_lags,20251113T060000+0100,11,3,469.15608111055735,518.4411688983587,3615.4412419918663,8838,actual_weather_proxy_LABB,P0056D
43.47809099892453,62.839856041005646,53.90419745257034,52.1621368617543,36.03288027569971,68.94572241466983,490.248388082211,SE1,-13.618010780061361,0.8315496100179983,2025-11-18T06:00:00+01:00,2025-11-18T05:00:00Z,36,1637.6666666666667,P0056H2_HGB_no_price_static_style_lags,20251118T060000+0100,11,1,108.73927449678183,136.3344177687094,-490.248388082211,8874,actual_weather_proxy_LABB,P0056D
79.54924116335661,71.40660608968706,98.00559331499113,83.55651654217952,151.20356776559925,122.55626980727001,1555.8103126924689,SE1,-43.216953130346226,2.6275697297672203,2025-11-23T06:00:00+01:00,2025-11-23T05:00:00Z,36,1644.75,P0056H2_HGB_no_price_static_style_lags,20251123T060000+0100,11,6,189.6489373737104,255.07890552238547,-1555.8103126924689,8910,actual_weather_proxy_LABB,P0056D
195.9153977167022,152.85989202320067,121.79571926789839,197.0413162472411,59.66737375729375,159.47248662296678,2553.826333738165,SE1,-70.93962038161605,4.857676628189688,2025-11-28T06:00:00+01:00,2025-11-28T05:00:00Z,36,1460.361111111111,P0056H2_HGB_no_price_static_style_lags,20251128T060000+0100,11,4,245.9615917024655,311.2765014585503,-2553.826333738165,8946,actual_weather_proxy_LABB,P0056D
296.9116622864028,252.36058063698496,196.2668873629068,309.36764977321025,84.07950081475043,254.69622819486193,5268.870839466181,SE1,-146.35752331850478,9.349401574181924,2025-12-03T06:00:00+01:00,2025-12-03T05:00:00Z,36,1565.4212962962965,P0056H2_HGB_no_price_static_style_lags,20251203T060000+0100,12,2,433.64138052061594,469.6605084222524,-5268.870839466181,8982,actual_weather_proxy_LABB,P0056D
111.67697733897377,160.2724495782603,177.369553186728,78.76846103426344,211.56376040366345,195.99708734893176,6335.894920666869,SE1,175.9970811296349,11.602839569831145,2025-12-08T06:00:00+01:00,2025-12-08T05:00:00Z,36,1516.8449074074074,P0056H2_HGB_no_price_static_style_lags,20251208T060000+0100,12,0,290.3030787388701,294.84768700402435,6335.894920666869,9018,actual_weather_proxy_LABB,P0056D
268.13749558958284,212.2967540526753,343.0667121427971,356.40540178800694,604.6066283230406,416.63790306680613,4418.560882738857,SE1,-122.73780229830192,7.5553556751829305,2025-12-13T06:00:00+01:00,2025-12-13T05:00:00Z,36,1624.513888888889,P0056H2_HGB_no_price_static_style_lags,20251213T060000+0100,12,5,688.9473765683125,721.7769444579334,-4418.560882738857,9054,actual_weather_proxy_LABB,P0056D
230.27219451815583,195.66910649665894,216.3014674188283,333.32615769975405,257.56618926316713,276.3466942330145,6124.457510691667,SE1,170.1238197414352,12.784189015460672,2025-12-18T06:00:00+01:00,2025-12-18T05:00:00Z,36,1330.736111111111,P0056H2_HGB_no_price_static_style_lags,20251218T060000+0100,12,3,488.2122130649366,579.804902472576,6124.457510691667,9090,actual_weather_proxy_LABB,P0056D
149.36635387647334,131.30931246476425,120.53431704531243,230.6429108914327,98.98432620640888,156.12002642248498,2381.316058454722,SE1,-66.14766829040926,4.459873597727699,2025-12-23T06:00:00+01:00,2025-12-23T05:00:00Z,36,1483.173611111111,P0056H2_HGB_no_price_static_style_lags,20251223T060000+0100,12,1,285.7846829032163,324.04161861665983,-2381.316058454722,9126,actual_weather_proxy_LABB,P0056D
79.91346117179425,64.42836440847167,64.77173569782478,98.87260243310898,65.45847827653104,85.86493754105709,1636.033713081888,SE1,45.44538091894084,3.2422763106626373,2025-12-28T06:00:00+01:00,2025-12-28T05:00:00Z,36,1401.6504629629628,P0056H2_HGB_no_price_static_style_lags,20251228T060000+0100,12,6,136.09977803408344,166.96276744291788,1636.033713081888,9162,actual_weather_proxy_LABB,P0056D
80.41304998374056,81.86766344752708,91.32751086301317,108.79977790777464,110.24720569398538,114.3807204116376,1534.1461387123854,SE1,42.61517051978868,2.4697354308543473,2026-01-02T06:00:00+01:00,2026-01-02T05:00:00Z,36,1725.4953703703704,P0056H2_HGB_no_price_static_style_lags,20260102T060000+0100,1,4,189.42349301430295,211.51831643096943,1534.1461387123854,9198,actual_weather_proxy_LABB,P0056D
91.47922564949693,127.98239128256591,144.52638058154818,98.49247499349603,177.61435917951272,168.90901978015367,3894.2147383654956,SE1,-108.17263162126335,5.536699805143978,2026-01-07T06:00:00+01:00,2026-01-07T05:00:00Z,36,1953.738425925926,P0056H2_HGB_no_price_static_style_lags,20260107T060000+0100,1,2,266.427928578369,289.1285587599658,-3894.2147383654956,9234,actual_weather_proxy_LABB,P0056D
96.09314950119467,95.72071158224448,111.91612646151381,111.947474003084,144.30695622005243,141.47396818901026,1799.6978285202204,SE1,49.991606347783915,2.8303254689814548,2026-01-12T06:00:00+01:00,2026-01-12T05:00:00Z,36,1766.2847222222222,P0056H2_HGB_no_price_static_style_lags,20260112T060000+0100,1,0,233.96934842421842,240.54861214474948,1799.6978285202204,9270,actual_weather_proxy_LABB,P0056D
126.16837562517325,197.36197509652538,181.10323241394352,90.34550300337158,148.58574704877978,208.17369106071365,5319.677165966372,SE1,147.76881016573256,11.502543541066153,2026-01-17T06:00:00+01:00,2026-01-17T05:00:00Z,36,1284.662037037037,P0056H2_HGB_no_price_static_style_lags,20260117T060000+0100,1,5,289.9338443650621,328.3262627463543,5319.677165966372,9306,actual_weather_proxy_LABB,P0056D
60.4585058789836,58.854583786843335,50.41750691020717,63.724307994143224,33.54335315693485,62.91584275783277,1301.194120548098,SE1,-36.14428112633595,2.329495596904193,2026-01-22T06:00:00+01:00,2026-01-22T05:00:00Z,36,1551.5925925925924,P0056H2_HGB_no_price_static_style_lags,20260122T060000+0100,1,3,91.92099333850103,106.42379307118296,-1301.194120548098,9342,actual_weather_proxy_LABB,P0056D
121.71291097082673,104.45699805993586,86.43131645020821,173.4194590697399,50.37995323075294,104.81625650762966,583.2704718223031,SE1,-16.201957550619927,0.9893458110637231,2026-01-27T06:00:00+01:00,2026-01-27T05:00:00Z,36,1637.6435185185185,P0056H2_HGB_no_price_static_style_lags,20260127T060000+0100,1,1,156.37543100337473,187.87430328048197,-583.2704718223031,9378,actual_weather_proxy_LABB,P0056D
180.66444681844754,211.7625314935759,247.77262481290836,154.7378049450867,319.7928114515734,277.6126634933535,3865.3127657291698,SE1,107.36979904803253,6.853209162396691,2026-02-01T06:00:00+01:00,2026-02-01T05:00:00Z,36,1566.7083333333333,P0056H2_HGB_no_price_static_style_lags,20260201T060000+0100,2,6,410.91066871811563,430.92901019827275,3865.3127657291698,9414,actual_weather_proxy_LABB,P0056D
90.45512291066801,96.71263146514077,100.03728709952098,83.5324764187538,106.68659836828141,126.72203876550387,456.3511796963576,SE1,-12.676421658232313,0.8038786296954145,2026-02-06T06:00:00+01:00,2026-02-06T05:00:00Z,36,1576.9074074074076,P0056H2_HGB_no_price_static_style_lags,20260206T060000+0100,2,4,174.33794052900498,222.13987896096273,-456.3511796963576,9450,actual_weather_proxy_LABB,P0056D
83.51192777713855,89.2468313777523,90.54576487040174,110.30021418992003,93.1436318557006,129.0723345665471,2694.878603033576,SE1,74.85773897315512,4.902988507083865,2026-02-11T06:00:00+01:00,2026-02-11T05:00:00Z,36,1526.7777777777778,P0056H2_HGB_no_price_static_style_lags,20260211T060000+0100,2,2,149.68869629698872,192.07267466793445,2694.878603033576,9486,actual_weather_proxy_LABB,P0056D
233.66407839164768,189.54345714344825,216.13559376222403,178.2137706456714,269.3198669997755,251.47047299041458,3350.098039006887,SE1,93.0582788613025,5.883850980186148,2026-02-16T06:00:00+01:00,2026-02-16T05:00:00Z,36,1581.5879629629628,P0056H2_HGB_no_price_static_style_lags,20260216T060000+0100,2,0,393.96779932570905,422.08100050563957,3350.098039006887,9522,actual_weather_proxy_LABB,P0056D
75.08866229193812,143.8652287347953,119.15783752871185,30.954756505965367,69.74305511654491,165.58230889664867,1434.85620723202,SE1,39.85711686755594,2.675647687676839,2026-02-21T06:00:00+01:00,2026-02-21T05:00:00Z,36,1489.625,P0056H2_HGB_no_price_static_style_lags,20260221T060000+0100,2,5,328.062560242167,363.72911489361957,1434.85620723202,9558,actual_weather_proxy_LABB,P0056D
35.2136012871019,37.22374119818508,43.91623179586175,32.80987384866228,57.301212991215074,58.66849288009517,695.4783755749013,SE1,19.31884376596984,1.2862773561136778,2026-02-26T06:00:00+01:00,2026-02-26T05:00:00Z,36,1501.9189814814815,P0056H2_HGB_no_price_static_style_lags,20260226T060000+0100,2,3,100.73438412414555,127.77912632611225,695.4783755749013,9594,actual_weather_proxy_LABB,P0056D
427.4980272630767,300.24147205205026,257.09911135873756,638.8125691909736,170.81438997211225,346.0380234620433,1137.1802305473902,SE1,31.588339737428026,2.125044228387157,2026-03-03T06:00:00+01:00,2026-03-03T05:00:00Z,36,1486.4791666666667,P0056H2_HGB_no_price_static_style_lags,20260303T060000+0100,3,1,595.823844368057,765.1179705634925,1137.1802305473902,9630,actual_weather_proxy_LABB,P0056D
255.69961042818815,180.1258246236756,174.8347486887944,312.73907468398056,164.25259681903202,220.45018243165183,103.43811482816818,SE1,2.873280967449451,0.19298185754922167,2026-03-08T06:00:00+01:00,2026-03-08T05:00:00Z,36,1488.886574074074,P0056H2_HGB_no_price_static_style_lags,20260308T060000+0100,3,6,331.2397498705351,445.4748320843914,103.43811482816818,9666,actual_weather_proxy_LABB,P0056D
106.66335434121153,114.27166237423738,124.79165336317884,63.640826095605384,145.83163534106163,169.45779499569952,1318.5055261171,SE1,36.625153503252434,2.9405492484003237,2026-03-13T06:00:00+01:00,2026-03-13T05:00:00Z,36,1245.5208333333333,P0056H2_HGB_no_price_static_style_lags,20260313T060000+0100,3,4,270.62924565377443,405.50381521371435,1318.5055261171,9702,actual_weather_proxy_LABB,P0056D
228.09923869699253,206.84623742724443,212.86264779806655,149.75604529632992,224.89546853971092,243.0767323504856,7546.5587632739625,SE1,209.62663231316571,18.651477487387528,2026-03-18T06:00:00+01:00,2026-03-18T05:00:00Z,36,1123.914351851852,P0056H2_HGB_no_price_static_style_lags,20260318T060000+0100,3,2,358.8449931902977,375.136208825263,7546.5587632739625,9738,actual_weather_proxy_LABB,P0056D
114.18008401579414,120.10248861818484,124.01716683385719,126.79815813320606,131.846523265202,147.4655150883352,2899.861595004084,SE1,80.55171097233567,7.039168193588186,2026-03-23T06:00:00+01:00,2026-03-23T05:00:00Z,36,1144.3356481481483,P0056H2_HGB_no_price_static_style_lags,20260323T060000+0100,3,0,229.04734469658717,261.9531585936859,2899.861595004084,9774,actual_weather_proxy_LABB,P0056D
1639.364457764904,1534.0751375311704,1076.6538732328286,1467.4124533631784,161.81134463614438,1532.362975669153,34646.210148305625,SE1,-962.3947263418229,40.44682400104168,2026-03-28T06:00:00+01:00,2026-03-28T05:00:00Z,36,2379.4074074074074,P0056H2_HGB_no_price_static_style_lags,20260328T060000+0100,3,5,2767.447155736406,2826.973990117056,-34646.210148305625,9810,actual_weather_proxy_LABB,P0056D
139.12167222317802,177.329981767031,169.03744778828425,183.74052009780428,152.4523798307907,194.28330346077902,6046.190792245798,SE1,-167.94974422905017,14.033847427334806,2026-04-02T06:00:00+02:00,2026-04-02T04:00:00Z,36,1196.7476851851852,P0056H2_HGB_no_price_static_style_lags,20260402T060000+0200,4,3,297.7129069007101,383.5413797189073,-6046.190792245798,9846,actual_weather_proxy_LABB,P0056D
173.73815833777107,163.28647635154218,132.95654134100036,98.09768398116034,72.29667131991685,172.63477623238393,3810.2045280342645,SE1,105.8390146676184,9.873404854036322,2026-04-07T06:00:00+02:00,2026-04-07T04:00:00Z,36,1071.960648148148,P0056H2_HGB_no_price_static_style_lags,20260407T060000+0200,4,1,286.9426208178278,341.4159068788138,3810.2045280342645,9882,actual_weather_proxy_LABB,P0056D
81.5971666651359,90.38323320326269,97.1422759601603,67.91904194927326,110.66036147395552,120.79206603332649,844.5897840444813,SE1,23.46082733456868,2.1467845942181882,2026-04-12T06:00:00+02:00,2026-04-12T04:00:00Z,36,1092.835648148148,P0056H2_HGB_no_price_static_style_lags,20260412T060000+0200,4,6,199.97962491622332,262.0770739326639,844.5897840444813,9918,actual_weather_proxy_LABB,P0056D
47.361259433135615,76.71500500093357,71.58771471615786,41.804625886378936,61.33313414660637,95.91551275906538,776.6452125281794,SE1,21.57347812578297,1.9554601333900166,2026-04-17T06:00:00+02:00,2026-04-17T04:00:00Z,36,1103.2430555555557,P0056H2_HGB_no_price_static_style_lags,20260417T060000+0200,4,4,136.52669770364082,181.30635214148384,776.6452125281794,9954,actual_weather_proxy_LABB,P0056D
163.056278283579,144.86184388448822,144.74860494360937,197.84424537180487,144.52212706185182,170.5166290805521,4965.899041263801,SE1,-137.9416400351053,11.693823391098293,2026-04-22T06:00:00+02:00,2026-04-22T04:00:00Z,36,1179.611111111111,P0056H2_HGB_no_price_static_style_lags,20260422T060000+0200,4,2,259.4045984828598,275.9913062636063,-4965.899041263801,9990,actual_weather_proxy_LABB,P0056D
87.84492449613839,87.51245169278339,91.90636741156939,76.91796030853936,100.69419884914136,113.43700919396254,344.3499874574336,SE1,-9.565277429373188,0.8701364838434932,2026-04-27T06:00:00+02:00,2026-04-27T04:00:00Z,36,1099.2847222222222,P0056H2_HGB_no_price_static_style_lags,20260427T060000+0200,4,0,152.53338519521947,175.62563021147582,-344.3499874574336,10026,actual_weather_proxy_LABB,P0056D
153.88667229523278,156.8423606694056,137.22186677966044,187.49305589415926,97.98087900017025,165.6189159227553,95.09109061896743,SE1,2.6414191838600423,0.2499141660704278,2026-05-02T06:00:00+02:00,2026-05-02T04:00:00Z,36,1056.9305555555557,P0056H2_HGB_no_price_static_style_lags,20260502T060000+0200,5,5,273.51632616303925,298.05947800232593,95.09109061896743,10062,actual_weather_proxy_LABB,P0056D
106.44356686851334,68.49895894712152,78.94152883720797,150.27978480086276,99.8266686173809,97.61915294194517,2303.9290835263746,SE1,63.99803009795465,6.048103019182339,2026-05-07T06:00:00+02:00,2026-05-07T04:00:00Z,36,1058.1504629629628,P0056H2_HGB_no_price_static_style_lags,20260507T060000+0200,5,3,165.69619431475905,181.80889178725624,2303.9290835263746,10098,actual_weather_proxy_LABB,P0056D
89.34413262307288,79.33332484338298,81.2284270091092,71.0587328733172,85.01863134056167,102.97608234506009,1645.5640077116113,SE1,-45.71011132532279,4.3838744902305375,2026-05-12T06:00:00+02:00,2026-05-12T04:00:00Z,36,1042.6875,P0056H2_HGB_no_price_static_style_lags,20260512T060000+0200,5,1,186.9164274641023,198.86487862142312,-1645.5640077116113,10134,actual_weather_proxy_LABB,P0056D
126.75322995906504,111.46062732505004,100.46931495076063,47.440843321982946,78.48669020218188,140.69292962045495,2536.729393158421,SE1,70.46470536551182,7.478014277127041,2026-05-17T06:00:00+02:00,2026-05-17T04:00:00Z,36,942.2916666666666,P0056H2_HGB_no_price_static_style_lags,20260517T060000+0200,5,6,219.14706680824816,288.3615052874254,2536.729393158421,10170,actual_weather_proxy_LABB,P0056D
152.0679036466373,149.29466748627212,141.87515207592878,93.25481231778224,127.03612125524205,174.93580274842557,4132.8435000108075,SE1,114.80120833363314,12.383948400790494,2026-05-22T06:00:00+02:00,2026-05-22T04:00:00Z,36,927.0162037037036,P0056H2_HGB_no_price_static_style_lags,20260522T060000+0200,5,4,295.4214227800667,366.48099872046504,4132.8435000108075,10206,actual_weather_proxy_LABB,P0056D
148.06528198318173,122.31254831770586,134.3837222888843,43.80430061822807,158.5260702312411,198.65408996156506,455.4858295647282,SE1,12.652384154575714,1.325830720831117,2026-05-27T06:00:00+02:00,2026-05-27T04:00:00Z,36,954.2986111111111,P0056H2_HGB_no_price_static_style_lags,20260527T060000+0200,5,2,330.0465464800401,402.3060188851149,455.4858295647282,10242,actual_weather_proxy_LABB,P0056D
