origin_timestamp_utc,split,model,path_hours,MAE_0_24h,MAE_24_48h,MAE_48_72h,MAE_72_168h,MAE_full_168h,bias_full_168h,peak_hour_error,daily_energy_error_proxy
2025-01-01T05:00:00Z,validate,B1_same_hour_previous_week_path,168,52.62994432291666,48.88174776041668,46.61011304166666,67.24132312760413,59.5838710907738,-59.5838710907738,85.540571,1430.0129061785713
2025-01-01T05:00:00Z,validate,B4_recent_24h_adjusted_path,168,29.133610661649268,47.01291709229249,48.41538785487393,62.13147821079979,53.29826120743073,-52.87934327865629,91.52796856810846,1269.1042386877496
2025-01-02T05:00:00Z,validate,B1_same_hour_previous_week_path,168,48.88174776041668,46.61011304166666,75.2723765,55.71097367708333,56.22973314434524,-56.22973314434524,85.540571,1349.5135954642858
2025-01-02T05:00:00Z,validate,B4_recent_24h_adjusted_path,168,17.94711311876922,19.78322471287483,39.117153398466826,29.457631619990124,27.811145387153072,-27.657689442346747,62.141889203525125,663.7845466163216
2025-01-03T05:00:00Z,validate,B1_same_hour_previous_week_path,168,46.61011304166666,75.2723765,66.14753070833332,42.45914213020834,51.12379839583333,-47.78341533035712,85.540571,1217.0360954999999
2025-01-03T05:00:00Z,validate,B4_recent_24h_adjusted_path,168,15.664983101234142,14.50943994408012,18.000765968907647,11.543889477234638,13.478678131880061,-1.268439149191854,38.29693180619961,199.2197286493497
2025-01-04T05:00:00Z,validate,B1_same_hour_previous_week_path,168,75.2723765,66.14753070833332,66.64289772916668,27.060578473958333,45.18644554761903,-40.618731592261874,85.540571,1069.3763015
2025-01-04T05:00:00Z,validate,B4_recent_24h_adjusted_path,168,18.74347791929998,21.333566859988156,8.97791298199072,13.644114548364584,14.80448799353388,-5.314706811394195,41.76821372435836,250.1336821214646
2025-01-05T05:00:00Z,validate,B1_same_hour_previous_week_path,168,66.14753070833332,66.64289772916668,60.90248757291666,12.96203216145833,35.07729209375001,-29.79052400148807,85.540571,813.0998448214285
2025-01-05T05:00:00Z,validate,B4_recent_24h_adjusted_path,168,16.863905559185422,8.726716295913606,8.87587578135313,15.660158266604354,13.872447243267077,1.017958574022449,40.00222242078303,208.2807459792146
2025-01-06T05:00:00Z,validate,B1_same_hour_previous_week_path,168,66.64289772916668,60.90248757291666,29.15097869791668,18.014935317708332,32.679443610119066,-13.289077997023819,85.540571,755.5514812142857
2025-01-06T05:00:00Z,validate,B4_recent_24h_adjusted_path,168,11.206783127685712,10.294049104882982,10.355539112066113,24.320583440067992,18.44838644355811,13.531047396939037,65.04656169829036,369.3128411874518
2025-01-07T05:00:00Z,validate,B1_same_hour_previous_week_path,168,60.90248757291666,29.15097869791668,13.140204520833331,28.086484148437496,30.79137248363095,3.8636787991071384,85.540571,710.2377741785713
