family,name,horizon_h,split,row_count,MAE,RMSE,median_absolute_error,p90_absolute_error,p95_absolute_error,bias,sMAPE,R2
model,M1_Ridge_G1_calendar_plus_recent_load_lags,6,validate,8760,17.587427192517275,21.887977647026364,15.047553498273246,36.31091193589885,42.493015220865615,0.3755183703612225,0.057654184489757246,0.7926628139416271
model,M1_Ridge_G1_calendar_plus_recent_load_lags,6,holdout,3480,19.21068783761133,23.777532853748326,16.69015857328631,39.669274206421214,45.815102575020234,0.20558549227761205,0.06265804820447915,0.855659744417741
model,M1_Ridge_G1_calendar_plus_recent_load_lags,12,validate,8760,12.41140842606137,15.8063636788088,10.304704655387383,26.010000487485012,31.221019919211308,0.10101768746552314,0.03979066824551847,0.8918740671602783
model,M1_Ridge_G1_calendar_plus_recent_load_lags,12,holdout,3480,13.292380634993673,16.70141194689949,11.198061580033396,27.267707267452156,32.57596917753512,-0.26989190796743545,0.041903714056807734,0.9287868386829005
model,M1_Ridge_G1_calendar_plus_recent_load_lags,24,validate,8760,12.724959576677497,16.555166061377268,10.258241208341644,27.246350764821177,33.525118953533095,-0.5974065615492385,0.04044228167733214,0.8813868034866097
model,M1_Ridge_G1_calendar_plus_recent_load_lags,24,holdout,3480,13.798201755639324,17.724988288573826,11.242692334342053,29.04663267329871,36.772864957397005,-1.6434067255603109,0.04282173196336141,0.9197905011377961
model,M1_Ridge_G1_calendar_plus_recent_load_lags,48,validate,8760,16.426318515840457,21.0576616143837,13.432616680753256,34.61802425624828,41.382069730485505,-1.0614025699075675,0.05240383430728924,0.8080950345347866
model,M1_Ridge_G1_calendar_plus_recent_load_lags,48,holdout,3480,18.10648505524784,23.582132684105645,14.406830563908628,37.274802613679796,46.84710238784492,-3.186042671174272,0.056467986822502717,0.8580223294716576
model,M1_Ridge_G1_calendar_plus_recent_load_lags,72,validate,8760,18.24007362857202,23.351757225372832,14.919884062007924,38.257187787483915,46.44403714105409,-1.3486303518518317,0.05820109026320337,0.7640037723988877
model,M1_Ridge_G1_calendar_plus_recent_load_lags,72,holdout,3480,20.815430524924576,27.569309752067767,16.815864749448792,42.298589072177165,54.74809605032038,-4.577480942226981,0.06562042908790561,0.8059535620661122
model,M1_Ridge_G1_calendar_plus_recent_load_lags,96,validate,8760,19.75013479526497,25.12622060569836,16.46971672201377,40.98111561147726,49.79965117063052,-1.8613596819234453,0.06324834115765648,0.7267751073065701
model,M1_Ridge_G1_calendar_plus_recent_load_lags,96,holdout,3480,23.25131851314554,30.654583968023797,18.649813728716822,47.24990943611734,59.776608221283006,-6.292234691930816,0.07415315531453237,0.7600919935126074
model,M1_Ridge_G1_calendar_plus_recent_load_lags,120,validate,8760,21.604895626069563,27.384836273520765,18.422205609748147,43.83692355703164,53.957839849485204,-2.1871761766810813,0.0695986011162763,0.6754465541197407
model,M1_Ridge_G1_calendar_plus_recent_load_lags,120,holdout,3480,25.971410463439398,33.52054800665371,21.11424339799757,51.97867021653275,67.21807015155471,-7.680227331041634,0.08338053547968448,0.7131359608253425
model,M1_Ridge_G1_calendar_plus_recent_load_lags,144,validate,8760,23.103008117337772,29.31437254683438,19.184239041385098,47.46957738751041,58.45266824594106,-2.7249559089273996,0.07479880456068598,0.6280991827221925
model,M1_Ridge_G1_calendar_plus_recent_load_lags,144,holdout,3480,28.919555507182398,36.55527783480036,24.33496360161564,61.340711248983965,74.44974191795635,-9.178478691387422,0.0933304982331869,0.6588431724112653
model,M1_Ridge_G1_calendar_plus_recent_load_lags,168,validate,8760,24.40357140734992,31.05279090300782,20.31490436989324,49.646784416393935,61.820357913403946,-3.209178472193138,0.0794730075304776,0.5826819158403049
model,M1_Ridge_G1_calendar_plus_recent_load_lags,168,holdout,3480,31.000835138700925,38.76357103418088,25.83968765599225,65.15295695691985,80.75172746560189,-10.447288051259916,0.10080430462643242,0.6163798180438456
model,M2_Ridge_G2_calendar_plus_load_rollups,1,validate,8760,11.333256699816955,14.065827160272557,9.708383692413548,23.171418295801907,27.174129718477268,-0.24255877225588107,0.03648983873733903,0.9143758092135927
model,M2_Ridge_G2_calendar_plus_load_rollups,1,holdout,3480,12.122912484175902,14.834448739081896,10.63474269257128,23.761612640864612,28.189849444845105,-2.2267159826334018,0.03881493829085534,0.9438180623394963
model,M2_Ridge_G2_calendar_plus_load_rollups,3,validate,8760,12.970815459103713,16.249842974675598,10.841720969535174,26.69988958587747,31.73710053759381,-0.251069511568461,0.042020963151821814,0.8857215702326741
model,M2_Ridge_G2_calendar_plus_load_rollups,3,holdout,3480,13.760394251344,17.099778300002114,11.802316255607934,28.00247400097231,32.90788848654261,-2.6232133197629666,0.04433496832832753,0.9253491342640299
model,M2_Ridge_G2_calendar_plus_load_rollups,6,validate,8760,14.45898334154999,18.090951919900984,12.332475255357679,29.752932331856318,35.298191770120766,-0.2563020620188733,0.04692052257453673,0.8583590712284499
model,M2_Ridge_G2_calendar_plus_load_rollups,6,holdout,3480,15.628096201870589,19.283015057525084,13.760324881965573,31.44729720404304,37.19084511673699,-2.706384401766985,0.05063061341530353,0.9050699368258188
model,M2_Ridge_G2_calendar_plus_load_rollups,12,validate,8760,14.706767822815758,18.492509616513498,12.363335408029343,30.454547559438915,36.140118400583034,-0.4563845544294729,0.047519845193236515,0.8520013910423507
model,M2_Ridge_G2_calendar_plus_load_rollups,12,holdout,3480,15.887060668058508,19.716527862661607,13.932219945094658,32.5002955980122,38.20960950869654,-2.8711522178093563,0.05090204029947212,0.9007535999118125
model,M2_Ridge_G2_calendar_plus_load_rollups,24,validate,8760,15.277775289538258,19.41309242486661,12.541648726738202,31.770269051949413,38.18594904597617,-0.6746480476478389,0.048678984700451365,0.8368994703198473
model,M2_Ridge_G2_calendar_plus_load_rollups,24,holdout,3480,16.68802689777108,20.95881029475504,14.066187947999651,34.61558680650331,42.13374919840577,-3.3330486803534733,0.05248438698427693,0.8878531337205239
model,M2_Ridge_G2_calendar_plus_load_rollups,48,validate,8760,18.211952121771446,23.116546231213565,15.060932080232448,37.63869304764892,45.2705302323629,-1.1360704240106028,0.058097221457634976,0.7687339817399506
model,M2_Ridge_G2_calendar_plus_load_rollups,48,holdout,3480,20.3729050206441,26.30472386294426,16.51524131608845,41.858729354478676,52.086343678804944,-4.42372012093335,0.06422342872211394,0.8233468510821733
model,M2_Ridge_G2_calendar_plus_load_rollups,72,validate,8760,20.00299574208997,25.36107607702347,16.74954123314717,41.57950039367509,50.48308980873084,-1.6118418541885502,0.06402159647597197,0.7216435553970713
model,M2_Ridge_G2_calendar_plus_load_rollups,72,holdout,3480,22.934308075595233,30.08394589936711,18.514769852966225,46.80916926438876,61.01146369636291,-5.958440373281488,0.07305769513554602,0.7689406819975588
model,M2_Ridge_G2_calendar_plus_load_rollups,96,validate,8760,21.513469016367242,27.111467718647074,18.192750035079598,44.259029891565774,52.68118541351819,-1.8794665934299029,0.06917473670529836,0.681893908364819
model,M2_Ridge_G2_calendar_plus_load_rollups,96,holdout,3480,25.103140026235323,32.81350332405782,20.174297878911204,51.69783347477865,63.5660294336075,-6.792396788326525,0.08074385253983259,0.7251099061872689
model,M2_Ridge_G2_calendar_plus_load_rollups,120,validate,8760,23.062238371662318,29.25084127416906,19.15150124020076,46.90414923511885,57.513863453154514,-2.079477743384549,0.07457995678066438,0.6297094323799493
model,M2_Ridge_G2_calendar_plus_load_rollups,120,holdout,3480,27.402586723360994,35.49922186896693,22.305726833261218,55.878653112401516,72.94576963383386,-7.942527002159145,0.08874982392964968,0.6782700019972554
model,M2_Ridge_G2_calendar_plus_load_rollups,144,validate,8760,24.375117580557998,31.031832114584077,20.014747557114873,50.41230647310421,62.98444641401064,-2.4503694819037305,0.07910155087351459,0.5832450555452693
model,M2_Ridge_G2_calendar_plus_load_rollups,144,holdout,3480,29.867905614258877,38.21199498472011,24.251436736172536,62.93891382194292,79.2817672910866,-8.862065342218786,0.09680108393142256,0.62721939118483
model,M2_Ridge_G2_calendar_plus_load_rollups,168,validate,8760,25.69782011398977,32.707972125260866,21.38881888634114,52.23177438489423,65.85544707607188,-2.858149387192265,0.08376138405960276,0.53700834326196
model,M2_Ridge_G2_calendar_plus_load_rollups,168,holdout,3480,32.039172605654166,40.57148235041085,26.015055750626573,68.20838690782423,85.19734973380943,-9.997399060310318,0.10431801818114733,0.5797616907057936
model,M3_Ridge_G3_weather_normal,1,validate,8760,376.800574054884,392.5097527281001,351.4239121791002,552.9734010935166,583.8614033683571,376.800574054884,0.7388897851733105,-65.67558447481453
model,M3_Ridge_G3_weather_normal,1,holdout,3480,487.9892357622172,495.49456933150714,504.0370857873037,588.7367567127211,605.2785107959709,487.9892357622172,0.8561075173291443,-61.68038956721552
model,M3_Ridge_G3_weather_normal,3,validate,8760,376.7452505433443,392.4679765974068,351.2815723712364,553.1537280753665,583.9911734603628,376.7452505433443,0.738802638258716,-65.66139221752958
model,M3_Ridge_G3_weather_normal,3,holdout,3480,487.91908871582797,495.4392949185496,504.08643094387446,588.805911435817,605.3490961745158,487.91908871582797,0.8560195981727421,-61.66640584789563
model,M3_Ridge_G3_weather_normal,6,validate,8760,376.66098862351123,392.4027625349336,351.2023665844813,552.8351478614999,583.8836566300733,376.66098862351123,0.7386719718596545,-65.63924060630683
model,M3_Ridge_G3_weather_normal,6,holdout,3480,487.81173060198404,495.35174115442186,504.09252957053496,588.6934616248878,605.3833376159345,487.81173060198404,0.8558879377440829,-61.64425905828458
model,M3_Ridge_G3_weather_normal,12,validate,8760,376.48237665417764,392.26611714283183,350.9902625032431,552.6892689265188,583.9101224368222,376.48237665417764,0.738394479514339,-65.59283746870703
model,M3_Ridge_G3_weather_normal,12,holdout,3480,487.6065374759623,495.1840468044803,504.1146591967489,588.654621937624,605.5629967710472,487.6065374759623,0.855636493049007,-61.601851575871855
model,M3_Ridge_G3_weather_normal,24,validate,8760,376.10983728536166,392.00714149166845,350.7081630454222,552.4150959427316,583.5531101976827,376.10983728536166,0.7377746127812025,-65.50493678200885
model,M3_Ridge_G3_weather_normal,24,holdout,3480,487.32452223519914,494.9680009069913,504.1787074051508,588.9304701094263,606.0937584992357,487.32452223519914,0.8552794441678598,-61.54723785039346
model,M3_Ridge_G3_weather_normal,48,validate,8760,375.5582328178017,391.5627017076919,350.2210703559275,551.5581607400937,583.6865606034654,375.5582328178017,0.7369364785893467,-65.3542217507107
model,M3_Ridge_G3_weather_normal,48,holdout,3480,486.94948247581385,494.6157017686406,504.2596244872568,588.4833365317256,605.6490874311008,486.94948247581385,0.8548688459757577,-61.4582321126142
model,M3_Ridge_G3_weather_normal,72,validate,8760,374.95093127460314,391.0849673162255,349.8631217289319,551.0025252848168,583.6395214598945,374.95093127460314,0.7359957853981965,-65.1924067684931
model,M3_Ridge_G3_weather_normal,72,holdout,3480,486.54668825761615,494.2412470735006,504.27751740994177,588.0557092727739,605.5710218999325,486.54668825761615,0.8544225748688656,-61.36369841631877
model,M3_Ridge_G3_weather_normal,96,validate,8760,374.3014864597246,390.58514384830164,349.41889817461043,550.6486816968613,583.751288371711,374.3014864597246,0.7349721620887015,-65.02332138120774
model,M3_Ridge_G3_weather_normal,96,holdout,3480,486.1175247915675,493.84710278424086,503.9903065563801,587.5582166444646,605.0380583094701,486.1175247915675,0.8539405127074293,-61.264271285675946
model,M3_Ridge_G3_weather_normal,120,validate,8760,373.65626904256186,390.10002149125467,349.335968079446,550.5740400533841,583.9273338063525,373.65626904256186,0.7339374343072376,-64.85941602586102
model,M3_Ridge_G3_weather_normal,120,holdout,3480,485.6857863745385,493.4572610901755,503.8662914654687,587.3352723752847,604.591486437253,485.6857863745385,0.8534469128899482,-61.16600755888651
model,M3_Ridge_G3_weather_normal,144,validate,8760,373.02826386855514,389.6574968925735,349.1061531155524,550.3864238065361,583.7221558116514,373.02826386855514,0.7328843438399729,-64.71008057590977
model,M3_Ridge_G3_weather_normal,144,holdout,3480,485.2708833467832,493.10471212732966,503.84957081641596,587.4042794567808,604.5279450048807,485.2708833467832,0.8529484137567016,-61.0772106797724
model,M3_Ridge_G3_weather_normal,168,validate,8760,372.44852370459455,389.2582526762775,348.73504622537547,550.1100161276526,583.8310393203004,372.44852370459455,0.7318971590569857,-64.57549607580246
model,M3_Ridge_G3_weather_normal,168,holdout,3480,484.8848788025986,492.7809539048741,503.3523348348655,587.5330616424059,604.1053165105757,484.8848788025986,0.8524788143387089,-60.995721255693496
model,M4_Ridge_G4_calendar_load_lags_weather,1,validate,8760,6.44804546900623,8.273204381568586,5.275661020955624,13.476787360795182,16.423626775140512,-0.22844035106419897,0.020552773440801333,0.9703780643868509
model,M4_Ridge_G4_calendar_load_lags_weather,1,holdout,3480,6.934850646869796,8.705621823983877,5.838962942062352,14.051799156803389,17.066003752976233,-1.5520818738102913,0.021766593134199753,0.9806512245848716
model,M4_Ridge_G4_calendar_load_lags_weather,3,validate,8760,9.718763580212116,12.398379934580646,8.089845322064178,20.355528079659937,24.630359897213673,-0.3221134869563841,0.031093907659637758,0.9334733264631419
model,M4_Ridge_G4_calendar_load_lags_weather,3,holdout,3480,10.112401114989598,12.697234399455686,8.585498195733408,20.63548313025209,25.24418924638191,-2.466482527633769,0.03172542511976675,0.958840303551803
model,M4_Ridge_G4_calendar_load_lags_weather,6,validate,8760,10.861836609765051,13.816526266895893,8.97034671025584,22.66838179124771,27.49862024595362,-0.34744020161566813,0.034844303506113526,0.9173840956786027
model,M4_Ridge_G4_calendar_load_lags_weather,6,holdout,3480,11.430442237890082,14.255915839772541,9.78340120113856,23.214904143159853,27.60264809283185,-2.8988567782311554,0.036081854217038405,0.948114723580141
model,M4_Ridge_G4_calendar_load_lags_weather,12,validate,8760,11.850202860304421,15.296978114654996,9.625257874868751,24.586241250579725,30.073769556991756,-0.4534589274812612,0.037936565905059796,0.8987308376486602
model,M4_Ridge_G4_calendar_load_lags_weather,12,holdout,3480,12.971667524076114,16.197260645339714,11.085219918169003,26.337574224463076,31.851222022087306,-2.935258003046228,0.04095101754073866,0.9330212511251126
model,M4_Ridge_G4_calendar_load_lags_weather,24,validate,8760,13.30664508245456,17.418405461457553,10.496104281715162,28.331091137005583,34.817741168115,-0.895494869730272,0.04252344100670631,0.8686945602498202
model,M4_Ridge_G4_calendar_load_lags_weather,24,holdout,3480,15.601396877643406,19.45317110418789,13.507721258537615,31.80877000585115,38.408273573125555,-4.01327711315076,0.04974226542577948,0.9033871924984829
model,M4_Ridge_G4_calendar_load_lags_weather,48,validate,8760,17.50187428563874,22.706339059991826,14.006217078474066,37.23829900158381,46.03745709846753,-1.5227563925234602,0.056363619713536955,0.776868870283401
model,M4_Ridge_G4_calendar_load_lags_weather,48,holdout,3480,21.503971380730103,27.11075448014655,18.506730085332634,43.675519412808484,51.311349598881925,-5.952588084595017,0.06958654335907866,0.8123549566195479
model,M4_Ridge_G4_calendar_load_lags_weather,72,validate,8760,19.749525123653783,25.929129643510795,15.637326751922046,41.89849740379509,52.56284710512241,-2.0136458560966517,0.06397713088432806,0.7090342936832114
model,M4_Ridge_G4_calendar_load_lags_weather,72,holdout,3480,25.767104513273424,32.63867850282691,22.023313553999145,50.92966175038227,61.24260114025447,-7.910980464874577,0.08509324181388683,0.7280312394935022
model,M4_Ridge_G4_calendar_load_lags_weather,96,validate,8760,21.597574683319415,28.471507847304096,16.981864421781353,45.830302820086835,58.91809476115688,-2.4998238964147963,0.07044944955062385,0.6491779654182463
model,M4_Ridge_G4_calendar_load_lags_weather,96,holdout,3480,29.791138202101877,37.31189758252266,25.051260540467467,58.7471990240615,70.898258605404,-9.564202126975262,0.0998469996256554,0.6445745168707748
model,M4_Ridge_G4_calendar_load_lags_weather,120,validate,8760,23.66134858142919,31.519171516409354,18.25153077904639,50.90610504152355,68.20995560729472,-2.9296042691043254,0.07803195601389698,0.5700524148259931
model,M4_Ridge_G4_calendar_load_lags_weather,120,holdout,3480,33.844240501496664,41.72234670739525,29.148278556109602,67.6628973963508,78.83071492186288,-11.597195831765816,0.1150577465960846,0.5555823029937506
model,M4_Ridge_G4_calendar_load_lags_weather,144,validate,8760,25.29760544950039,34.110638893231254,19.36230127652638,57.970181313865766,73.7626043614198,-3.517807102334787,0.08412214940640443,0.4964464817063865
model,M4_Ridge_G4_calendar_load_lags_weather,144,holdout,3480,37.86992336959328,46.0004244563626,32.9411670022984,75.62389935266775,86.01250421863713,-13.210421640929114,0.12973583425700844,0.4597714062849628
model,M4_Ridge_G4_calendar_load_lags_weather,168,validate,8760,26.646562500294948,36.19630962194608,20.050500083259976,61.78028681146028,80.0630025689652,-4.064494736929039,0.08925769322538603,0.4329850417569643
model,M4_Ridge_G4_calendar_load_lags_weather,168,holdout,3480,40.865097297425535,49.3600138014858,35.61596569947403,82.31310153725858,93.21785501517833,-14.651695925572445,0.14119188671504618,0.3779798780787804
model,M5_Ridge_G5_special_day_enhanced,1,validate,8760,6.468582150042038,8.29473461487126,5.317692862785279,13.548431194086021,16.46903394225646,-0.24351997364228975,0.02061956309497106,0.9702236871903942
model,M5_Ridge_G5_special_day_enhanced,1,holdout,3480,6.976055225466322,8.749198977184692,5.891019873605359,14.240213917550674,17.111339391799262,-1.6049132962508819,0.021883070505763588,0.9804570340137648
model,M5_Ridge_G5_special_day_enhanced,3,validate,8760,9.769569564345618,12.437179433824156,8.146416418476832,20.315484480132653,24.595285004836857,-0.34426109572307045,0.031261264761410175,0.9330562977157851
model,M5_Ridge_G5_special_day_enhanced,3,holdout,3480,10.187450102027979,12.800861567641817,8.568838172681836,20.79480383442514,25.61213654262428,-2.5319761335176665,0.031932310325859505,0.9581657207406774
model,M5_Ridge_G5_special_day_enhanced,6,validate,8760,10.949815555974311,13.894689496808255,9.085720879771685,22.878906185968276,27.683667873632025,-0.36445871045995193,0.03513379360376369,0.916446697718385
model,M5_Ridge_G5_special_day_enhanced,6,holdout,3480,11.601244709537172,14.493709981387445,10.061233847235854,23.417712808454553,28.090196080057503,-2.9343736303883294,0.03659956292687036,0.9463693546656814
model,M5_Ridge_G5_special_day_enhanced,12,validate,8760,12.003101765822025,15.449859364522084,9.804912223626445,25.005540004400405,30.509764827179012,-0.47007345420127944,0.038437531637615145,0.8966965113947152
model,M5_Ridge_G5_special_day_enhanced,12,holdout,3480,13.30105894072121,16.673575599934626,11.326873910896467,27.141734083165094,32.777804159760855,-2.92470150179441,0.04183215165937209,0.9290240236952142
model,M5_Ridge_G5_special_day_enhanced,24,validate,8760,13.415291079957163,17.561378169670597,10.520208949958558,28.645854444584693,35.25360691626425,-0.9053845537639744,0.04293839833723481,0.8665301669064878
model,M5_Ridge_G5_special_day_enhanced,24,holdout,3480,16.121694146921406,19.99940424403999,14.043932710423945,32.79246406682172,39.30512972269996,-3.918180573710087,0.05110332835779013,0.897885360913035
model,M5_Ridge_G5_special_day_enhanced,48,validate,8760,17.42964216115438,22.877863783615204,13.703495457571094,37.74974799716197,47.6559859680958,-1.481290767209936,0.056192483920094,0.7734850521009325
model,M5_Ridge_G5_special_day_enhanced,48,holdout,3480,22.251706586410766,27.835835650138954,19.17314208654713,44.91202418411838,53.53999176548215,-5.692542107552313,0.07211949349391283,0.8021835442421044
model,M5_Ridge_G5_special_day_enhanced,72,validate,8760,20.154707940808173,26.612522668746767,15.750676752092318,43.36569341126803,56.08661335724566,-2.063731428159313,0.06534368660671135,0.6934946808119757
model,M5_Ridge_G5_special_day_enhanced,72,holdout,3480,26.598148177171414,33.627891381327295,22.932378473304908,53.007263622246086,65.1475751896311,-7.715604169329718,0.08833726667801683,0.7112957606943469
model,M5_Ridge_G5_special_day_enhanced,96,validate,8760,22.127238849032285,29.297846355676654,17.228276859589926,47.46233205425057,61.06870947391089,-2.5553076487116932,0.07220646736630001,0.6285183881159133
model,M5_Ridge_G5_special_day_enhanced,96,holdout,3480,30.797979097317278,38.61868906793359,25.86149992387442,60.80397601163615,73.38222765635997,-9.347808253655176,0.10408678235775091,0.6192420816626801
model,M5_Ridge_G5_special_day_enhanced,120,validate,8760,23.94028455610372,32.070040104492705,18.121725257127054,52.80263350033141,70.13913705848198,-3.006043278975862,0.0790594375171711,0.5548924785354339
model,M5_Ridge_G5_special_day_enhanced,120,holdout,3480,34.859256988636865,43.40615578202238,28.957463050474445,69.58557899064192,82.08130143236771,-11.38633207139389,0.120083590105834,0.5189873049237499
model,M5_Ridge_G5_special_day_enhanced,144,validate,8760,25.38988974334525,34.38684787006903,19.073155538172983,58.776065990719246,75.35817476561023,-3.6871673526249626,0.08448613491163975,0.48825847191616945
model,M5_Ridge_G5_special_day_enhanced,144,holdout,3480,38.79789538455763,47.48929604797024,33.286453674654354,77.27907121488879,90.16965942694135,-13.039889666977652,0.1346188395543608,0.4242348782834334
model,M5_Ridge_G5_special_day_enhanced,168,validate,8760,27.238625984159697,37.38662452936885,20.114343009566795,62.463300783743904,82.3836044001855,-4.145378640335969,0.09192313509534054,0.3950793085770101
model,M5_Ridge_G5_special_day_enhanced,168,holdout,3480,42.28060755938057,53.293848768650285,35.83289836407113,82.35047448952008,97.81634053843396,-14.648549971753852,0.1521144539796762,0.2748830459698306
model,M6_Ridge_G6_actual_weather_diagnostic,1,validate,8760,6.48891027772315,8.312547797650256,5.25618414350501,13.611371144102034,16.42210845849755,-0.5178888741660785,0.02071400604230467,0.9700956588775904
model,M6_Ridge_G6_actual_weather_diagnostic,1,holdout,3480,7.180224488107476,9.010963213445345,6.065104265448298,14.77700069001192,17.714317224057893,-1.2910133054565582,0.022576392588394494,0.9792701422199427
model,M6_Ridge_G6_actual_weather_diagnostic,3,validate,8760,9.776375597104105,12.423364233785994,8.134974460356517,20.261762176255036,24.353951340123267,-0.8887205472648967,0.03136441454673242,0.9332049370415231
model,M6_Ridge_G6_actual_weather_diagnostic,3,holdout,3480,10.552806012296157,13.277386467637,8.783877313377559,21.698578065625536,26.976496738590484,-1.9753222183318846,0.03317031708589406,0.9549931018948106
model,M6_Ridge_G6_actual_weather_diagnostic,6,validate,8760,11.023006284907016,13.917968023085713,9.06015333304373,22.72228301979255,27.595817123146432,-1.0148179960297556,0.03548670468761492,0.9161665004497469
model,M6_Ridge_G6_actual_weather_diagnostic,6,holdout,3480,12.19971944163802,15.178797473977562,10.579061690993711,24.74248547855073,29.27500768445565,-2.1222061321521157,0.03863757541756991,0.941179512196822
model,M6_Ridge_G6_actual_weather_diagnostic,12,validate,8760,11.95950382905722,15.313850245126021,9.81985410305245,24.954521474328708,29.85758316115077,-1.598925147289606,0.03853149702623794,0.8985073204558888
model,M6_Ridge_G6_actual_weather_diagnostic,12,holdout,3480,14.593692803831845,18.068346616414107,12.630510789582615,29.496997842469156,34.998617262237296,-1.9813215414498484,0.04621211168217472,0.9166528573416336
model,M6_Ridge_G6_actual_weather_diagnostic,24,validate,8760,13.217927285790624,16.965116293143076,10.779131312125429,27.423337399231087,33.1599287830248,-3.185015425643743,0.04259477349763361,0.87543971046582
model,M6_Ridge_G6_actual_weather_diagnostic,24,holdout,3480,18.551028427838098,22.807900904118856,16.2905969159535,37.671848089618436,43.78727485748625,-2.7907648745472753,0.05979740441372598,0.8671919121344791
model,M6_Ridge_G6_actual_weather_diagnostic,48,validate,8760,17.103072598255082,21.77956356948333,14.132341049261129,35.23712649909674,43.00490795738188,-5.027792925763412,0.05579477458403744,0.7947116647940762
model,M6_Ridge_G6_actual_weather_diagnostic,48,holdout,3480,26.68999326731495,32.452729847062706,23.632672670425507,52.18059578404541,61.27379671675607,-4.055733639681091,0.08746110490633839,0.7311213257363229
model,M6_Ridge_G6_actual_weather_diagnostic,72,validate,8760,19.968221049641492,25.66384891852056,16.301187141790763,41.408729347427084,52.0531075077332,-6.224216817203315,0.06572894791798475,0.7149575731560229
model,M6_Ridge_G6_actual_weather_diagnostic,72,holdout,3480,32.501412059125286,39.19049633826889,29.424104381372274,63.39276012660687,72.25394097293106,-5.523855540692877,0.10832907209141954,0.607883229929371
model,M6_Ridge_G6_actual_weather_diagnostic,96,validate,8760,21.544463005412382,28.155127731454563,16.975696319159056,46.145580313172026,59.230452320583176,-7.105837212267124,0.07170702389338371,0.6569314310641019
model,M6_Ridge_G6_actual_weather_diagnostic,96,holdout,3480,36.7958923972319,44.494324860828726,33.26507916538995,71.10061250379601,82.92692978290457,-6.704333424603804,0.12480447936306382,0.4945675376967069
model,M6_Ridge_G6_actual_weather_diagnostic,120,validate,8760,23.737449633705232,31.34529140061421,18.57631880591819,50.98444833499383,65.62438760739438,-7.2670183069152605,0.08011589808893756,0.5747830674357096
model,M6_Ridge_G6_actual_weather_diagnostic,120,holdout,3480,40.04087019172931,49.16489165193886,33.93566410055851,80.53758091066462,92.51689237877545,-8.317500770378436,0.13879965244542636,0.3828878999301032
model,M6_Ridge_G6_actual_weather_diagnostic,144,validate,8760,25.442651566808465,33.78604908851201,19.908177560116116,55.60657149969559,68.9088085800971,-7.69896741812438,0.08667643247673955,0.5059843076227873
model,M6_Ridge_G6_actual_weather_diagnostic,144,holdout,3480,42.270319726941615,52.595955794216664,34.5262541738243,89.30145984337227,100.1158351288286,-9.792128631250568,0.149239836951226,0.2937497858707093
model,M6_Ridge_G6_actual_weather_diagnostic,168,validate,8760,27.41256682041613,36.85905111969078,20.93051666277057,58.390430981226345,73.34796870045737,-8.406382959128667,0.0946544483128907,0.41203127132226725
model,M6_Ridge_G6_actual_weather_diagnostic,168,holdout,3480,45.52161622534973,58.37216678340673,36.0842300456473,94.69138737559304,108.66803049207189,-11.148497550826512,0.16693237850431275,0.1301076361664648
model,M7_HGB_G4_calendar_load_lags_weather,1,validate,8760,6.053886157522901,7.635775083409913,5.096343609530749,12.40424279019885,15.034371742891132,2.40438472674458,0.019429889245433592,0.9747668085953436
model,M7_HGB_G4_calendar_load_lags_weather,1,holdout,3480,7.601026343064689,10.308971548041539,5.948806995977037,15.399888124293863,19.408064898254207,3.372743064173056,0.023592398167741068,0.9728678274001
model,M7_HGB_G4_calendar_load_lags_weather,3,validate,8760,8.235842551621706,10.395951230402535,6.8467353909937,17.018162278318623,20.497494975500086,2.8145627394860293,0.02624997404838392,0.9532270896367424
model,M7_HGB_G4_calendar_load_lags_weather,3,holdout,3480,10.235021228625449,13.273388429058496,8.179360057985662,21.377338703781813,25.81430279263158,4.235732391590277,0.031825715824248285,0.9550202024426517
model,M7_HGB_G4_calendar_load_lags_weather,6,validate,8760,10.352571248853707,13.227397719169698,8.502380864173091,21.886714626980893,26.84276531619475,2.7485372779138526,0.0328887273052757,0.9242792771662137
model,M7_HGB_G4_calendar_load_lags_weather,6,holdout,3480,12.70491918092655,16.178951411820748,10.578468401353462,26.332276609206417,31.63622535037985,5.6934887575667,0.03969181480898182,0.9331725898563964
model,M7_HGB_G4_calendar_load_lags_weather,12,validate,8760,11.666325862391922,15.143538637766053,9.201091824977055,25.047328580056405,31.189265273834778,2.9907289682272418,0.03671204510301656,0.9007522506604434
model,M7_HGB_G4_calendar_load_lags_weather,12,holdout,3480,13.934901208751507,17.289785780216906,12.238496826271188,27.436125039449713,33.239224329631874,4.740117553797346,0.04293749231020865,0.9236809221964244
model,M7_HGB_G4_calendar_load_lags_weather,24,validate,8760,12.27012421699708,15.926643871820387,9.658365366377893,25.938747790128982,32.3112170283704,2.888974687239753,0.038426460059071486,0.8902222146090378
model,M7_HGB_G4_calendar_load_lags_weather,24,holdout,3480,14.74891670846556,18.4385987219551,12.612097686354701,29.427136888311875,35.526245593480965,4.474971943850269,0.04559050890510031,0.9132020006699633
model,M7_HGB_G4_calendar_load_lags_weather,48,validate,8760,14.840211107162116,19.245053292357806,11.85712624257846,32.17523660094449,39.63688017227327,4.473582446839329,0.046241219855265636,0.8397108362445741
model,M7_HGB_G4_calendar_load_lags_weather,48,holdout,3480,16.70245994569722,21.052271302997518,13.879972617604977,34.2732082066167,40.7081565167872,6.55242432479779,0.05197374574736126,0.8868507172040468
