decomposition_delta_vs_direct_MW,decomposition_delta_vs_direct_percent,daily_energy_delta_vs_direct_percent,full36_delta_vs_direct_percent,reconciled_delta_vs_direct_MW,reconciled_delta_vs_direct_percent,decomposition_beats_direct_threshold,reconciled_beats_direct_threshold
33.75685603759189,12.62156476221414,21.064109532801677,13.38647198448312,33.75913930489685,12.622418467491874,False,False
