normalized_delta_vs_direct_MW,normalized_delta_vs_direct_percent,normalized_delta_vs_raw_decomposition_MW,normalized_delta_vs_raw_decomposition_percent,full36_delta_vs_direct_percent,daily_energy_delta_vs_direct_percent,reconciled_delta_vs_direct_percent,normalized_beats_direct_threshold,normalization_improves_raw_decomposition
2.8926019500419784,1.0815332684745538,-30.864254087549796,-10.246733401462523,1.143372014321103,0.983627385203494,1.0815332684745538,False,True
