area_code,P0056C_DayAhead_MAE,P0056D_DayAhead_MAE,delta_vs_P0056C_DayAhead_MW,delta_vs_P0056C_DayAhead_percent,P0056C_full36_MAE,P0056D_full36_MAE,delta_vs_P0056C_full36_MW,delta_vs_P0056C_full36_percent,P0056C_daily_energy_percent,P0056D_daily_energy_percent,delta_vs_P0056C_daily_energy_percent,dayahead_improvement_percent,full36_improvement_percent,daily_energy_improvement_percent,candidate_default,decision
SE1,126.49750824599175,126.02800737136319,-0.46950087462856516,-0.37115424733549396,124.60891100032913,124.3606101853504,-0.2483008149787338,-0.19926409193807815,5.571184151084964,5.562939888268305,-0.008244262816658576,0.37115424733549396,0.19926409193807815,0.14798043994027807,False,keep_P0056B_default
SE2,209.51872783683092,206.5984947980714,-2.9202330387595055,-1.3937813907660443,201.82678388544215,197.77528776378924,-4.051496121652917,-2.007412516642274,7.891348406364274,7.83635998604847,-0.05498842031580331,1.3937813907660443,2.007412516642274,0.696819066706722,True,candidate_default
FI,332.71687299343574,334.39532415572035,1.6784511622846026,0.5044683027895964,311.18944499763626,314.2059442511082,3.0164992534719204,0.9693449768178458,2.792956028408213,2.8115573382146395,0.018601309806426602,-0.5044683027895964,-0.9693449768178458,-0.666007972099297,False,keep_P0056B_default
