forecast_origin_timestamp_utc,row_count,pred_HGB_no_price_MAE_full_36h,pred_ExtraTrees_no_price_MAE_full_36h,pred_LightGBM_no_price_MAE_full_36h,pred_XGBoost_no_price_MAE_full_36h,pred_WeightedEnsemble_no_price_MAE_full_36h,pred_MedianEnsemble_no_price_MAE_full_36h,pred_ResidualCorrection_XGBoost_no_price_MAE_full_36h,pred_HorizonSpecialized_HGB_no_price_MAE_full_36h,pred_HorizonBiasCorrected_WeightedEnsemble_no_price_MAE_full_36h
2025-06-29T10:00:00Z,36,150.2310362019768,142.59840118962026,165.81602052041706,144.37129720052084,144.29476274976977,144.76672696146804,165.9690892877496,142.0426575112597,163.49388901574036
2025-06-30T10:00:00Z,36,175.78875306638216,79.8653764218915,194.90184697697975,137.92563205295139,138.10651211309136,147.58546176804722,152.77086016740247,83.52418370167554,209.12563162662605
2025-07-01T10:00:00Z,36,212.30585359355618,242.17422972103128,206.2983661553032,209.57051595052084,208.55260267888787,204.93514866113352,194.94474913355776,202.83065521359632,215.67245298500077
2025-07-02T10:00:00Z,36,210.06257387185556,200.1451441772383,200.42267670711627,198.53187391493054,199.05335675851552,197.33378812005674,305.22000194251694,178.22038891450725,215.613428149267
2025-07-03T10:00:00Z,36,174.97323844506374,199.44738229774288,169.42194920964005,155.80809190538196,166.88903835712446,170.36610477311257,187.42381063278285,148.8243552747355,155.19950544499724
2025-07-04T10:00:00Z,36,119.5402781258733,116.48444720143564,114.36527795013305,116.57781304253473,109.04198866523855,109.09156049712402,156.42376746606047,160.11201769768212,109.06435911989587
2025-07-05T10:00:00Z,36,155.4054152606181,152.8715903495182,158.34473397501958,149.19864908854166,140.25651376160047,143.35760947990332,281.76804347335656,173.37535879950966,170.89342759004788
2025-07-06T10:00:00Z,36,223.72940767279098,170.37514020632815,244.51589412082214,251.29044596354166,212.94319499721854,226.1117720896779,506.4092928419229,235.36189659981574,282.0483684878104
2025-07-07T10:00:00Z,36,128.64230309353425,267.9682009259745,119.9351045812,132.10866970486111,108.70741185044852,118.80313343529332,187.09281807792243,147.80201080840231,85.80328481805456
2025-07-08T10:00:00Z,36,296.71302889141685,307.2341984229278,339.97819259352684,258.5021701388889,296.28721823499694,292.35614935779205,421.77208313933,296.966091020283,333.2974153454809
2025-07-09T10:00:00Z,36,500.5405988781309,425.5593803737829,501.3377263848474,409.94098578559027,457.4548673644028,449.39544217635415,351.23206934871934,426.04345698746357,528.3040441727394
2025-07-10T10:00:00Z,36,229.97846098536547,205.38476377831762,243.01777674513409,239.25644259982639,224.83213495910104,220.9413122843874,231.61464410045613,148.55641439726693,261.21826834042497
2025-07-11T10:00:00Z,36,149.56873290348733,144.64789556628364,176.5044701059725,180.64027235243054,153.31719081044244,157.0278879196895,219.97904613542997,222.47691293042456,152.88002298806296
2025-07-12T10:00:00Z,36,129.34745720614885,100.4854086052421,143.40523631386205,140.62293836805554,122.53318372766145,122.27273339150345,215.18644188736616,164.70435532911682,141.4472774104124
2025-07-13T10:00:00Z,36,306.09987488831456,197.0422818981959,241.69241084539732,277.70050726996527,254.01773761148857,252.35327371645087,414.07135251423074,274.6240117840438,325.93331782618384
2025-07-14T10:00:00Z,36,285.24401213352985,122.12091620742035,146.20008116668197,199.44105360243054,175.07222706451955,173.38526394391317,386.97546003580214,190.38630382890943,245.18058116059217
2025-07-15T10:00:00Z,36,180.70115194033212,113.49379209375115,112.56639407384078,167.14449055989584,126.94575915501845,127.62050830090291,256.98878501914214,170.43667995472273,154.06978551580943
2025-07-16T10:00:00Z,36,172.00848772099104,209.5361043333381,182.4004047867115,170.86338975694446,175.18043940446987,177.4748115381372,197.72120266029393,211.58656185566934,171.92809762008073
2025-07-17T10:00:00Z,36,239.67899539362355,188.1358767612699,203.9133166391298,211.06722005208334,202.01529426983498,209.5096109786324,177.1553439835425,198.76351696399877,146.0465980873566
2025-07-18T10:00:00Z,36,178.28144376414468,125.00112186852915,149.23986012288591,146.21957736545139,146.5771979875668,146.69326112342833,174.0184598135662,183.56174152362814,124.80788867052014
2025-07-19T10:00:00Z,36,205.96834495529822,211.25169117126813,202.74612609112495,197.79216851128473,199.17453850703478,200.3118141075851,149.12376370622275,170.76096330611247,149.82748262246776
2025-07-20T10:00:00Z,36,169.66472530145043,171.02280366709766,153.03667619863427,147.55655924479166,157.24364137025063,160.14601864202672,110.11793917558784,185.7971701945417,125.65033898195232
2025-07-21T10:00:00Z,36,103.6467865489744,129.08257034308298,118.09661093583125,149.90531412760416,116.77517170831463,118.42096524975555,170.324642346122,159.09771123225502,103.84028743467621
2025-07-22T10:00:00Z,36,141.90789473003304,145.90599211936475,137.1129661142842,146.74796549479166,132.21234555245132,137.10388179298758,166.69916419323042,153.96632676230752,124.5142054601353
2025-07-23T10:00:00Z,36,169.26312832424432,179.64704299513153,188.0394361950493,177.10190158420139,174.2654446335121,175.57439126117436,196.94629820256196,171.85991028835576,182.09107909697866
2025-07-24T10:00:00Z,36,179.46628262519124,187.1052266702547,148.60301748329374,192.08498806423611,170.871591689066,173.1538352604564,133.95695087740745,224.2260743518909,137.8019776313935
2025-07-25T10:00:00Z,36,146.21298975920797,88.76197878901488,133.05880127733874,94.7027587890625,106.3697976024589,113.53922887952545,159.9201045066313,108.1137373064684,154.278882908456
2025-07-26T10:00:00Z,36,110.64040934954807,97.39598341809581,71.33645095530125,66.56252712673611,75.92349425964325,74.4018961826004,170.96218866487675,90.02074580224156,114.18506751924097
2025-07-27T10:00:00Z,36,153.11683661952077,138.7664001418942,126.78960369525862,137.24697536892361,130.1019949279597,133.5075845788944,183.2319838639192,157.57106722742446,170.82402618877438
2025-07-28T10:00:00Z,36,168.37822586108894,128.631187670354,147.57072755654113,170.78432888454861,143.66553039078775,144.97944878193866,289.5019636056718,134.0571541794558,180.02267949531813
2025-07-29T10:00:00Z,36,91.90424703138297,101.53762644013119,76.93296411253365,90.44497341579861,79.04348746570479,76.92477551071153,248.82885811272394,71.18666855709307,101.19001729177974
2025-08-01T10:00:00Z,36,206.26437888494735,190.61592208160604,224.8160246928724,212.78180609809027,206.17253412111577,211.03771550271418,471.8884557557369,170.7831420572691,266.99645658415557
2025-08-02T10:00:00Z,36,171.60340698513204,162.87535706514285,158.85413268270963,128.59670681423611,151.22899052455514,149.65563284984884,169.30612483176185,192.66545303053525,213.40733230655667
2025-08-03T10:00:00Z,36,211.4170617755857,182.94892934960848,205.53476272724532,166.09090169270834,189.8435910345459,186.14507916789816,129.73829828342636,201.43044393406808,223.68698427192086
2025-08-04T10:00:00Z,36,164.09948143645832,204.9996856225909,182.13922331716438,182.134765625,165.67798437217817,175.28813814238137,311.0963741646226,146.31525140057727,218.92617551698396
2025-08-05T10:00:00Z,36,113.25915447528944,126.83141187712714,137.24320399540673,138.43588595920139,118.94648700922961,117.27624103628926,209.50049220291717,129.04233041115262,154.61208407281242
2025-08-06T10:00:00Z,36,300.4726958689959,246.7171228467178,299.4601375562206,259.7375217013889,275.478704611681,269.7899743696503,290.5746707080125,286.4579479225045,249.63632378482785
2025-08-07T10:00:00Z,36,221.22742593193246,187.6601940825368,219.20482429825267,228.60818142361111,202.4508791298029,206.61059469752215,214.79513315193051,259.6160335457526,162.7504328781524
2025-08-08T10:00:00Z,36,156.90546366521514,179.84888184646294,128.20095698211543,142.15924750434027,134.82163949604882,134.08862980428583,195.03545798126197,144.5861884859417,199.05115143080053
2025-08-09T10:00:00Z,36,186.04660089127316,189.25392385813078,151.17568824971022,146.9559326171875,160.94988548584777,160.80503182582743,232.83328227468579,135.753246017969,220.055624924095
2025-08-10T10:00:00Z,36,171.72100330035448,186.72579491315776,277.532654836213,192.91109212239584,204.81708129760065,197.6642037204207,285.7806879800029,305.50340531508544,180.18287245624086
2025-08-11T10:00:00Z,36,253.80917053817788,162.91692258666205,223.4190199483388,229.24210611979166,217.51028802546017,218.75608590298236,143.0117752879186,414.723896414256,149.08624263684231
2025-08-12T10:00:00Z,36,134.5438487838802,132.82182133621725,129.65323455502053,112.64724392361111,120.06974761719383,111.24122693464591,128.4164410000942,156.8503046903435,95.87833966623015
2025-08-13T10:00:00Z,36,200.5655996294659,201.48668972220116,209.08760867641132,203.90520562065973,199.67687024588707,197.0235060869196,244.7527700763027,262.0053100369032,165.45134127203153
2025-08-14T10:00:00Z,36,243.90627764439938,230.9437581784608,210.74961424659904,240.13108995225696,225.40727667679639,225.37052564384945,309.55127292527857,211.83607806153128,218.12268870066347
2025-08-15T10:00:00Z,36,155.09401219121003,161.67246011048107,119.39600776645199,128.75896538628473,129.41708030336906,127.70356587579577,181.7833413924929,136.73630950880656,166.03683355287072
2025-08-16T10:00:00Z,36,157.5453629088808,149.00241907372464,113.16826724382327,102.34011501736111,125.18108112022472,124.73808708693537,208.99485797079996,119.2932277929955,152.388634519656
2025-08-17T10:00:00Z,36,199.73550468385108,183.608329919068,139.57108656957038,139.71816677517361,163.00681772064436,160.13650609335684,139.98460593166658,221.13291941753013,123.40956064341013
2025-08-19T10:00:00Z,36,146.74767324914876,144.5635876762929,130.1780296249698,140.63104926215277,135.82583578706092,135.4251601258349,240.85071733598008,140.64684654676503,144.80407341129637
2025-08-20T10:00:00Z,36,173.16487921441578,165.99631921066188,154.29332657067235,160.81538899739584,158.25700801302085,158.30871227567528,102.73995353065116,139.95985137420985,117.747343980561
2025-08-21T10:00:00Z,36,306.03394699738936,222.24490167094112,252.94329500135103,264.28563096788196,257.0674144586117,250.97401582880835,151.00906221059034,233.7453690896315,191.29716927852408
2025-08-22T10:00:00Z,36,290.9794039335163,192.46609289672858,184.27962744461126,235.934326171875,213.9048862154306,207.47427320741204,292.6006207789185,216.34550045940392,172.02773080759096
2025-08-23T10:00:00Z,36,202.84571764943848,127.11710429915168,145.70623640145814,140.93098958333334,149.83995069131976,137.6137553212194,195.1717452741178,156.0644216337854,120.56352501788994
2025-08-24T10:00:00Z,36,294.8124365500779,265.7739222649609,217.09203022700524,206.56217447916666,242.9997165113851,232.83324745966573,184.28969008040383,252.61569235686875,186.05946828798477
2025-08-25T10:00:00Z,36,125.34904912427731,166.5719956932752,176.4063004220077,167.59282769097223,150.4414969951845,158.6981668973905,173.486022678536,180.52036667501602,100.3789248932797
2025-08-26T10:00:00Z,36,156.46295648624584,148.33995233520957,137.66341321465777,148.53030056423611,142.82003090097618,139.90220133516252,192.18385932831066,178.75483641008086,101.24217551376819
2025-08-27T10:00:00Z,36,171.3576441244937,123.82808296960086,118.25940765872065,129.09145779079861,128.98605233963966,124.33851996230877,147.76832551534457,143.27368953406526,171.96157703426036
2025-08-28T10:00:00Z,36,159.84615603003706,169.13618520434116,163.85760037141458,158.49534776475696,155.00679001605081,158.490800635533,231.69920095459418,144.77933596847058,196.10606633289862
2025-08-29T10:00:00Z,36,133.51606712777044,112.55487046514453,88.56492800467984,88.1824951171875,87.82761786459815,85.61310399558914,160.43714683610256,82.35428599086497,121.74862545297583
2025-09-01T10:00:00Z,36,114.39404329426065,163.93025966611165,175.34616106708668,147.92757161458334,144.8558454533844,150.59318649268948,138.39548620972334,129.36487258657934,128.76056127310036
2025-09-02T10:00:00Z,36,118.64116159466158,139.97581544248828,117.72381075139917,101.89010959201389,114.19142616570336,117.11390483911221,179.55455488444667,116.12492731704975,137.62873826194377
2025-09-03T10:00:00Z,36,84.86316759531772,93.55182599657718,91.64503079572975,88.884521484375,82.81187968829447,82.62335976486663,121.21798910669366,92.92175078562286,114.94346730702834
2025-09-04T10:00:00Z,36,133.6337286399811,114.14301921343632,141.50537465039167,136.27989366319446,127.59982124097832,128.79673686372473,93.75372826050437,133.4777079829033,93.59811975983368
2025-09-05T10:00:00Z,36,130.4628347181462,94.43842669112989,117.07607009204487,114.19380696614583,107.8489964005952,104.41548162858327,160.21728067519606,106.18410518049531,154.2549588800821
2025-09-06T10:00:00Z,36,121.86362116707522,111.87021176810468,105.46435441293342,137.10872395833334,110.41991656225144,107.96326465836744,147.98869260873823,145.82358291959838,105.33986061493232
2025-09-07T10:00:00Z,36,113.52577917431798,93.24348389360794,122.34161990435587,98.71241590711806,103.82350889080236,103.64568404141339,111.698028156037,113.49974826425981,76.42778193531484
2025-09-08T10:00:00Z,36,100.39560587844646,102.12404481214178,100.95302407071043,94.96573893229167,95.10399692631634,95.09286128961097,289.9224830370815,98.06094511908385,121.51209272375155
2025-09-09T10:00:00Z,36,110.46458343317539,111.16834455624992,138.20874770368422,108.48215060763889,111.88626771264133,113.0951840443793,139.55569058087912,141.0875156321469,107.54380639545343
2025-09-10T10:00:00Z,36,186.20021498568707,180.9443753477317,180.91488607557477,186.58059353298611,176.66392643104084,178.9712174470555,150.90474336632926,135.8386373600639,159.49691196017943
2025-09-14T10:00:00Z,36,111.9248261593403,121.48204549541619,141.984828748265,133.54386393229166,119.37018319035343,122.17607380241128,312.08066663666966,124.26446646347209,148.4800554878628
2025-09-15T10:00:00Z,36,147.63124990200356,132.2671454866699,139.0337276353506,126.06467013888889,128.90745154642016,128.31210278548969,400.1407895939984,138.15556294216952,162.688574903894
2025-09-16T10:00:00Z,36,180.19528189150196,228.75183968175236,186.78378550169694,159.83436414930554,181.31265803957228,183.81480169444933,420.30277370414865,141.4750103884442,256.00815132681083
2025-09-17T10:00:00Z,36,172.5945870241458,145.4458129948756,169.78507446368266,149.14743381076389,155.12875509776504,156.78072755724713,161.72536542301296,145.9336875960403,156.17606036770178
2025-09-19T10:00:00Z,36,168.75089446456866,158.34780226749186,161.55565703236945,144.40763346354166,152.56858439493348,154.90072765394706,160.5099991283081,174.17380731730842,206.72797652703454
2025-09-20T10:00:00Z,36,244.90192491862464,196.03556234657884,198.22063333246015,224.59417046440973,214.22837286320686,211.07260670788662,208.8307640035438,198.53854240289027,225.3147971016324
2025-09-21T10:00:00Z,36,263.0570670403706,281.972745770604,231.61513433272805,222.806884765625,246.0391141811989,242.90467959929185,164.69707690264457,179.4148927222332,182.7153387507048
2025-09-22T10:00:00Z,36,310.69889465608134,313.12934069554376,312.45346631057987,321.85023328993054,312.7394785448426,310.75026009435373,178.9921953318672,344.1216255533402,243.76065042184212
2025-09-23T10:00:00Z,36,216.60717828285718,282.0946407223494,338.28211316154363,342.5287136501736,288.8916767765898,289.48511997715315,401.23368152859246,327.5817636981347,220.54025033925316
2025-09-24T10:00:00Z,36,284.9032976611822,181.75765225958628,287.02642804112565,256.04686143663196,239.37130972561923,248.23937947381648,425.8905935492527,278.6322644805862,177.9906120548842
2025-09-25T10:00:00Z,36,175.1210949595364,170.72935250941492,200.63447637705875,185.62740071614584,166.17331131016047,162.8586719191552,221.33961417368477,251.18643354410545,131.54774790517183
2025-09-26T10:00:00Z,36,167.0185901900703,184.26678239368107,144.16341900604345,144.00543891059027,137.72924748028797,137.80800111641705,190.10291365796007,150.1491280381242,157.00029010519467
2025-09-27T10:00:00Z,36,143.28317387362998,104.19406284504852,134.52734762110524,160.72129991319446,130.52964906881334,134.08361525348352,180.0665331728351,190.53064729022265,158.24440903772026
2025-09-28T10:00:00Z,36,181.59516345409102,152.15458665052455,201.75068655892215,218.26897515190973,183.14741365835656,190.5379910681423,306.41527779482664,199.58044732657592,227.4034929143086
2025-09-29T10:00:00Z,36,264.12231884165004,303.71093311380355,293.89615858461707,257.1759847005208,269.9800773134011,268.52893008065536,365.05909846980757,249.9373174578144,249.37417278111056
2025-09-30T10:00:00Z,36,249.75445823358203,229.35318309386153,256.6505844660569,273.5806070963542,231.13429771403702,233.11184070428666,258.32528184232905,227.76196376886796,282.25378978037605
2025-10-01T10:00:00Z,36,315.91872121394135,358.2501884526148,412.8762189674472,415.5619710286458,376.55534421245807,376.15190832613706,357.0611297977519,305.89320600197766,443.0738719796848
2025-10-02T10:00:00Z,36,438.6852610156867,557.4007504805577,414.8349918242484,515.2062038845486,479.889952118959,474.2320412824473,470.1430449416914,432.6862241804638,556.2994739927082
2025-10-03T10:00:00Z,36,358.39259255002315,464.52318508401225,294.8924624734183,326.0123697916667,355.6842960264384,338.7745611284509,249.78343234436318,292.80396982452396,374.09160546136997
2025-10-04T10:00:00Z,36,305.0282898110097,401.29024371097694,363.6393628446797,344.6163736979167,348.17983901984485,335.4373030076832,309.501201318137,323.31521014111615,289.2055287235805
2025-10-05T10:00:00Z,36,471.6481281948533,521.8842411297446,462.4804539030126,511.3564724392361,482.68814000282265,477.42425947716805,536.8536671214448,507.25529804374895,453.9104144028136
2025-10-08T10:00:00Z,36,157.0391124489375,253.24856665193997,280.4921052244421,209.68244086371527,217.97233228446865,219.32468768423132,299.6402742164551,193.2085460387172,167.54286258907894
2025-10-09T10:00:00Z,36,175.39342546134426,204.8475852233047,270.74028037331755,202.70901150173611,196.14473294666342,186.44796865215503,273.63982435495177,216.95089612511248,162.0747194558814
2025-10-11T10:00:00Z,36,240.94791290879544,287.88136332978445,198.53305038461397,206.61842176649304,225.21097319119454,229.5350511070034,270.1842898694455,203.25564954362565,181.3181992216632
2025-10-12T10:00:00Z,36,419.69772466549813,496.8750522544845,288.19288884145504,439.65931532118054,408.6112858419275,414.3800673378766,245.31301371435342,363.12925624437264,332.2017639681784
2025-10-13T10:00:00Z,36,251.52272488508612,214.51707124172992,159.89176617497682,149.89713541666666,185.08479483489643,182.6043357324942,291.13420723889,217.3833002534789,222.3961334706212
2025-10-14T10:00:00Z,36,192.69328091291558,215.95187138749608,225.95781301562914,206.40733506944446,207.14148936244817,206.91732043318652,256.73324735651835,166.93038972773658,253.46466682644166
2025-10-15T10:00:00Z,36,188.1597248130132,192.75083893783838,264.63586848810996,191.01896158854166,197.46921010042888,195.13325674312023,205.15771379986478,199.3094276724597,161.42788282554858
2025-10-16T10:00:00Z,36,272.3976384625556,326.06460241328773,355.5675201253866,233.74796549479166,274.74384359083587,265.4344229242654,194.79017817151055,319.7432178567585,265.8861027859936
2025-10-17T10:00:00Z,36,242.41994753227814,354.0894256211039,260.59992459265413,255.89482964409723,268.51573122822845,252.08066576317958,243.18387291534384,239.406480918,302.05138255239405
2025-10-18T10:00:00Z,36,133.92666815879213,238.95221500875493,167.73044781702148,147.91346571180554,144.77843530935854,134.85613479535238,195.7989757722312,168.13873893379935,196.97986539550936
2025-10-19T10:00:00Z,36,883.2771386034289,851.8606547100106,882.1253976086729,877.8848198784722,857.7135907993061,868.3866340426383,1060.007611414964,810.035466082008,912.1101255624186
2025-10-20T10:00:00Z,36,1055.945297500246,1045.3298297605195,1017.0212250528028,1091.0809733072917,1050.6406321336046,1057.9867050592954,1133.9387289976387,817.3023254478359,1073.8727462322556
2025-10-21T10:00:00Z,36,390.3950965216044,641.6146753841147,496.51692753167504,559.162367078993,520.1509660830465,528.9672976947463,418.90814860051205,448.0329972566044,443.7414442092973
2025-10-22T10:00:00Z,36,213.93016358797937,187.2696350260861,210.80150873887044,200.45366753472223,179.60277150023722,179.48566861520632,227.70662501312006,175.52539457784943,178.6447724577194
2025-10-23T10:00:00Z,36,161.05027548735913,188.35470509232357,211.63760041766938,165.8555908203125,161.73110517535255,161.95764668499308,180.92470578768908,154.04773223605767,176.59051908436481
2025-10-24T10:00:00Z,36,123.63903325915703,210.46844098534064,202.77438181671135,133.54880099826389,153.0660112903035,153.33103499767557,138.8940026381432,116.20544739785802,192.52428093247923
2025-10-25T10:00:00Z,36,139.55353492608032,143.22586453669578,125.71006102627403,116.12594943576389,117.54660719005402,122.24400268170176,126.72479644576765,99.3008925597206,130.14298447057502
2025-10-26T11:00:00Z,36,204.6144135352452,247.2265610247089,206.34088261970862,208.05399576822916,204.70169590383102,202.1929433979074,197.07724159733627,94.26265682193538,191.43569182914274
2025-10-27T11:00:00Z,36,272.3746395405882,272.9195218550198,223.08324529588174,218.62234157986111,236.2348047692413,238.62635869142255,281.9680716972309,240.91960736402837,237.7118684455007
2025-10-28T11:00:00Z,36,265.59065531372966,293.6431346544843,183.77141924074945,230.54153103298611,221.0237492449677,237.4097200604003,223.95724826821444,124.09322273845913,239.64652737642666
2025-10-29T11:00:00Z,36,197.6258966864952,302.4437568756902,194.944635682675,215.53255208333334,214.36467176068425,212.86418348096277,190.2550193784153,153.08693196881748,160.29929495466047
2025-10-30T11:00:00Z,36,121.13323069427582,234.13815989149148,184.43378209152672,139.00906032986111,142.89689386250478,137.95552962589713,138.37887841086967,192.28425004984717,125.95005039935329
2025-10-31T11:00:00Z,36,359.20186053363864,266.2656636789068,188.41423103963587,275.01234266493054,259.1106641263951,266.9505197467231,243.2808522134992,253.02786697353542,242.52411084949733
2025-11-01T11:00:00Z,36,213.92726983024352,259.8292475321647,174.06924952639332,172.10662163628473,179.29247685800192,173.41598331646026,186.95473105204348,141.2920444206807,180.77397323295665
2025-11-02T11:00:00Z,36,311.04774701514634,306.8451913147213,164.86350742951586,321.53453233506946,265.34399576661275,291.29077637005736,183.40323901597824,179.1554809642413,195.04370340823118
2025-11-03T11:00:00Z,36,149.5160652449581,161.3149814502414,276.20463359441834,224.41178385416666,181.79658871739105,183.13693576862747,286.3647786581229,202.67087115760327,213.9527250175905
2025-11-04T11:00:00Z,36,184.5382257942443,228.09486472824983,300.5330503436835,225.25725640190973,223.19866159140284,227.22541487499223,292.3264122238927,202.4432253224881,268.43762824864666
2025-11-05T11:00:00Z,36,272.62290569274586,260.76839917426685,149.5962536223286,242.93018934461804,218.58484401616636,239.21736077315992,221.15783394125657,210.83101492897407,185.99899621153924
2025-11-06T11:00:00Z,36,201.03734270733457,187.64039994999496,278.6052812447578,168.48347981770834,155.79335261289555,176.33068658303785,171.32256325203198,171.19195983100064,179.93555088161696
2025-11-07T11:00:00Z,36,236.3445090844358,248.06149160489997,172.65326390207602,190.08860948350696,196.84966253474207,202.31346265162216,180.643556363911,160.4190623620117,149.07517269224383
2025-11-08T11:00:00Z,36,187.36315752080688,194.43151867525873,178.13164053719564,163.05026584201389,147.25710920209647,162.0051389012575,189.353345583973,163.50026786933336,121.31131892299517
