forecast_run_id,source_shape_run_id,model_name,model_version,split_policy_version,anchor_method,anchor_level,anchor_scale,anchor_history_start_utc,anchor_history_end_utc,forecast_origin_timestamp_utc,input_data_cutoff_utc,target_timestamp_utc,horizon_hours,area,predicted_price,prediction_unit,prediction_kind,source_shape_value,created_at_utc,quality_flag
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T07:00:00Z,32,SE1,0.064334914106123,source_hour_price_unit,anchored_absolute_price,0.1664251763820733,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T08:00:00Z,33,SE1,0.06278824019150729,source_hour_price_unit,anchored_absolute_price,0.129173558620663,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T09:00:00Z,34,SE1,0.06262291161715991,source_hour_price_unit,anchored_absolute_price,0.12519162241650966,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T10:00:00Z,35,SE1,0.06178277297085543,source_hour_price_unit,anchored_absolute_price,0.10495689587009412,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T11:00:00Z,36,SE1,0.061385440090206356,source_hour_price_unit,anchored_absolute_price,0.09538713946952984,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T12:00:00Z,37,SE1,0.06143639723923486,source_hour_price_unit,anchored_absolute_price,0.0966144416305627,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T13:00:00Z,38,SE1,0.061224648267341863,source_hour_price_unit,anchored_absolute_price,0.091514470855993,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T14:00:00Z,39,SE1,0.06189547654314799,source_hour_price_unit,anchored_absolute_price,0.1076713596983866,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T15:00:00Z,40,SE1,0.06358599171753723,source_hour_price_unit,anchored_absolute_price,0.1483873920185273,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T16:00:00Z,41,SE1,0.06150464582051055,source_hour_price_unit,anchored_absolute_price,0.09825820767485677,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T17:00:00Z,42,SE1,0.06152185854260069,source_hour_price_unit,anchored_absolute_price,0.09867277582518003,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T18:00:00Z,43,SE1,0.06089011599216834,source_hour_price_unit,anchored_absolute_price,0.08345726608525428,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T19:00:00Z,44,SE1,0.057245032548474906,source_hour_price_unit,anchored_absolute_price,-0.004334513338820803,2026-06-04T06:32:20Z,canonical
P0053C-B_m4_48h_anchored_absolute_se1_v1,P0053C-A_m4_shape_regenerated_validation_holdout,M4_P0045_48h_anchored_absolute_price,p0053cb_48h_anchor_v1,forecast_period_policy_v1_p0053c,A1_median_iqr,0.057425000000000004,0.04151964418087471,2024-12-30T23:00:00Z,2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,2025-01-01T22:00:00Z,2025-01-03T20:00:00Z,45,SE1,0.05538942673854155,source_hour_price_unit,anchored_absolute_price,-0.04902675111064898,2026-06-04T06:32:20Z,canonical
